,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,31561,25933,26140,25539,28821,25348,29681,32734,42092,48299,51592,Upgrade
1,Market Cap Growth,1.54%,1.54%,-9.30%,0.75%,-2.90%,-22.56%,-29.48%,-32.23%,-18.41%,-4.50%,-18.49%,Upgrade
2,Last Close Price,12.00,9.54,9.30,8.87,9.63,8.29,9.03,8.90,11.16,12.65,13.40,Upgrade
3,PE Ratio,7.89,6.46,8.72,7.25,5.88,6.94,9.04,7.34,10.65,17.12,16.79,Upgrade
4,PS Ratio,2.05,1.68,1.83,1.76,1.89,1.88,2.12,2.07,2.95,3.92,3.92,Upgrade
5,PB Ratio,0.30,0.25,0.24,0.24,0.27,0.24,0.28,0.28,0.37,0.42,0.48,Upgrade
6,P/FCF Ratio,-,-3.13,-,3.75,-,1.06,-1.84,-,-,4.24,-,Upgrade
7,P/OCF Ratio,-,-3.35,-,3.41,-,1.04,-1.91,-,-,4.03,-,Upgrade
8,Debt / Equity Ratio,0.28,0.28,0.25,0.20,0.21,0.19,0.19,0.16,0.22,0.26,0.29,Upgrade
9,Debt / FCF Ratio,-,-3.53,-,3.18,-,0.83,-1.24,-,-,2.57,-,Upgrade
10,Earnings Yield,12.72%,17.77%,13.75%,16.12%,19.07%,17.20%,13.81%,16.10%,11.29%,7.48%,7.35%,Upgrade
11,FCF Yield,-26.24%,-31.93%,24.46%,26.67%,7.92%,94.03%,-54.34%,-120.11%,0.82%,23.60%,-44.92%,Upgrade
12,Dividend Yield,5.75%,7.23%,5.27%,6.09%,5.51%,3.98%,5.65%,7.87%,5.29%,3.16%,3.81%,Upgrade
13,Buyback Yield / Dilution,1.09%,0.98%,1.20%,1.52%,5.00%,7.53%,3.43%,-0.17%,-0.24%,-0.48%,-1.46%,Upgrade
14,Total Shareholder Return,6.84%,8.21%,6.47%,7.61%,10.51%,11.52%,9.08%,7.69%,5.05%,2.68%,2.34%,Upgrade
