,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,14.66,26.08,35.68,56.28,61.15,66.17,74.84,16.57,337.26,354.04,Upgrade
1,Short-Term Investments,96.46,89.78,84.17,67.36,59.68,20.6,125.71,318.38,-,-,Upgrade
2,Trading Asset Securities,138.09,131.33,146.79,118.19,125.59,281.05,212.89,7.5,7.5,10,Upgrade
3,Cash & Short-Term Investments,249.2,247.18,266.63,241.82,246.42,367.82,413.43,342.46,344.76,364.04,Upgrade
4,Cash Growth,-6.54%,2.22%,8.20%,-34.26%,-40.40%,7.41%,19.92%,-5.93%,-22.71%,12.91%,Upgrade
5,Accounts Receivable,5.38,3.73,5.43,0.7,5.05,7.5,14.23,0.45,2.38,0.42,Upgrade
6,Other Receivables,2.89,4.64,3.4,83.88,79.57,6.3,12.86,74.75,87.72,80.71,Upgrade
7,Receivables,8.27,8.36,8.83,85.78,92.93,24.1,46.66,140.54,140.89,133.54,Upgrade
8,Inventory,3.15,3.12,3.94,3.85,4.12,4.17,4.49,50.25,51.16,46.67,Upgrade
9,Restricted Cash,0.59,0.58,0.66,0.65,0.71,0.69,0.81,1.13,5.83,6.14,Upgrade
10,Other Current Assets,0.45,1.45,0.62,0.22,0.8,0.83,3.88,5.42,-,9.1,Upgrade
11,Total Current Assets,261.67,260.69,280.69,332.31,344.98,397.61,469.27,539.8,542.65,559.49,Upgrade
12,"Property, Plant & Equipment",243.75,240.45,277.69,270.46,309.51,299,360.49,377.21,428.04,409.89,Upgrade
13,Long-Term Investments,-,-,-,1.92,3.09,3.24,3.22,63.29,67.55,71.76,Upgrade
14,Other Long-Term Assets,-,-,-,15.9,19,19,19.4,19.6,19.4,19.4,Upgrade
15,Total Assets,505.41,501.15,558.38,620.59,676.58,718.85,852.51,1000,1059,1062,Upgrade
16,Accounts Payable,1.55,1.68,2.2,1.1,2.67,1.73,2.26,2.46,3.33,1.46,Upgrade
17,Accrued Expenses,0.31,1.6,-,1.75,-,1.75,-,1.9,-,2.08,Upgrade
18,Short-Term Debt,-,-,-,0.58,-,-,-,-,43.98,-,Upgrade
19,Current Portion of Long-Term Debt,21.69,24.26,30.99,45.6,52.21,54.55,66.24,128.55,141.14,20.66,Upgrade
20,Current Portion of Leases,0.27,0.35,0.34,-,0.18,0.35,0.34,0.32,1.65,2.71,Upgrade
21,Current Income Taxes Payable,2.15,2.15,2.4,2.4,2.55,2.55,2.55,2.85,2.62,2.62,Upgrade
22,Current Unearned Revenue,0.22,0.21,3.71,2.38,3.26,2.65,2.92,2.66,2.83,2.28,Upgrade
23,Other Current Liabilities,2.56,3.79,1.98,2.83,2.63,2.76,4.23,3.55,12.58,54.37,Upgrade
24,Total Current Liabilities,28.74,34.05,41.62,56.64,63.49,66.33,78.52,142.28,208.13,86.17,Upgrade
25,Long-Term Debt,-,-,-,-,-,-,-,-,0.24,120.01,Upgrade
26,Long-Term Leases,0.56,-,0.18,-,-,-,0.18,-,0.52,1.42,Upgrade
27,Long-Term Deferred Tax Liabilities,33.21,33.06,38.33,37.8,43.86,42.95,52.96,55.27,64.59,62.61,Upgrade
28,Total Liabilities,62.51,67.1,80.13,94.44,107.35,109.28,131.66,197.55,273.49,270.21,Upgrade
29,Common Stock,26.16,784.78,784.78,784.78,784.78,784.78,784.78,784.78,784.78,784.78,Upgrade
30,Additional Paid-In Capital,-,1559,1559,1559,1559,1559,1559,1559,1559,1559,Upgrade
31,Retained Earnings,-,-1701,-1684,-1630,-1608,-1560,-1497,-1424,-1456,-1474,Upgrade
32,Comprehensive Income & Other,416.74,-208.84,-180.85,-187.51,-166.51,-173.91,-126.13,-116.42,-56.38,-31.95,Upgrade
33,Total Common Equity,442.9,434.04,478.26,526.15,569.23,609.57,720.85,802.91,831.67,837.92,Upgrade
34,Minority Interest,-,-,-,-,-,-,-,-,-46.45,-46.18,Upgrade
35,Shareholders' Equity,442.9,434.04,478.26,526.15,569.23,609.57,720.85,802.91,785.22,791.75,Upgrade
36,Total Liabilities & Equity,505.41,501.15,558.38,620.59,676.58,718.85,852.51,1000,1059,1062,Upgrade
37,Total Debt,22.52,24.61,31.51,46.18,52.38,54.9,66.76,128.87,187.53,144.8,Upgrade
38,Net Cash (Debt),226.68,222.57,235.12,195.64,194.04,312.93,346.67,213.59,157.23,219.24,Upgrade
39,Net Cash Growth,-3.59%,13.77%,21.18%,-37.48%,-44.03%,46.51%,120.49%,-2.58%,-47.06%,20.00%,Upgrade
40,Net Cash Per Share,0.43,0.43,0.45,0.37,0.37,0.60,0.66,-,0.30,-,Upgrade
41,Filing Date Shares Outstanding,523.18,523.18,523.18,523.18,523.18,523.18,523.18,523.18,523.18,523.18,Upgrade
42,Total Common Shares Outstanding,523.18,523.18,523.18,523.18,523.18,523.18,523.18,523.18,523.18,523.18,Upgrade
43,Working Capital,232.93,226.65,239.07,275.67,281.49,331.29,390.75,397.52,334.52,473.32,Upgrade
44,Book Value Per Share,0.85,0.83,0.91,1.01,1.09,1.17,1.38,1.53,1.59,1.60,Upgrade
45,Tangible Book Value,442.9,434.04,478.26,526.15,569.23,609.57,720.85,802.91,831.67,837.92,Upgrade
46,Tangible Book Value Per Share,0.85,0.83,0.91,1.01,1.09,1.17,1.38,1.53,1.59,1.60,Upgrade
47,Land,-,135.86,-,151.76,-,161,-,195.98,-,202.05,Upgrade
48,Buildings,-,198.81,-,222.08,-,235.6,-,286.11,-,295.67,Upgrade
49,Machinery,-,5.32,-,5.75,-,6,-,11.24,-,8.18,Upgrade
50,Leasehold Improvements,-,3.06,-,2.71,-,2.32,-,6.36,-,8.79,Upgrade
