,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,73,91,157,173,173,267,330,439,895,204,157,Upgrade
1,Market Cap Growth,-47.58%,-47.58%,-9.09%,-35.29%,-47.62%,-39.29%,-63.16%,115.38%,470.00%,-31.58%,-58.33%,Upgrade
2,Enterprise Value,-153,-132,-78,-23,-21,-46,-17,226,691,-61,-184,Upgrade
3,Last Close Price,0.14,0.17,0.30,0.33,0.33,0.51,0.63,0.84,1.71,0.39,0.30,Upgrade
4,PE Ratio,-,-8.97,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,2.32,2.87,5.02,5.75,5.54,9.93,8.03,15.06,-,15.97,-,Upgrade
6,PB Ratio,0.17,0.20,0.36,0.36,0.33,0.47,0.54,0.61,1.11,0.26,0.20,Upgrade
7,P/TBV Ratio,0.20,0.20,0.36,0.36,0.33,0.47,0.54,0.61,1.11,0.25,0.19,Upgrade
8,P/FCF Ratio,-,-,-,-,80.41,4.85,2.94,7.64,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,48.31,4.81,2.92,7.55,-,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,7.74,-,-,-,Upgrade
11,EV/FCF Ratio,-,-,-,-,-,-,-,3.93,-,-,-,Upgrade
12,Debt / Equity Ratio,0.05,0.05,0.06,0.07,0.09,0.09,0.09,0.09,0.16,0.24,0.18,Upgrade
13,Debt / FCF Ratio,-,-,-,-,21.51,0.95,0.49,1.16,-,-,-,Upgrade
14,Earnings Yield,-13.78%,-11.15%,-45.09%,-44.39%,-40.45%,-41.69%,-41.21%,-16.46%,-,-11.98%,-,Upgrade
15,FCF Yield,-,-9.58%,-5.17%,1.24%,20.63%,34.01%,13.09%,-,-8.49%,-,Upgrade,
16,Buyback Yield / Dilution,0.00%,-,-,-,-,-,-,-,-,-,Upgrade,
17,Total Shareholder Return,0.00%,-,-,-,-,-,-,-,-,-,Upgrade,
