,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,222,228,313,450,371,365,360,381,313,323,450,Upgrade
1,Market Cap Growth,-49.41%,-49.41%,-15.71%,23.19%,2.94%,-4.17%,15.25%,18.03%,-30.59%,-21.79%,10.39%,Upgrade
2,Enterprise Value,720,666,639,708,513,404,375,223,196,213,342,Upgrade
3,Last Close Price,0.42,0.43,0.59,0.85,0.64,0.64,0.63,0.66,0.53,0.54,0.69,Upgrade
4,PE Ratio,-,-,-,9.32,4.03,3.15,5.03,167.70,15.64,9.52,6.90,Upgrade
5,PS Ratio,0.32,0.32,0.45,0.65,0.45,0.46,0.54,0.67,0.59,0.71,0.81,Upgrade
6,PB Ratio,0.33,0.33,0.44,0.56,0.42,0.42,0.42,0.50,0.40,0.45,0.61,Upgrade
7,P/TBV Ratio,0.34,0.34,0.44,0.56,0.42,0.42,0.42,0.50,0.41,0.46,0.61,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,-,7.59,5.22,Upgrade
9,P/OCF Ratio,-,-,-120.77,-,-,10.13,-42.29,-,4.47,3.50,3.40,Upgrade
10,EV/Sales Ratio,1.02,0.95,0.91,1.02,0.62,0.50,0.56,0.39,0.37,0.47,0.62,Upgrade
11,EV/EBITDA Ratio,16.14,16.13,9.47,7.19,3.61,6.12,-,6.90,3.16,2.79,3.12,Upgrade
12,EV/EBIT Ratio,-,-,26.84,11.60,4.71,12.26,-,-,7.93,5.44,4.81,Upgrade
13,EV/FCF Ratio,-5.23,-,-,-,-,-,-,-,-,5.01,3.97,Upgrade
14,Debt / Equity Ratio,0.84,0.84,0.76,0.56,0.37,0.33,0.13,0.11,0.00,0.00,0.03,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,0.03,0.28,Upgrade
16,Return on Capital Employed (ROCE),-,-,2.36%,6.33%,10.33%,3.10%,-,-,3.20%,5.51%,9.56%,Upgrade
17,Earnings Yield,-52.64%,-51.42%,-30.34%,10.73%,24.83%,31.71%,19.87%,0.60%,6.39%,10.51%,14.48%,Upgrade
18,FCF Yield,-61.81%,-60.37%,-49.89%,-47.83%,-62.16%,-69.55%,-62.54%,-30.63%,-7.68%,13.17%,19.15%,Upgrade
