,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,1077461,532731,315214,641275,451604,56454,224385,448579,585329,505722,874594,789746,769592,500334,604209,498518,268186,292235,268411,311023,Upgrade
1,Short-Term Investments,140043,154363,171863,139317,46808,288627,71627,11069,11069,10978,10369,9532,24785,24769,9516,9539,9539,9516,9516,8616,Upgrade
2,Cash & Short-Term Investments,1217504,687094,487077,780592,498411,345080,296011,459647,596398,516700,884963,799278,794377,525103,613725,508056,277725,301752,277927,319639,Upgrade
3,Cash Growth,144.28%,99.11%,64.55%,69.82%,-16.43%,-33.21%,-66.55%,-42.49%,-24.92%,-1.60%,44.20%,57.32%,186.03%,74.02%,120.82%,58.95%,9.89%,312.60%,144.34%,60.25%,Upgrade
4,Accounts Receivable,356928,1025904,422414,500197,247893,661742,257817,260060,240004,502849,332985,353463,289039,567257,271382,305032,296022,395871,325393,192402,Upgrade
5,Other Receivables,37.43,598.42,4355,1,453.45,1,1319,1,933.79,37.43,1,6.21,220.77,1,2599,1,-13087,1034,1111,1322,Upgrade
6,Receivables,356966,1026503,426768,500198,465346,661743,259136,260061,240938,502887,332986,353469,289260,567258,273982,305033,282935,396905,326505,193724,Upgrade
7,Inventory,1001948,774284,1453254,941364,999827,1241752,1285520,824985,929079,1003885,1000674,857103,940772,1008436,971824,579047,608297,898488,775198,504624,Upgrade
8,Prepaid Expenses,21324,16298,12374,22312,47669,45061,56834,20166,24432,21238,12304,14993,8163,8400,10001,9792,10167,9988,10236,6379,Upgrade
9,Other Current Assets,43498,55023,59351,77485,115797,104425,68624,95245,86151,162610,139212,193318,117550,151791,108192,31528,41883,32347,34132,43854,Upgrade
10,Total Current Assets,2641239,2559201,2438824,2321950,2127051,2398061,1966125,1660105,1876998,2207319,2370138,2218161,2150122,2260988,1977723,1433457,1221006,1639481,1423997,1068219,Upgrade
11,"Property, Plant & Equipment",855054,864243,883861,900206,941655,907727,944941,897591,861719,671383,663517,469008,450281,326996,374949,351656,314085,320924,334111,314309,Upgrade
12,Other Intangible Assets,221694,224571,224719,225985,226885,229492,230396,228913,229846,232682,69712,70213,70704,70988,71714,70493,70878,727.53,71751,72114,Upgrade
13,Long-Term Deferred Tax Assets,9451,10499,5483,4513,4714,3757,1753,5108,5340,3960,2480,4248,4454,2650,2569,5474,5687,2444,2609,2870,Upgrade
14,Other Long-Term Assets,47450,48414,49464,50515,55879,55843,57609,23374,14904,42532,21723,23846,24221,52285,96567,105135,99505,169898,103454,60602,Upgrade
15,Total Assets,3774889,3706929,3602351,3503170,3356184,3594880,3200824,2815092,2988807,3157876,3127571,2785476,2699783,2713907,2523523,1966216,1711162,2133474,1935922,1518115,Upgrade
16,Accounts Payable,118100,103272,135575,294742,106178,136316,108904,87018,82941,152913,85201,95931,97886,258042,95442,82939,50804,302684,80168,127674,Upgrade
17,Accrued Expenses,258399,227242,168163,122653,171547,141377,125005,150927,234898,127199,132971,132868,186639,88107,78239,80588,102085,84651,99247,34708,Upgrade
18,Short-Term Debt,901581,1069812,1093482,778303,824122,1151923,885928,433809,515492,798176,929533,567726,414755,806852,854004,507229,442464,711271,740785,365533,Upgrade
19,Current Income Taxes Payable,1609,2124,1160,-72.02,557.28,812.88,64.36,1826,3259,6100,204.55,2611,10,1136,-,1034,13182,5639,2306,643.49,Upgrade
20,Other Current Liabilities,17551,14288,8470,5799,9318,9380,15376,8658,25963,27930,13837,8365,13805,5037,4774,804.45,11114,1363,55819,280.52,Upgrade
21,Total Current Liabilities,1297240,1416738,1406849,1201425,1111722,1439808,1135277,682239,862554,1112317,1161746,807500,713095,1159173,1032459,672594,619648,1105607,978323,528839,Upgrade
22,Other Long-Term Liabilities,11746,11498,11615,10397,10322,9779,9870,10132,10191,10044,10140,9942,9933,10210,10238,10387,10366,10266,10309,10209,Upgrade
