,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,3141936,3073278,3076547,3207325,3174631,2942500,3027506,2779028,2530550,2105522,3007889,3844867,4354900,3400222,2913075,2159795,2080348,1760680,1674853,1265335,782252,Upgrade
1,Market Cap Growth,4.44%,4.44%,1.62%,15.41%,25.45%,39.75%,0.65%,-27.72%,-41.89%,-38.08%,3.25%,78.02%,109.34%,93.12%,73.93%,70.69%,165.94%,35.47%,50.72%,7.79%,-29.88%,Upgrade
2,Enterprise Value,3124216,3677079,3888858,3417949,3705745,3948317,3808355,2948805,2641763,2576000,3238547,3794953,4170079,3871189,3330292,2213714,2245087,2170198,2137710,1311229,806289,Upgrade
3,Last Close Price,48050.00,47000.00,47050.00,49050.00,46717.92,43301.89,44552.83,40896.23,35487.17,29526.79,42181.13,53918.49,59272.09,46278.51,44053.58,32661.95,31460.49,28565.51,27173.04,20528.97,12226.48,Upgrade
4,PE Ratio,10.28,10.05,11.33,11.73,11.98,12.05,13.02,12.20,9.13,7.84,10.19,13.99,18.18,14.73,14.91,10.33,12.39,8.96,8.65,6.34,3.84,Upgrade
5,PS Ratio,0.45,0.44,0.45,0.56,0.57,0.58,0.60,0.56,0.47,0.37,0.51,0.66,0.78,0.65,0.59,0.44,0.45,0.40,0.40,0.35,0.21,Upgrade
6,PB Ratio,1.45,1.25,1.35,1.47,1.39,1.32,1.41,1.35,1.19,1.00,1.48,1.97,2.21,1.72,1.89,1.46,1.62,1.63,1.65,1.34,0.80,Upgrade
7,P/TBV Ratio,1.58,1.58,1.68,1.83,1.71,1.63,1.76,1.70,1.49,1.24,1.86,2.26,2.54,1.99,2.27,1.75,1.80,1.74,1.65,1.45,0.86,Upgrade
8,P/FCF Ratio,6.15,6.02,5.62,-,46.90,-277.54,-,-,-,-604.93,-,-,-,-34.18,-,-,-,-60.89,-18.65,-,-,Upgrade
