,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2015,Q2 2015,Q1 2015,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011",+20 Quarters
0,Market Capitalization,1788874,1821103,1298643,120055,100046,107827,77813,76702,83371,46688,42241,44465,52246,37795,42241,62251,55581,53358,72261,70891,101504,Upgrade
1,Market Cap Growth,1783.04%,1588.91%,1568.92%,56.52%,20.00%,130.95%,84.21%,72.50%,59.57%,23.53%,0%,-28.57%,-6.00%,-29.17%,-41.54%,-12.19%,-45.24%,-52.35%,-34.04%,-46.67%,-21.25%,Upgrade
2,Enterprise Value,2481066,2003217,1480758,197434,116868,155784,119147,137808,170188,137538,102015,105289,127394,130599,143538,163547,85572,83348,112912,98998,139412,Upgrade
3,Last Close Price,16650.00,16950.00,11867.86,1495.91,1246.59,1343.55,969.57,955.72,1038.83,581.74,526.34,554.04,651.00,470.93,526.34,775.66,692.55,664.85,900.32,883.25,1264.66,Upgrade
4,PE Ratio,14.32,25.57,32.10,5.20,4.12,8.36,7.12,10.57,56.12,18.68,23.81,-,-4.28,-1.68,-,-,-,-,-,18.13,12.04,Upgrade
5,PS Ratio,0.32,0.48,0.57,0.08,0.07,0.09,0.07,0.08,0.10,0.07,0.07,0.08,0.09,0.06,0.06,0.08,0.06,0.06,0.07,0.07,0.09,Upgrade
6,PB Ratio,1.49,1.22,-,0.99,0.85,1.02,0.85,0.84,0.96,0.54,0.49,0.52,0.60,0.45,0.49,-,0.55,0.49,0.63,0.58,0.83,Upgrade
7,P/TBV Ratio,1.59,1.59,-,1.13,0.97,1.19,1.03,1.01,1.17,0.67,0.61,0.65,0.76,0.57,0.63,-,0.68,0.60,0.76,0.70,1.01,Upgrade
8,P/FCF Ratio,-,-,-,-,-,2.50,-,27.53,-5.71,-,-,-,1.49,-1.48,-,-1.57,-,-,-,-,-9.70,Upgrade
