,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Oct '22 Oct 1, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Oct '21 Oct 1, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Oct '20 Oct 1, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,602072,472894,369599,1685518,596863,713057,325498,647453,330135,343742,354993,1018388,492797,505654,714861,490524,574767,390477,379876,431716,Upgrade
1,Short-Term Investments,33496,32910,-,25882,174360,28623,26630,26465,44674,18265,43298,13835,66933,67002,49636,6093,42822,1400,43386,76899,Upgrade
2,Cash & Short-Term Investments,635568,505804,369599,1711400,771223,741680,352128,673918,374809,362007,398291,1032222,559730,572657,764497,496617,617589,391877,423262,508615,Upgrade
3,Cash Growth,-17.59%,-31.80%,4.96%,153.95%,105.76%,104.88%,-11.59%,-34.71%,-33.04%,-36.78%,-47.90%,107.85%,-9.37%,46.13%,80.62%,-2.36%,49.33%,-5.41%,-9.65%,19.79%,Upgrade
4,Accounts Receivable,2271827,2045486,2336280,1981368,1841008,2116832,1565882,1376377,1171955,1581523,1490614,2148611,4306814,2894280,2692636,2405225,1752439,1207803,1000643,1028770,Upgrade
5,Other Receivables,139199,159149,196934,200349,153646,154338,166532,154384,156529,40214,22074,48007,24479,32333,41807,31835,41881,43870,56803,54546,Upgrade
6,Receivables,2411027,2204635,2533214,2181717,1994654,2271171,1732414,1530761,1328484,1621737,1512688,2196619,4331293,2926613,2748890,2437060,1794320,1251672,1057446,1083316,Upgrade
7,Inventory,9712417,10157761,11919894,8025346,7628606,6248834,7006992,5980547,7395309,12344557,11627044,10212318,12349096,11646465,9065354,4775427,5523844,4597878,5009204,4270808,Upgrade
8,Prepaid Expenses,154843,147977,125945,119123,135386,131761,149473,143881,139831,165926,152200,138929,136435,147565,142841,133722,141637,133386,126205,110823,Upgrade
9,Other Current Assets,1260500,1205420,1355714,919431,744971,731994,1133594,707634,596560,1160725,903958,1534133,1278607,1892626,1075421,1034784,944925,1017523,1038985,1125326,Upgrade
10,Total Current Assets,14174355,14221597,16304366,12957016,11274840,10125440,10374601,9036741,9834993,15654951,14594182,15114221,18655160,17185925,13797003,8877610,9022315,7392336,7655102,7098888,Upgrade
11,"Property, Plant & Equipment",4578177,4679419,4869462,5112234,5363094,5630790,5865141,6114102,6358152,6548933,6742797,6934451,7103139,7228643,7488909,7727058,7950536,8206873,8479758,8757288,Upgrade
12,Long-Term Investments,1000,1000,1000,1000,1000,1000,1000,1000,17000,17000,17000,17000,17000,21472,21472,21472,26472,22000,22000,22000,Upgrade
13,Other Intangible Assets,196162,185959,187444,189006,186939,190337,205096,200563,204211,207955,212003,215588,219252,213121,214187,217142,220162,223174,223007,225768,Upgrade
14,Long-Term Deferred Tax Assets,139945,141078,133361,102386,92833,128011,103469,138937,144127,190094,188909,203672,179815,114380,109197,82266,79237,84164,72900,49595,Upgrade
