,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,429,385,337,742,626,819,982,1108,963,1618,1320,1329,1320,1583,1207,1256,1402,1257,1154,1241,1259,Upgrade
1,Market Cap Growth,-52.94%,-52.94%,-65.69%,-33.04%,-35.00%,-49.40%,-25.55%,-16.67%,-27.01%,2.25%,9.35%,5.84%,-5.87%,25.91%,4.57%,1.17%,11.37%,5.49%,-29.08%,-31.94%,-19.92%,Upgrade
2,Enterprise Value,554,442,393,678,562,1032,1195,1090,946,1604,1305,1342,1332,1472,1096,1314,1460,1276,1174,1216,1234,Upgrade
3,Last Close Price,0.44,0.40,0.35,0.77,0.65,0.85,1.01,1.14,0.99,1.66,1.36,1.37,1.36,1.62,1.24,1.29,1.44,1.29,1.18,1.27,1.29,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,4.29,12.97,567.00,25.13,-,11.65,10.20,22.31,41.63,-66.24,-,-,-,-,Upgrade
5,PS Ratio,6.83,6.21,3.45,3.50,0.81,0.61,0.61,0.60,0.69,1.73,1.55,2.13,2.15,1.58,1.51,1.92,2.49,20.29,19.99,20.96,20.41,Upgrade
6,PB Ratio,1.09,1.01,0.88,1.51,-,1.25,1.19,1.34,-,2.99,2.83,2.85,-,3.42,2.36,2.45,-,4.58,3.68,3.96,-,Upgrade
7,P/TBV Ratio,1.66,1.66,1.45,2.49,-,2.17,2.31,2.60,-,6.81,6.81,6.86,-,9.28,8.77,9.12,-,26.48,14.68,15.80,-,Upgrade
8,EV/Sales Ratio,8.93,7.11,4.03,3.20,0.72,0.77,0.75,0.59,0.68,1.71,1.53,2.15,2.17,1.47,1.37,2.00,2.59,20.60,20.33,20.54,20.01,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,1.56,1.21,1.49,4.69,3.94,5.79,5.68,3.52,3.93,6.21,8.87,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,1.68,1.29,1.63,5.47,4.62,7.08,6.70,3.81,4.25,6.77,9.65,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.44,0.44,0.44,0.20,-,0.10,0.10,0.10,-,0.14,0.14,0.14,-,0.13,0.21,0.21,-,0.37,0.13,0.13,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,1.38,0.07,-,0.14,0.12,0.71,-,0.12,0.57,1.01,-,-,-,-,-,Upgrade
13,Asset Turnover,0.10,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,7.38,12.16,9.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.30,0.30,0.30,0.68,-,1.91,-,1.54,-,1.52,-,1.09,-,1.17,-,1.54,-,2.16,-,1.12,-,Upgrade
16,Current Ratio,0.74,0.74,0.74,1.64,-,2.14,-,1.61,-,1.66,-,1.22,-,1.26,-,1.64,-,3.05,-,1.61,-,Upgrade
17,Return on Equity (ROE),-65.94%,-57.67%,-40.44%,-,-10.75%,-3.77%,-,-,79.32%,91.51%,-,-,67.13%,21.28%,-,-,-28.69%,-31.54%,-,-,Upgrade,
18,Return on Assets (ROA),-19.17%,-18.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-22.05%,-21.22%,-18.21%,-,-7.43%,0.24%,-,-,52.03%,61.73%,-,-,47.67%,15.75%,-,-,-13.77%,-17.27%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,91.44%,-,48.82%,-,39.54%,-,76.89%,-,30.74%,-,-,-,-,-,Upgrade
21,Earnings Yield,-33.75%,-37.60%,-35.60%,-12.87%,5.21%,19.47%,21.15%,23.30%,7.71%,0.18%,3.98%,1.46%,8.58%,9.81%,4.48%,2.40%,-1.51%,-8.35%,-9.21%,-7.96%,-6.06%,Upgrade
22,FCF Yield,-97.63%,-66.79%,-38.17%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
