,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,478.74,448.76,468.2,545.77,371.12,496.38,369.48,475.66,359.68,484.27,549.94,582.15,538.47,534.37,240.12,261.54,-,-,-
1,Trading Asset Securities,5.63,-,5.82,-,146.89,5.84,136.23,20.04,135.29,25.02,4.61,10,51.85,69.59,16.59,-,-,-,-
2,Cash & Short-Term Investments,484.37,448.76,474.02,545.77,518.01,502.22,505.71,495.69,494.96,509.29,554.55,592.15,590.32,603.96,256.71,261.54,-,-,185.58
3,Cash Growth,-6.49%,-10.64%,-6.27%,10.10%,4.66%,-1.39%,-8.81%,-16.29%,-16.15%,-15.68%,116.03%,126.41%,-,-,38.32%,-,-,-,-
4,Accounts Receivable,88.54,97.14,75.8,63.58,80.12,72.68,55.85,48.2,63.19,61.81,49.1,42.08,61.31,45.7,41.59,36.11,-,-,-
5,Other Receivables,33.26,33.11,51.39,52.29,50.72,47.72,48.35,43.59,16.15,5.98,3.05,5.59,4.01,6.37,2.1,2.06,-,-,-
6,Receivables,121.8,130.26,127.19,115.87,130.84,120.4,104.2,91.79,79.33,67.8,52.15,47.66,65.32,52.07,43.69,38.17,-,-,-
7,Inventory,190.07,181.23,183.2,173.75,175.66,171.82,173.1,166.69,154.78,144.17,131.92,118.09,106.4,101.48,94.24,82.88,-,-,-
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,0.03,-,-,-,0.03,-,0.03,-,-,-
9,Other Current Assets,10.68,7.88,8.98,9.18,11.78,9.24,9.2,12.39,7.56,5.68,8.36,8.6,10.06,7.15,12.37,10.36,-,-,-
10,Total Current Assets,806.92,768.13,793.39,844.57,836.29,803.67,792.21,766.57,736.64,726.96,746.99,766.51,772.1,764.69,407.01,392.97,-,-,-
11,"Property, Plant & Equipment",512.9,508.07,494.36,446.01,457.6,437.24,434.31,429.89,390.04,364.69,333.27,303.85,254.29,201.93,195.7,194.05,-,-,-
12,Long-Term Investments,20,20,20,20,20,20,20,20,20,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,133.48,134.24,102.35,102.94,103.53,104.13,104.68,105.28,105.9,106.46,107.03,107.63,108.25,108.85,109.47,110.07,-,-,-
14,Long-Term Deferred Tax Assets,6.25,6.34,4.92,4.24,2.94,2.79,2.33,1.96,2.04,1.9,1.61,1.42,1.56,1.51,1.08,1.1,-,-,-
15,Long-Term Deferred Charges,6.59,7.37,8.61,7.85,8.79,9.64,10.75,10.93,10.4,10.56,9.87,8.71,7.2,7.14,4.69,5.12,-,-,-
16,Other Long-Term Assets,21.56,19.39,33.51,55.75,20.57,24.6,23.11,21.59,32.17,41.36,28.82,21.06,21.89,43.65,14.2,5.91,-,-,-
17,Total Assets,1508,1464,1457,1481,1450,1402,1387,1356,1297,1252,1228,1209,1165,1128,732.15,709.23,-,-,-
18,Accounts Payable,37.1,33.92,30.5,37.32,50.2,48.97,39.84,45.74,29.39,31.2,27.42,32.49,29.38,28.61,23.44,30.08,-,-,-
19,Accrued Expenses,17.01,17.33,14.04,18.79,15.09,15.05,11.34,14.73,13.32,12.33,9.18,13.75,8.86,9.2,6.57,10.55,-,-,-
20,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,4.68,-,-,-,-,-
21,Current Portion of Leases,4.31,4.75,4.67,2.85,3.23,3.2,-,-,0.57,1.09,1.57,2.09,-,-,-,-,-,-,-
22,Current Income Taxes Payable,4.91,5.84,3.94,3.93,7.67,8,5.34,3.81,6.11,7.17,5.24,5.56,7.18,5.2,4.93,4.79,-,-,-
23,Current Unearned Revenue,17.02,13.29,15.15,13.97,14.62,11.77,18.04,14.92,10.52,10.67,14.17,12.1,9.89,12.08,13.85,11.86,-,-,-
24,Other Current Liabilities,35.72,6.1,6.83,5.42,5.29,7.61,8.94,4.62,3.89,4.66,3.32,3.4,3.53,3.87,3.58,3.08,-,-,-
25,Total Current Liabilities,116.07,81.23,75.14,82.28,96.08,94.61,83.5,83.83,63.8,67.12,60.9,69.38,58.83,63.65,52.38,60.36,-,-,-
26,Long-Term Leases,6.01,6.67,7.8,2.87,3.63,4.32,4.63,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,4.72,5.59,0.58,0.61,0.64,0.66,0.59,0.61,0.26,0.23,0.21,0.22,0.24,0.25,0.26,0.28,-,-,-
28,Long-Term Deferred Tax Liabilities,4.24,4.62,3.56,3.71,1.12,0.95,0.99,0.96,-,-,-,-,-,-,-,-,-,-,-
29,Total Liabilities,131.05,98.12,87.08,89.48,101.47,100.54,89.71,85.39,64.05,67.35,61.11,69.61,59.07,63.9,52.64,60.64,-,-,-
30,Common Stock,308.13,308.13,308.13,308.13,308.13,308.13,237.02,237.02,237.02,237.02,131.68,131.68,131.68,131.68,98.76,98.76,-,-,-
31,Additional Paid-In Capital,477.59,477.59,477.59,477.59,477.59,477.59,548.7,548.7,548.7,548.7,654.05,654.05,654.05,654.05,336.15,336.15,-,-,-
32,Retained Earnings,650.6,639.02,643.74,607.12,561.75,514.94,511.76,484.74,446.87,398.95,381.36,354.42,320.93,278.61,244.98,214.1,-,-,-
33,Treasury Stock,-60,-60,-60,-1.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,0.33,0.66,0.6,0.57,0.79,0.87,0.2,0.36,0.53,-0.08,-0.6,-0.56,-0.44,-0.47,-0.37,-0.41,-,-,-
35,Shareholders' Equity,1377,1365,1370,1392,1348,1302,1298,1271,1233,1185,1166,1140,1106,1064,679.51,648.6,-,-,555.72
36,Total Liabilities & Equity,1508,1464,1457,1481,1450,1402,1387,1356,1297,1252,1228,1209,1165,1128,732.15,709.23,-,-,-
37,Total Debt,10.32,11.42,12.47,5.72,6.85,7.52,4.63,-,0.57,1.09,1.57,2.09,-,4.68,-,-,-,-,-
38,Net Cash (Debt),474.05,437.34,461.55,540.05,511.16,494.69,501.08,495.69,494.39,508.2,552.98,590.06,590.32,599.28,256.71,261.54,-,-,185.58
39,Net Cash Growth,-7.26%,-11.59%,-7.89%,8.95%,3.39%,-2.66%,-9.39%,-15.99%,-16.25%,-15.20%,115.42%,125.61%,-,-,38.32%,-,-,-,-
40,Net Cash Per Share,1.59,1.41,1.51,1.79,1.63,1.84,1.48,1.70,1.54,1.69,1.75,1.94,1.92,2.30,1.10,1.12,-,-,0.81
41,Filing Date Shares Outstanding,302.1,302.1,302.1,302.1,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,231.1,229.44,236.07,227.94
42,Total Common Shares Outstanding,302.1,302.1,302.1,307.99,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,308.13,231.1,231.1,229.44,236.07,227.94
43,Working Capital,690.85,686.89,718.25,762.29,740.21,709.06,708.71,682.74,672.84,659.85,686.09,697.13,713.26,701.04,354.63,332.61,-,-,-
44,Book Value Per Share,4.56,4.52,4.54,4.52,4.38,4.22,4.21,4.12,4.00,3.84,3.79,3.70,3.59,3.45,2.94,2.81,-,-,2.40
45,Tangible Book Value,1243,1231,1268,1289,1245,1197,1193,1166,1127,1078,1059,1032,997.97,955.01,570.04,538.52,-,-,498.48
46,Tangible Book Value Per Share,4.12,4.08,4.20,4.19,4.04,3.89,3.87,3.78,3.66,3.50,3.44,3.35,3.24,3.10,2.47,2.33,-,-,2.16
47,Buildings,-,172.42,-,172.42,-,172.89,-,172.89,-,108.17,-,71.55,-,70.97,-,70.17,-,-,-
48,Machinery,-,456.9,-,445.11,-,387.17,-,325.84,-,294.79,-,243.52,-,219.51,-,207.75,-,-,-
49,Construction In Progress,-,77.63,-,10.74,-,41.94,-,85.45,-,99.66,-,112.8,-,27.2,-,20.95,-,-,-
