,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,101200,43889,61452,114332,87842,51968,38331,47464,104810,94679,92153,85377,64905,68401,50938,107527,117786,53603,58602,98367,Upgrade
1,Short-Term Investments,420285,545281,550000,475230,495272,480268,410260,405240,390271,360271,255271,225243,195274,225284,205272,125242,140273,220271,240300,260299,Upgrade
2,Cash & Short-Term Investments,521484,589170,611452,589561,583114,532236,448592,452704,495081,454950,347425,310620,260179,293685,256209,232770,258059,273874,298902,358667,Upgrade
3,Cash Growth,-10.57%,10.70%,36.30%,30.23%,17.78%,16.99%,29.12%,45.74%,90.28%,54.91%,35.60%,33.45%,0.82%,7.23%,-14.28%,-35.10%,-15.81%,-14.52%,0.01%,-3.02%,Upgrade
4,Accounts Receivable,706890,734800,710195,686787,689697,683488,721186,714272,734794,737004,713517,739994,744346,738355,722689,733918,689747,674293,651537,695879,Upgrade
5,Other Receivables,18611,11372,10603,20873,32449,22421,24568,12996,15635,8437,14802,8957,21215,8027,16151,7337,19377,12544,33642,13259,Upgrade
6,Receivables,725501,746172,720798,707660,722146,705910,745755,727268,750429,745441,728319,748951,765560,746381,738841,741255,709123,686837,685179,709139,Upgrade
7,Inventory,389483,426631,367147,358681,345956,357828,385523,402744,337739,336732,326777,348512,398714,293595,240328,248898,311861,344776,272685,219139,Upgrade
8,Prepaid Expenses,4357,4354,4587,4728,5838,6177,5799,4397,3858,3987,4132,2784,3368,4699,4992,3389,4832,5004,5026,3840,Upgrade
9,Other Current Assets,20096,17912,11662,10833,4196,3858,5496,11495,5748,6660,5687,10888,5585,12926,4805,14850,3669,9983,14638,7757,Upgrade
10,Total Current Assets,1660922,1784239,1715646,1671464,1661251,1606008,1591164,1598608,1592855,1547770,1412340,1421755,1433406,1351286,1245175,1241163,1287544,1320474,1276430,1298542,Upgrade
11,"Property, Plant & Equipment",99570,109291,109040,112391,112545,116908,120659,124301,125481,128707,132692,134635,140955,146417,151133,153962,159025,166137,168584,167055,Upgrade
12,Long-Term Investments,18352,17908,17908,17908,17601,17601,67601,67601,17601,17601,17601,17601,17457,17457,17457,17457,17457,17457,12844,12844,Upgrade
13,Other Intangible Assets,53933,44968,45332,45696,46002,46445,46125,46530,45481,45815,46148,45607,45896,46186,46476,46766,47068,47398,47737,48076,Upgrade
14,Other Long-Term Assets,2016,2138,2023,1707,1904,1683,1637,937.11,944.54,1090,1631,2253,2812,3089,3785,4635,6244,4597,5359,6536,Upgrade
