,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2361468,2361468,2153103,2187830,1996829,2288540,2073230,1475917,1427299,1581836,1753737,1989884,1823192,2083648,1788464,1896120,2059339,2083648,1725955,1462026,2500377,Upgrade
1,Market Cap Growth,3.19%,3.19%,3.85%,48.24%,39.90%,44.68%,18.22%,-25.83%,-21.71%,-24.08%,-1.94%,4.95%,-11.47%,0%,3.62%,29.69%,-17.64%,-15.49%,-30.97%,-42.33%,-4.64%,Upgrade
2,Enterprise Value,1839983,1772298,1541650,1598269,1413715,1756304,1624638,973213,932218,1126886,1406312,1679264,1563013,1789963,1532255,1663350,1801280,1809773,1427053,1103360,2193860,Upgrade
3,Last Close Price,68000.00,68000.00,59785.71,60750.00,55446.43,63546.43,55500.05,39510.08,38208.57,42345.51,44672.70,50688.03,46441.91,50901.21,43690.20,46320.10,50307.36,48855.34,40468.51,34280.16,58626.41,Upgrade
4,PE Ratio,15.74,15.11,12.81,12.28,12.32,13.22,11.67,8.41,8.39,9.97,11.83,14.32,12.72,15.49,14.57,12.35,12.74,11.51,8.11,7.24,11.94,Upgrade
5,Forward PE,-,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,9.47,Upgrade
6,PS Ratio,1.31,1.31,1.20,1.26,1.16,1.36,1.26,0.90,0.90,0.98,1.09,1.27,1.22,1.40,1.25,1.31,1.42,1.46,1.17,1.01,1.70,Upgrade
7,PB Ratio,1.54,1.54,1.43,1.40,1.31,1.56,1.46,0.99,0.98,1.14,1.31,1.42,1.33,1.59,1.41,1.42,1.57,1.64,1.39,1.13,2.00,Upgrade
8,P/TBV Ratio,1.59,1.59,1.48,1.44,1.35,1.62,1.51,1.02,1.01,1.18,1.36,1.47,1.38,1.65,1.46,1.47,1.62,1.70,1.44,1.17,2.08,Upgrade
9,P/FCF Ratio,-,-,-,13.88,14.10,14.63,14.05,-,5.42,5.11,7.51,11.96,11.66,-,20.08,74.44,-34.86,-,-,-,32.96,Upgrade
10,P/OCF Ratio,-,-,-,13.34,13.41,13.97,13.28,-,5.22,5.00,7.31,11.51,11.22,-,18.56,54.09,-45.95,-,-,-,22.51,Upgrade
11,PEG Ratio,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,Upgrade
12,EV/Sales Ratio,1.02,0.99,0.86,0.92,0.82,1.04,0.99,0.59,0.59,0.70,0.88,1.07,1.04,1.21,1.07,1.15,1.24,1.27,0.97,0.76,1.49,Upgrade
13,EV/EBITDA Ratio,8.75,8.43,6.78,7.46,6.99,7.74,6.77,3.90,3.67,4.81,6.28,7.69,7.42,9.02,8.39,8.03,7.87,7.16,4.92,3.86,7.42,Upgrade
14,EV/EBIT Ratio,9.53,9.18,7.35,8.15,7.71,8.45,7.36,4.23,3.98,5.27,6.96,8.60,8.39,10.28,9.69,9.15,8.87,8.01,5.43,4.28,8.22,Upgrade
15,EV/FCF Ratio,-77.71,-,-,10.14,9.98,11.23,11.01,-,3.54,3.64,6.02,10.10,10.00,-,17.20,65.30,-30.49,-,-,-,28.92,Upgrade
16,Asset Turnover,0.94,0.96,0.90,1.02,0.98,0.88,0.89,0.96,0.91,0.95,0.89,1.12,0.97,0.96,0.79,1.19,0.86,1.01,0.76,1.14,Upgrade,
17,Inventory Turnover,3.84,3.68,3.58,3.55,4.10,4.01,3.30,3.31,3.27,3.44,3.36,3.18,3.54,3.39,3.89,3.48,4.52,2.99,3.32,3.17,5.47,Upgrade
18,Quick Ratio,4.18,4.18,2.93,4.06,3.95,3.47,3.34,3.57,3.12,3.16,2.99,5.05,4.14,3.12,3.57,8.00,6.60,3.94,3.09,4.58,3.82,Upgrade
19,Current Ratio,5.56,5.56,3.92,5.23,5.09,4.41,4.34,4.76,4.23,4.05,3.85,6.63,5.56,4.36,4.64,10.01,8.41,5.25,4.25,5.94,4.64,Upgrade
20,Return on Equity (ROE),8.63%,13.60%,10.63%,15.56%,12.39%,13.11%,8.95%,19.94%,14.41%,14.19%,9.09%,16.22%,12.02%,12.99%,7.16%,13.75%,8.60%,20.61%,13.39%,21.69%,Upgrade,
21,Return on Assets (ROA),3.65%,7.89%,5.88%,8.22%,6.10%,6.51%,4.28%,11.74%,8.11%,8.40%,5.58%,9.85%,7.09%,8.17%,4.64%,8.72%,4.78%,11.93%,7.99%,12.76%,Upgrade,
22,Return on Capital (ROIC),4.56%,9.91%,7.13%,10.17%,7.69%,8.09%,5.32%,14.92%,10.48%,10.28%,6.52%,12.00%,8.79%,9.48%,5.12%,10.05%,5.84%,14.41%,9.55%,15.35%,Upgrade,
23,Return on Capital Employed (ROCE),12.57%,12.57%,13.95%,12.55%,12.06%,14.20%,15.56%,15.40%,16.06%,15.39%,15.08%,13.97%,13.64%,13.27%,12.41%,13.57%,15.43%,17.77%,21.11%,19.90%,21.30%,Upgrade
24,Earnings Yield,6.35%,7.78%,9.09%,8.74%,9.18%,8.58%,9.69%,13.67%,14.02%,11.59%,9.87%,8.39%,8.74%,7.17%,7.70%,8.47%,8.72%,9.66%,13.49%,15.41%,9.30%,Upgrade
