,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,121,192,228,222,239,262,245,306,241,180,235
1,Market Cap Growth,-13.51%,-13.51%,-4.52%,-15.14%,-2.45%,-14.51%,1.49%,70.00%,2.55%,-18.92%,-18.33%
2,Enterprise Value,151,232,266,247,227,253,277,333,268,218,254
3,Last Close Price,0.10,0.16,0.19,0.18,0.20,0.22,0.20,0.26,0.20,0.15,0.20
4,PE Ratio,67.02,106.14,94.14,-501.13,-,94.37,82.81,32.21,369.94,-,-
5,PS Ratio,0.62,0.98,1.14,0.74,0.73,0.65,0.48,0.51,0.54,0.80,1.10
6,PB Ratio,1.37,2.18,2.59,2.57,2.79,3.01,3.03,3.83,3.10,2.55,3.05
7,P/TBV Ratio,2.18,2.18,2.59,2.57,2.79,3.01,3.03,3.83,3.10,2.55,3.05
8,P/FCF Ratio,8.53,13.51,-25.64,-,68.29,7.38,7.86,-,17.35,-27.49,-
9,P/OCF Ratio,11.54,11.54,-53.42,-,20.48,5.92,5.94,25.72,8.39,27.14,-
10,EV/Sales Ratio,0.77,1.19,1.34,0.82,0.70,0.63,0.54,0.56,0.60,0.97,1.19
11,EV/EBITDA Ratio,-,-,-,-,-,-,31.88,18.87,39.68,-,-
12,EV/EBIT Ratio,-,-,-,-,-,-,-,46.10,-117.86,-,-
13,EV/FCF Ratio,10.60,16.36,-29.95,-,65.02,7.14,8.88,-,19.28,-33.35,-
14,Debt / Equity Ratio,0.42,0.42,0.50,0.50,0.50,0.02,0.53,0.56,0.46,0.61,0.59
15,Debt / FCF Ratio,2.63,2.63,-4.98,-,12.14,0.06,1.38,-,2.58,-6.52,-
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,8.48%,-2.75%,-,-
17,Earnings Yield,1.49%,0.94%,1.06%,-0.20%,0.34%,1.06%,1.21%,3.10%,0.27%,-12.44%,-10.95%
18,FCF Yield,11.72%,7.40%,-3.90%,-3.94%,1.46%,13.56%,12.72%,-0.37%,5.76%,-3.64%,-10.31%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.16%,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-0.16%,
