,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,14397,11162,31621,87871,16654,9047,118789,64795,80680,15839,87821,67375,40866,4803,9955,7756,12018,2691,2926,4461,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,682.26,-,Upgrade
2,Accounts Receivable,71541,53443,27362,81569,171732,117144,81682,132394,156062,117224,59932,53956,92396,50144,30079,59727,78514,68864,19209,21177,Upgrade
3,Other Receivables,1108,2265,2419,1553,1237,1009,1345,2148,1337,711.8,1133,1183,715.78,2221,1173,2219,3595,2209,892.4,2341,Upgrade
4,Inventory,1450,2366,1737,1600,1756,3235,2716,2156,2282,2422,2174,1847,1946,1747,2539,2731,2853,3713,2587,2118,Upgrade
5,Prepaid Expenses,553.8,1011,1255,560.17,1009,1689,2141,181.67,18.66,121.24,102.15,1045,2435,6588,4517,871.67,1624,2436,4054,4176,Upgrade
6,Other Current Assets,1265,6419,5363,4217,4440,8096,6827,3573,2718,6565,8470,4059,4182,5892,3953,9916,8129,26164,24978,27181,Upgrade
7,Total Current Assets,90315,76667,69757,177370,196829,140221,213501,205247,243097,142883,159632,129464,142541,71395,52217,83221,106733,106078,55329,61454,Upgrade
8,"Property, Plant & Equipment",976434,995875,1003009,1008360,1016605,1037203,1046309,1053216,1066466,1098498,1114615,1127882,1141130,1165945,1179947,1179326,1186027,1184266,1192926,1170491,Upgrade
9,Other Intangible Assets,5488,5516,5543,5570,5597,5624,5652,5628,5653,5175,5175,5175,5175,5175,5175,5175,5175,5175,5175,5175,Upgrade
10,Other Long-Term Assets,25513,14730,14211,13806,14025,8788,9782,10775,11013,7896,6342,7159,6834,8821,11780,15499,19413,21458,25111,19928,Upgrade
11,Total Assets,1097751,1092788,1092520,1205107,1233056,1191836,1275243,1274866,1326229,1254452,1285765,1269680,1295680,1251336,1249119,1283220,1317348,1316976,1278542,1257049,Upgrade
12,Accounts Payable,758.51,700.28,1646,831.98,3128,720.81,1218,903.24,1499,984.25,3051,1196,2103,1302,1298,3263,2280,1505,3340,377.7,Upgrade
13,Accrued Expenses,17098,15156,13279,6490,30488,18698,17874,18028,36280,21607,19501,13357,28820,14224,11597,25069,38393,24933,13159,9434,Upgrade
14,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,14067,-,-,625.96,7897,12571,8003,2703,Upgrade
15,Current Portion of Long-Term Debt,39225,52323,71723,69112,78359,86858,84738,76407,86431,88771,69798,91471,92321,94901,89861,94897,94927,87975,85612,82537,Upgrade
16,Current Income Taxes Payable,6015,2738,2452,3587,7769,4081,2816,6220,5637,2957,3347,2372,2902,818.5,1064,1994,3789,1707,424.18,-,Upgrade
17,Other Current Liabilities,14077,13770,17506,12216,13279,12456,119552,11029,71382,15729,10148,11111,36472,10531,10690,12716,39509,10855,9353,9496,Upgrade
18,Total Current Liabilities,77174,84687,106606,92238,133024,122813,226198,112587,201229,130048,105844,119508,176684,121777,114510,138565,186795,139545,119891,104548,Upgrade
19,Long-Term Debt,41952,74161,76467,79053,93149,131597,148092,160972,175211,218357,237306,249885,263574,277446,297769,311723,326286,361528,375106,366319,Upgrade
20,Total Liabilities,119126,158847,183073,171291,226172,254410,374290,273560,376440,348405,343150,369393,440258,399223,412278,450288,513081,501073,494996,470867,Upgrade
21,Common Stock,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,Upgrade
22,Additional Paid-In Capital,2076,2076,2076,2076,2076,2076,2076,2076,2076,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Retained Earnings,371666,326981,302488,426856,399925,330467,293994,394347,342830,303570,340138,297810,252945,249637,234364,230455,201790,213427,181069,183705,Upgrade
24,Treasury Stock,-,-,-,-,-,-,-,-,-,-2406,-2406,-2406,-2406,-2406,-2406,-2406,-2406,-2406,-2406,-2406,Upgrade
25,Shareholders' Equity,978625,933940,909447,1033815,1006884,937426,900953,1001306,949789,906047,942615,900287,855422,852114,836841,832932,804267,815903,783546,786182,Upgrade
26,Total Liabilities & Equity,1097751,1092788,1092520,1205107,1233056,1191836,1275243,1274866,1326229,1254452,1285765,1269680,1295680,1251336,1249119,1283220,1317348,1316976,1278542,1257049,Upgrade
27,Total Debt,81177,126483,148189,148166,171508,218455,232830,237379,261642,307128,307104,341357,369962,372347,387630,407246,429110,462073,468720,451559,Upgrade
28,Net Cash (Debt),-66780,-115321,-116568,-60295,-154854,-209407,-114041,-172584,-180962,-291289,-219282,-273982,-329096,-367543,-377675,-399490,-417092,-459382,-465112,-447098,Upgrade
29,Net Cash Per Share,-1104.02,-1906.50,-1927.12,-996.80,-2560.06,-3470.20,-1889.83,-2862.08,-2998.82,-4831.86,-3635.06,-4544.76,-5458.72,-6096.74,-6264.64,-6626.67,-6918.66,-7620.14,-7714.80,-7416.38,Upgrade
30,Filing Date Shares Outstanding,60.49,60.49,60.49,60.49,60.49,60.49,60.49,60.49,60.49,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,Upgrade
31,Total Common Shares Outstanding,60.49,60.49,60.49,60.49,60.49,60.49,60.49,60.49,60.49,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,Upgrade
32,Working Capital,13141,-8020,-36849,85132,63805,17408,-12697,92659,41868,12835,53788,9956,-34143,-50382,-62293,-55345,-80062,-33467,-64562,-43094,Upgrade
33,Book Value Per Share,16178.76,15440.03,15035.10,17091.17,16645.94,15497.66,14894.67,16553.73,15702.05,15029.35,15635.93,14933.80,14189.59,14134.71,13881.37,13816.53,13341.04,13534.07,12997.32,13041.05,Upgrade
34,Tangible Book Value,973137,928425,903904,1028245,1001287,931802,895301,995678,944137,900872,937439,895112,850247,846938,831666,827757,799092,810728,778370,781006,Upgrade
35,Tangible Book Value Per Share,16088.02,15348.84,14943.47,16999.08,16553.41,15404.67,14801.23,16460.69,15608.59,14943.50,15550.08,14847.96,14103.74,14048.87,13795.53,13730.69,13255.20,13448.22,12911.47,12955.20,Upgrade
36,Buildings,1221874,1222028,1216155,1216155,1216155,1216155,1216155,1216155,1216155,1216155,1216155,1216155,1216155,1216155,1216155,1213381,1213202,1184056,1184056,1184056,Upgrade
37,Machinery,472916,472832,471292,471234,471234,471824,471478,474748,474712,473503,472722,473136,473103,473034,473034,468625,467651,416868,416868,416868,Upgrade
38,Construction In Progress,77.43,4724,9233,8826,7382,5824,3691,3475,3475,9355,9355,9228,8868,9476,14017,12900,8721,63648,58298,29978,Upgrade
