,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,131,185,237,336,146,195,198,185,178,237,316,Upgrade
1,Market Cap Growth,-44.85%,-44.85%,62.71%,72.15%,-26.25%,5.33%,11.11%,-21.87%,-43.75%,-28.36%,-12.33%,Upgrade
2,Enterprise Value,73,82,270,205,139,132,197,151,186,251,311,Upgrade
3,Last Close Price,0.27,0.38,0.48,0.68,0.29,0.40,0.40,0.38,0.36,0.48,0.64,Upgrade
4,PE Ratio,-,-,-138.07,-,-,-140.91,-,-,16.80,-,-,Upgrade
5,PS Ratio,0.24,0.34,0.42,0.66,0.28,0.35,0.37,0.37,0.36,0.57,0.69,Upgrade
6,PB Ratio,0.48,0.64,0.76,1.10,0.48,0.58,0.59,0.54,0.50,0.75,0.98,Upgrade
7,P/TBV Ratio,0.75,0.75,0.89,1.32,0.48,0.58,0.59,0.54,0.50,0.75,0.98,Upgrade
8,P/FCF Ratio,1.23,-,6.70,-,1.73,-,5.69,-,5.69,-7.88,-,Upgrade
9,P/OCF Ratio,1.56,-,5.28,-,1.64,-,3.92,-,4.89,36.16,22.86,Upgrade
10,EV/Sales Ratio,0.13,0.15,0.48,0.40,0.26,0.24,0.37,0.30,0.37,0.61,0.68,Upgrade
11,EV/EBITDA Ratio,3.69,-,12.73,24.11,4.48,5.07,-,2.99,3.77,11.46,11.66,Upgrade
12,EV/EBIT Ratio,-,-,-63.25,-,-,-33.32,-,8.88,10.86,-46.07,-,Upgrade
13,EV/FCF Ratio,0.69,-,7.62,-,1.65,-,5.66,-,5.94,-8.34,-,Upgrade
14,Debt / Equity Ratio,0.64,0.64,0.61,0.39,0.42,0.38,0.41,0.40,0.37,0.39,0.37,Upgrade
15,Debt / FCF Ratio,1.71,-,5.35,-,1.50,-,3.90,-,4.24,-4.09,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-1.34%,-,-,-1.18%,-,4.89%,4.79%,-1.71%,-,Upgrade
17,Earnings Yield,-4.84%,-3.42%,-0.72%,-6.98%,-0.12%,-0.71%,-8.85%,6.23%,5.95%,-6.80%,-2.38%,Upgrade
18,FCF Yield,81.39%,57.51%,14.93%,7.75%,57.95%,1.79%,17.56%,2.47%,17.59%,-12.69%,-11.27%,Upgrade
