,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,6264,4313,4526,3895,6842,9732,11063,16059,17572,20552,27979,23635,19328,28474,28148,21520,13512,17302,8038,7388,-,Upgrade
1,Market Cap Growth,-55.69%,-55.69%,-59.09%,-75.75%,-61.06%,-52.65%,-60.46%,-32.05%,-9.09%,-27.82%,-0.60%,9.83%,43.04%,64.57%,250.20%,191.28%,-,-,-,-,-,Upgrade
2,Enterprise Value,5056,3105,3263,2628,4809,7699,8714,13575,14307,17288,28122,23497,19142,28276,27739,20957,12791,16473,7138,7314,-,Upgrade
3,Last Close Price,30.59,21.06,22.10,18.99,33.36,46.91,53.33,77.66,84.97,99.38,135.30,133.44,109.01,160.59,158.75,121.50,76.29,97.69,45.38,41.61,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,30.20,34.44,37.66,37.29,42.17,35.54,30.85,56.82,72.41,71.96,66.09,102.64,66.25,70.72,-,Upgrade
5,Forward PE,26.17,25.96,25.67,15.31,12.58,14.10,15.73,20.62,20.40,25.71,36.60,34.01,29.85,51.00,55.51,-,-,-,-,-,-,Upgrade
6,PS Ratio,11.64,8.01,7.13,4.82,7.04,9.08,9.37,13.27,13.50,14.17,17.52,14.13,12.17,21.28,27.43,28.56,25.29,40.57,23.77,24.39,-,Upgrade
7,PB Ratio,1.07,0.74,0.77,0.66,1.15,1.61,1.78,2.56,2.87,3.43,4.64,10.72,9.13,15.06,16.71,14.16,9.83,13.39,6.54,6.11,-,Upgrade
8,P/TBV Ratio,0.77,0.77,0.81,0.69,1.20,1.67,1.85,2.67,2.99,3.58,4.80,11.71,9.69,16.04,17.06,14.48,10.07,13.75,6.72,6.20,-,Upgrade
9,P/OCF Ratio,-,-,3624.03,-41.98,-,46.79,-,44.03,45.43,41.55,53.04,54.40,74.65,426.23,-,2385.20,-,-,706.17,-,-,Upgrade
10,EV/Sales Ratio,9.40,5.77,5.14,3.25,4.95,7.19,7.38,11.22,10.99,11.92,17.61,14.05,12.05,21.13,27.03,27.82,23.94,38.63,21.11,24.15,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,73.55,54.95,48.29,-,35.03,29.58,25.83,49.25,63.60,63.13,56.88,89.23,55.41,64.44,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,225.86,79.42,62.21,-,37.79,31.50,27.36,52.09,66.83,67.15,60.40,95.40,60.47,70.84,-,Upgrade
13,Debt / Equity Ratio,0.05,0.05,0.05,0.07,0.07,0.07,0.08,0.08,0.06,0.05,0.03,0.33,0.32,0.37,0.33,-,-,-,-,0.00,0.03,Upgrade
14,Debt / EBITDA Ratio,-,-,-,-,-,-,4.04,0.83,0.62,-,0.31,0.90,0.66,0.94,0.94,-,-,-,-,0.01,0.05,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.71,Upgrade
16,Asset Turnover,-,0.06,0.08,0.11,0.11,0.15,0.17,0.17,0.18,0.24,0.50,0.60,0.67,0.71,0.76,0.53,0.39,0.32,0.45,1.03,Upgrade,
17,Inventory Turnover,-,-,1.24,2.53,3.02,3.77,3.90,4.90,4.17,4.39,3.73,4.67,3.67,3.16,3.50,4.26,4.21,5.65,5.90,6.67,6.53,Upgrade
18,Quick Ratio,-,-,4.18,4.59,4.36,4.32,6.13,7.06,6.14,6.96,11.19,3.38,5.96,4.00,7.81,3.99,7.65,6.49,10.39,17.58,4.10,Upgrade
19,Current Ratio,-,-,5.12,5.43,4.95,4.86,6.70,7.63,6.82,7.47,11.79,3.87,6.96,4.72,9.47,4.93,8.64,6.89,10.77,18.05,4.58,Upgrade
20,Return on Equity (ROE),-43.11%,-2.89%,-3.25%,-3.62%,-7.09%,1.86%,10.68%,7.81%,3.63%,12.50%,30.57%,40.39%,37.29%,32.56%,35.04%,23.15%,17.22%,13.37%,16.95%,56.86%,Upgrade,
21,Return on Assets (ROA),-,-1.15%,-3.53%,-1.73%,-3.13%,0.41%,4.43%,4.91%,-8.76%,7.31%,14.65%,20.41%,15.84%,17.31%,21.02%,14.50%,7.59%,8.22%,11.62%,33.90%,Upgrade,
22,Return on Capital (ROIC),-24.54%,-1.25%,-3.84%,-1.90%,-3.42%,0.44%,4.75%,5.32%,-9.41%,7.87%,16.17%,22.67%,17.66%,19.39%,23.95%,16.39%,8.51%,8.82%,12.54%,39.87%,Upgrade,
23,Return on Capital Employed (ROCE),-,-,-,-,-,-,0.58%,2.55%,3.60%,-,12.00%,25.94%,25.26%,21.31%,18.23%,20.09%,15.03%,13.02%,9.52%,8.51%,28.61%,Upgrade
24,Earnings Yield,-12.38%,-17.99%,-5.64%,-4.72%,0.43%,2.08%,3.31%,2.90%,2.65%,2.68%,2.37%,2.81%,3.24%,1.76%,1.38%,1.39%,1.51%,0.97%,1.51%,1.41%,-,Upgrade
25,FCF Yield,-,-18.16%,-24.47%,-18.36%,-11.29%,-9.49%,-7.00%,-5.76%,-3.45%,-1.87%,-2.00%,-2.23%,-2.01%,-2.27%,-2.23%,-2.67%,-1.06%,-1.55%,-0.30%,-,Upgrade,
26,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,0.11%,-,-,-,0.21%,-,0.19%,-,-,-,0.27%,-,Upgrade
27,Payout Ratio,0.00%,-,-,-,-,-,94.64%,2.06%,2.28%,2.92%,2.98%,1.39%,9.42%,0.47%,30.34%,-,-,0.82%,47.98%,-,-,Upgrade
28,Buyback Yield / Dilution,1.60%,4.84%,3.17%,0.11%,0.16%,-3.00%,-8.24%,-13.55%,-17.11%,-15.50%,-8.74%,-1.29%,-0.79%,-0.45%,-1.72%,-20.22%,-34.31%,-34.45%,-35.81%,-14.38%,-3.77%,Upgrade
29,Total Shareholder Return,1.60%,4.84%,3.17%,0.11%,0.16%,-3.00%,-8.24%,-13.55%,-17.11%,-15.39%,-8.74%,-1.29%,-0.79%,-0.24%,-1.72%,-20.04%,-34.31%,-34.45%,-35.81%,-14.11%,-3.77%,Upgrade
