,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,50.05,65.67,37.84,19.2,26.57,42.55,13.27,11.51,40.1,55.19
1,Revenue Growth (YoY),32.27%,241.97%,42.40%,-54.87%,100.29%,269.78%,-66.91%,-79.15%,-29.60%,-25.35%
2,Cost of Revenue,31.91,39.34,19.98,9.3,13.95,30.33,8.9,12.49,15.53,16.03
3,Gross Profit,18.14,26.33,17.87,9.9,12.63,12.22,4.37,-0.99,24.57,39.16
4,"Selling, General & Admin",19.51,19,20.29,21.76,23.08,24.84,25,22.92,28.02,33.87
5,Other Operating Expenses,-0.01,-0.55,-4.2,-3.23,3.23,-,-,-,-,-
6,Operating Expenses,39.67,21.48,16.09,14.57,26.31,64.44,25,72.71,28.02,33.87
7,Operating Income,-21.52,4.85,1.78,-4.67,-13.68,-52.21,-20.63,-73.69,-3.45,5.29
8,Interest Expense,-0.11,-0.12,-0.13,-0.15,-0.15,-0.16,-0.14,-0.19,-0.13,-0.12
9,Interest & Investment Income,0,0.08,0.1,0.01,-,-,0.02,0.47,0.7,0.63
10,Earnings From Equity Investments,-,-,-,-0.01,-0.34,-1.22,-0.06,-1.16,0.65,-0.93
11,Currency Exchange Gain (Loss),1.81,-1.45,0.01,2.3,-0.01,-0.03,-0.15,-0.28,0.76,-0.15
12,Other Non Operating Income (Expenses),-0,-0,-,0,-,0.29,-,-0.29,-,-
13,EBT Excluding Unusual Items,-19.82,3.35,1.76,-2.52,-14.18,-53.34,-20.96,-75.14,-1.48,4.73
14,Gain (Loss) on Sale of Investments,0.03,0.04,-,0.18,-,25.87,-25.69,0.58,3.08,-0.83
15,Asset Writedown,-,-,-,-,-,-,-,-1.48,-,-
16,Other Unusual Items,-,-,-,-0.02,1.65,4.6,9.65,12.45,7.87,-
17,Pretax Income,-19.79,3.39,1.76,-2.35,-12.53,-22.87,-37,-63.59,9.47,3.9
18,Income Tax Expense,9.04,1.06,1.17,-1.97,0.9,19.81,-3.91,-8.23,2.18,1.22
19,Net Income,-28.83,2.33,0.59,-0.38,-13.43,-42.68,-33.09,-55.35,7.29,2.68
20,Net Income to Common,-28.83,2.33,0.59,-0.38,-13.43,-42.68,-33.09,-55.35,7.29,2.68
21,Net Income Growth,-,-,-,-,-,-,-,-,-9.62%,-66.35%
22,Shares Outstanding (Basic),1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
23,Shares Outstanding (Diluted),1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
24,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.20%
25,EPS (Basic),-0.02,0.00,0.00,-0.00,-0.01,-0.04,-0.03,-0.05,0.01,0.00
26,EPS (Diluted),-0.02,0.00,0.00,-0.00,-0.01,-0.04,-0.03,-0.05,0.01,0.00
27,EPS Growth,-,-,-,-,-,-,-,-,-9.62%,-66.29%
28,Free Cash Flow,5.45,-30.55,5.67,-4.6,-6.72,9.59,3.29,-32.99,-15.36,-47.42
29,Free Cash Flow Per Share,0.00,-0.03,0.00,-0.00,-0.01,0.01,0.00,-0.03,-0.01,-0.04
30,Operating Margin,-43.00%,7.38%,4.70%,-24.30%,-51.49%,-122.70%,-155.50%,-640.34%,-8.61%,9.59%
31,Profit Margin,-57.59%,3.54%,1.56%,-1.96%,-50.52%,-100.30%,-249.37%,-481.00%,18.19%,4.85%
32,Free Cash Flow Margin,10.88%,-46.52%,14.98%,-23.95%,-25.27%,22.54%,24.80%,-286.66%,-38.31%,-85.93%
33,EBITDA,-21.35,5.14,2.31,-4.05,-12.7,-51.92,-18.57,-74.11,-0.95,4.86
34,D&A For EBITDA,0.17,0.29,0.53,0.61,0.99,0.29,2.06,-0.42,2.5,-0.43
35,EBIT,-21.52,4.85,1.78,-4.67,-13.68,-52.21,-20.63,-73.69,-3.45,5.29
36,Advertising Expenses,-,-,-,-,-,-,0,-,0.18,-
