,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+16 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+16 Quarters
0,Market Capitalization,21,25,30,44,77,44,47,32,52,224,50,79,119,108,52,52,49,47,68,63,85,Upgrade
1,Market Cap Growth,-42.50%,-42.50%,-35.29%,36.78%,47.18%,-80.46%,-6.04%,-59.36%,-56.10%,107.83%,-4.99%,51.16%,144.44%,130.77%,-23.68%,-17.14%,-42.55%,-53.57%,-47.95%,-55.70%,-22.95%,Upgrade
2,Enterprise Value,44,33,36,65,98,86,55,83,104,292,118,182,222,219,163,176,172,201,199,103,125,Upgrade
3,Last Close Price,0.04,0.05,0.06,0.08,0.14,0.16,0.17,0.14,0.19,0.95,0.21,0.34,0.53,0.49,0.28,0.28,0.26,0.25,0.37,0.34,0.46,Upgrade
4,PE Ratio,1.26,-,-,2.94,12.93,-,-,-1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.22,0.28,0.32,0.45,0.84,0.51,0.61,0.55,0.72,2.40,0.39,0.48,0.63,0.54,0.29,0.32,0.28,0.26,0.33,0.27,0.38,Upgrade
6,PB Ratio,-0.99,-0.99,-1.18,-1.99,-0.75,-0.43,-0.43,-0.30,-,-2.52,-0.82,-1.30,-,362.42,12.39,12.39,-,3.55,1.69,1.56,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,21.06,7.79,7.79,-,2.82,1.77,1.63,-,Upgrade
8,P/FCF Ratio,-,4.27,10.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,4.27,10.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.48,0.36,0.38,0.68,1.07,1.01,0.73,1.42,1.44,3.13,0.92,1.12,1.18,1.10,0.90,1.07,0.99,1.10,0.95,0.45,0.56,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,68.24,-7.72,-2.83,-,-,-,-,-,-,-32.79,-,-6.40,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-1.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-9.49,5.51,12.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,-1.56,-1.56,-1.56,-1.23,-0.60,-0.60,-0.74,-0.74,-,-0.96,-1.59,-1.59,-,466.35,34.57,34.57,-,11.66,4.59,4.59,-,Upgrade
15,Debt / EBITDA Ratio,-,5.18,5.18,-,11.22,8.01,5.72,-,-,-,-,-,-,7.93,-,9.65,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,-,6.74,13.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,2.55,3.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,61.02,58.57,55.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.07,0.07,0.07,0.17,-,0.11,-,0.07,-,0.15,-,0.24,-,0.53,-,0.50,-,0.50,-,0.81,-,Upgrade
