,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,51069,13093,18026,17749,23517,26596,12958,21957,52852,123620,119266,62432,41255,11302,31761,47030,41878,8742,8808,19482,Upgrade
1,Short-Term Investments,110000,109000,109354,109354,-,99354,121600,139700,14000,708547,417290,380320,446623,7660,438678,325228,877876,849606,895302,912165,Upgrade
2,Trading Asset Securities,104795,104795,104795,94795,94795,94795,94795,94795,94795,70270,70270,70270,70270,70270,70270,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,265864,226888,232175,221898,118312,220745,229353,256452,161647,902437,606826,513022,558148,89232,540709,372258,919754,858348,904110,931647,Upgrade
4,Cash Growth,124.71%,2.78%,1.23%,-13.47%,-26.81%,-75.54%,-62.20%,-50.01%,-71.04%,911.34%,12.23%,37.81%,-39.32%,-89.60%,-40.19%,-60.04%,7.86%,19.57%,33.83%,37.85%,Upgrade
5,Accounts Receivable,312079,251184,285293,317682,272178,195175,217177,236941,224627,168352,180475,231966,176980,154209,162091,151846,168394,146651,158816,175707,Upgrade
6,Other Receivables,377839,411934,413409,430432,431418,423221,432692,407897,444704,24049,24618,-43911,134123,26630,25805,39327,41393,43609,30862,22174,Upgrade
7,Receivables,689918,663118,698702,748114,703596,618396,649870,644838,669332,192401,205093,188055,311103,180838,187896,191173,209787,190260,189677,197881,Upgrade
8,Inventory,345751,401585,416331,401891,365031,366641,354817,322733,315080,316679,324054,289603,308196,303765,286009,242576,226988,273274,247697,188330,Upgrade
9,Prepaid Expenses,3371,4735,2826,2789,2522,3525,3064,2331,1709,1978,1333,1408,1660,1907,2877,3490,3741,4102,3451,3310,Upgrade
10,Other Current Assets,127104,132269,145378,139150,213663,213358,214123,169089,274478,122267,395734,412343,82048,550198,349922,515654,81948,82017,63836,26166,Upgrade
11,Total Current Assets,1432009,1428595,1495412,1513841,1403124,1422666,1451227,1395443,1422245,1535763,1533040,1404431,1261155,1125940,1367413,1325151,1442218,1408000,1408770,1347333,Upgrade
12,"Property, Plant & Equipment",949575,929556,880603,860437,834368,656102,652033,646515,649459,571740,483549,480644,491030,494831,500569,457797,325499,321300,320719,296182,Upgrade
13,Long-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,1000,1000,1000,1000,1000,1000,1000,Upgrade
14,Other Intangible Assets,23117,23232,23347,23208,23316,23424,23323,20942,20984,21025,21067,21109,21151,21205,21259,21312,21366,21420,21525,21420,Upgrade
15,Long-Term Deferred Tax Assets,3389,3131,4237,3882,4881,3088,3154,5788,5932,4122,4249,3513,2421,3752,4418,4171,3753,2135,2417,2620,Upgrade
16,Other Long-Term Assets,16056,12034,11897,12606,11770,10368,9043,8532,6703,5595,6098,5786,5271,5679,5856,5918,6570,7288,6975,7704,Upgrade
17,Total Assets,2424146,2396548,2415497,2413974,2277460,2115647,2138781,2077221,2105323,2138246,2048003,1915484,1781028,1652407,1900514,1815350,1800407,1761143,1761406,1676258,Upgrade
18,Accounts Payable,105264,69154,127107,124024,66129,54629,53480,34363,36751,29807,28004,31800,31117,38542,45972,43499,26721,21752,36001,25121,Upgrade
19,Accrued Expenses,40531,36115,37461,34948,46175,35038,32924,41395,51674,42613,36801,29116,30943,33249,37918,33066,32908,25304,25844,22508,Upgrade
20,Short-Term Debt,394064,387186,362602,373128,349732,281666,286361,256090,288008,428142,436813,324372,361270,238468,241937,220856,240662,241896,243900,185135,Upgrade
21,Current Portion of Long-Term Debt,94810,56574,55474,57826,51646,47925,66660,68070,62406,66241,34316,32466,32466,29816,471511,21316,21316,21316,21316,21316,Upgrade
22,Current Portion of Leases,-,24544,24041,23016,20758,13913,-,-,3580,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,13083,7770,8120,4768,14908,5779,5581,3683,12558,19356,12020,4373,5681,15588,11990,3496,17925,10493,6655,2119,Upgrade
24,Current Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,211.37,730.92,623.98,852.58,-,Upgrade
25,Other Current Liabilities,7233,49039,58438,61531,68726,78914,81105,79783,99090,6000,2075,4574,249752,191103,2781,9389,3318,3800,3643,3272,Upgrade
26,Total Current Liabilities,654984,630382,673243,679241,618075,517864,526111,483386,554068,592159,550028,426701,711229,546767,812108,331832,343581,325186,338211,259470,Upgrade
27,Long-Term Debt,265969,282300,259952,254455,208593,108959,191514,187502,159598,102130,83589,98444,106561,110076,105292,500372,485617,490147,494185,504567,Upgrade
28,Long-Term Leases,-,-,-,-,-,66970,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113.54,213.9,769.39,847.03,1053,Upgrade
30,Total Liabilities,920953,912682,933195,933696,826668,693793,717625,670887,713666,694289,633616,525145,817790,656843,917400,832317,829411,816102,833243,765090,Upgrade
31,Common Stock,730410,730410,730410,730410,730410,730410,730410,730410,730410,730410,730410,730410,588328,588328,568328,568328,568328,568328,568328,568328,Upgrade
32,Additional Paid-In Capital,220359,220359,220359,220359,220359,220359,220359,220359,220359,220359,220359,220359,7236,7236,-,-,-,-,-,-,Upgrade
33,Retained Earnings,533408,514228,512793,510902,481561,452737,452162,437432,422844,440641,411357,387701,316282,349024,332646,313251,301709,276925,260572,244194,Upgrade
34,Comprehensive Income & Other,-,-,20.17,20.17,20.17,-,-,20.17,20.17,20.17,20.17,20.17,20.17,20.17,31486,31486,31486,31486,31486,31486,Upgrade
35,Total Common Equity,1484177,1464997,1463582,1461691,1432350,1403506,1402931,1388222,1373633,1391430,1362147,1338490,911866,944608,932460,913065,901522,876739,860386,844008,Upgrade
36,Minority Interest,19016,18869,18720,18587,18441,18347,18225,18112,18024,52527,52240,51849,51372,50956,50653,69968,69473,68302,67776,67160,Upgrade
37,Shareholders' Equity,1503193,1483866,1482302,1480278,1450792,1421854,1421156,1406334,1391657,1443956,1414387,1390339,963238,995564,983114,983033,970995,945041,928163,911168,Upgrade
38,Total Liabilities & Equity,2424146,2396548,2415497,2413974,2277460,2115647,2138781,2077221,2105323,2138246,2048003,1915484,1781028,1652407,1900514,1815350,1800407,1761143,1761406,1676258,Upgrade
39,Total Debt,754843,750604,702069,708424,630730,519433,544536,511662,513592,596513,554717,455282,500297,378360,818739,742543,747595,753359,759401,711017,Upgrade
40,Net Cash (Debt),-488979,-523716,-469894,-486527,-512418,-298688,-315182,-255210,-351945,305924,52108,57740,57851,-289128,-278030,-370285,172159,104989,144709,220630,Upgrade
41,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-,-66.40%,-,-,-,52.61%,-,-,-,Upgrade
42,Net Cash Per Share,-6692.11,-7035.42,-6558.90,-6661.01,-7015.23,-4151.80,-4307.06,-3500.63,-4830.65,4231.09,725.06,923.37,927.80,-5094.14,-4893.94,-6512.86,3029.22,1845.92,1537.61,3882.08,Upgrade
43,Filing Date Shares Outstanding,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,58.83,58.83,56.83,56.83,56.83,56.83,56.83,56.83,Upgrade
44,Total Common Shares Outstanding,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,73.04,58.83,58.83,56.83,56.83,56.83,56.83,56.83,56.83,Upgrade
45,Working Capital,777026,798213,822169,834600,785049,904802,925116,912058,868177,943604,983012,977731,549927,579173,555305,993319,1098637,1082814,1070559,1087863,Upgrade
46,Book Value Per Share,20319.77,20057.18,20037.81,20011.92,19610.21,19215.32,19207.44,19006.05,18806.32,19049.98,18649.06,18325.18,15499.27,16055.80,16407.07,16065.81,15862.71,15426.63,15138.90,14850.72,Upgrade
