,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,2713,2771,2742,2598,2124,1835,1486,658.91,479.45,905.18,Upgrade
1,Short-Term Investments,279.19,233.06,293.16,318.86,398.06,480.9,665.01,656.24,499.17,445.24,Upgrade
2,Accounts Receivable,1716,1864,1934,2079,2747,2826,3136,3655,4133,3565,Upgrade
3,Other Receivables,503.97,406.61,316.73,408.16,441.41,444.82,444.71,457.13,495.14,705.52,Upgrade
4,"Property, Plant & Equipment",476.49,485.85,494.44,503.97,510.5,515.17,523.64,617.18,558.23,106.39,Upgrade
5,Goodwill,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,15.44,Upgrade
6,Other Intangible Assets,7.96,7.96,7.96,8.51,8.51,8.51,8.96,8.96,9.12,8.41,Upgrade
7,Investments in Debt & Equity Securities,324.44,303.74,359.84,387.96,411.21,439.71,614,553.51,593.6,508.25,Upgrade
8,Other Current Assets,12.85,6.63,13.86,18.2,65.47,438.49,108.83,10.43,58.48,31.38,Upgrade
9,Long-Term Deferred Tax Assets,22.41,23.2,17.61,14.42,16.59,12.94,6.06,1.69,5,4.45,Upgrade
10,Other Long-Term Assets,1272,1112,1184,1135,856.48,851.45,1319,974.47,1047,917.23,Upgrade
11,Total Assets,7345,7232,7381,7490,7597,7871,8329,7611,7896,7212,Upgrade
12,Accounts Payable,346.81,251.53,317.45,349.24,447.74,517.12,903.69,695.8,581.17,478.48,Upgrade
13,Accrued Expenses,8.56,3.55,7.86,4.53,11.25,4.65,20.85,5.33,8.27,4.64,Upgrade
14,Short-Term Debt,-,-,-,89.26,91.7,94.55,97.53,-,463.62,-,Upgrade
15,Current Portion of Leases,-,-,-,-,-,0.38,0.95,1.16,1.15,-,Upgrade
16,Other Current Liabilities,-,4.99,-,8.69,30.26,164.85,30.26,33.71,30.26,33.36,Upgrade
17,Long-Term Leases,-,-,-,-,-,-,0.07,0.38,1.01,-,Upgrade
18,Long-Term Deferred Tax Liabilities,4.11,4.1,4.07,4.06,4.03,4.01,60.91,8.19,15.02,7.82,Upgrade
19,Total Liabilities,388.09,289.79,365.87,482.15,731.21,926.31,1299,895.29,1257,663.49,Upgrade
20,Common Stock,966.27,966.27,966.27,966.27,966.27,966.27,966.27,966.27,966.27,966.27,Upgrade
21,Additional Paid-In Capital,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,Upgrade
22,Retained Earnings,1392,1408,1498,1469,1357,1382,1473,1510,1439,1399,Upgrade
23,Comprehensive Income & Other,473.34,440.85,422.2,446.78,396.71,449.9,432.96,179.39,188.93,148.89,Upgrade
24,Total Common Equity,5784,5769,5840,5835,5673,5752,5826,5609,5547,5467,Upgrade
25,Minority Interest,1173,1173,1175,1172,1193,1193,1204,1107,1092,1082,Upgrade
26,Shareholders' Equity,6957,6942,7015,7008,6866,6945,7030,6716,6639,6549,Upgrade
27,Total Liabilities & Equity,7345,7232,7381,7490,7597,7871,8329,7611,7896,7212,Upgrade
28,Total Debt,-,-,-,89.26,91.7,94.93,98.55,1.54,465.79,-,Upgrade
29,Net Cash (Debt),2992,3004,3035,2828,2430,2221,2052,1314,512.83,1350,Upgrade
30,Net Cash Growth,-1.42%,6.22%,24.89%,27.32%,18.43%,69.09%,300.13%,-2.73%,-46.04%,-1.10%,Upgrade
31,Net Cash Per Share,0.31,0.31,0.31,0.29,0.25,0.23,0.21,0.14,0.05,0.14,Upgrade
32,Filing Date Shares Outstanding,9663,9663,9663,9663,9663,9663,9663,9663,9663,9663,Upgrade
33,Total Common Shares Outstanding,9663,9663,9663,9663,9663,9663,9663,9663,9663,9663,Upgrade
34,Working Capital,4841,4996,4938,4945,5049,5104,4602,4551,4424,4997,Upgrade
35,Book Value Per Share,0.60,0.60,0.60,0.60,0.59,0.60,0.60,0.58,0.57,0.57,Upgrade
36,Tangible Book Value,5759,5743,5814,5810,5647,5726,5799,5583,5521,5443,Upgrade
37,Tangible Book Value Per Share,0.60,0.59,0.60,0.60,0.58,0.59,0.60,0.58,0.57,0.56,Upgrade
