,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Interest and Dividend Income,178.99,178.95,159.24,170.6,174.19,164.37,184.2,201.03,204.09,200.02,Upgrade
1,Total Interest Expense,0.03,0.03,1.66,2.23,1.11,1.53,0.22,4.31,0.65,0.73,Upgrade
2,Net Interest Income,178.96,178.92,157.58,168.38,173.07,162.84,183.97,196.73,203.44,199.29,Upgrade
3,Brokerage Commission,13.03,-5.75,30.26,11.36,20.69,13.61,38.24,28.07,29.61,27.83,Upgrade
4,Asset Management Fee,-,2.71,-,3.12,-,5.06,-,0.91,-,0.26,Upgrade
5,Underwriting & Investment Banking Fee,-,11.1,-,4.48,-,5.83,-,8.75,-,5.82,Upgrade
6,Gain on Sale of Investments (Rev),-,-63.66,-,-19.02,-,-1.21,-,-0.1,-,-25.32,Upgrade
7,Other Revenue,25.31,33.21,18.23,35.55,13.32,23.05,14.54,14.04,17.08,20.27,Upgrade
8,Revenue Before Loan Losses,217.3,156.52,206.07,203.86,207.08,209.18,236.75,248.4,250.13,228.15,Upgrade
9,Provision for Loan Losses,2.72,7.52,-1.72,0.36,0.79,41.47,-11.89,8.2,2.9,-14.13,Upgrade
10,Revenue,214.58,148.99,207.79,203.5,206.3,167.72,248.64,240.19,247.23,242.28,Upgrade
11,Revenue Growth (YoY),3.27%,-26.78%,0.73%,21.34%,-17.03%,-30.17%,0.57%,-0.86%,6.43%,11.79%,Upgrade
12,Salaries & Employee Benefits,12.22,13.09,13.11,13.7,13.69,15.26,14.51,14.86,12.46,12.25,Upgrade
13,Cost of Services Provided,2.61,2.58,3.4,4.83,3.89,6.12,6.56,8.5,4.4,2.85,Upgrade
14,Other Operating Expenses,-8.89,8.88,-10.4,-1.08,-7.88,1.94,-9.05,1.91,-8.27,1.44,Upgrade
15,Total Operating Expenses,77.06,119.19,63.74,64.8,77.8,118.02,71.28,21.9,86.33,76.39,Upgrade
16,Operating Income,137.52,29.8,144.05,138.7,128.49,49.69,177.35,218.29,160.91,165.9,Upgrade
17,Currency Exchange Gains,-,-0.6,-,-1.86,-,1.8,-,2.08,-,-3.76,Upgrade
18,Other Non-Operating Income (Expenses),-73.22,-19.98,-24.62,10.27,-74.77,-43.9,-9.95,0.83,-43.11,-14.29,Upgrade
19,EBT Excluding Unusual Items,64.31,9.23,119.43,147.11,53.72,7.6,167.41,221.2,117.8,147.84,Upgrade
20,Asset Writedown,-,-54,-,-47.1,-,-21.91,-,-30.09,-,-86.56,Upgrade
21,Gain (Loss) on Sale of Investments,-0.8,1.88,1.5,-1.26,4.02,3.62,-1.63,-6.85,0.55,5.13,Upgrade
22,Other Unusual Items,-,-,-,2.14,-,0.51,-,3.94,-,-,Upgrade
23,Pretax Income,63.51,-34.52,120.93,118.32,57.74,-9.24,165.78,188.2,118.35,68.63,Upgrade
24,Income Tax Expense,12.68,-11.34,20.64,-103.11,14.96,23.97,37,38.34,20.22,20.97,Upgrade
25,Earnings From Continuing Ops.,50.83,-23.18,100.29,221.43,42.78,-33.21,128.78,149.86,98.13,47.66,Upgrade
26,Net Income to Company,50.83,-23.18,100.29,221.43,42.78,-33.21,128.78,149.86,98.13,47.66,Upgrade
27,Minority Interest in Earnings,-19.41,-18.05,-23.25,-60.76,-19.75,-9.7,-25.69,-38.96,-19.38,-22.14,Upgrade
28,Net Income,31.42,-41.23,77.04,160.67,23.03,-42.91,103.09,110.9,78.74,25.52,Upgrade
29,Net Income to Common,31.42,-41.23,77.04,160.67,23.03,-42.91,103.09,110.9,78.74,25.52,Upgrade
30,Net Income Growth,-59.22%,-,234.50%,-,-77.66%,-,30.92%,334.55%,-15.12%,-69.98%,Upgrade
31,Shares Outstanding (Basic),9663,9663,9663,9663,9663,9663,9663,9663,9663,9663,Upgrade
32,Shares Outstanding (Diluted),9663,9663,9663,9663,9663,9663,9663,9663,9663,9663,Upgrade
33,Shares Change (YoY),-,-,-,-,-,-,-,-,-0.02%,-0.13%,Upgrade
34,EPS (Basic),0.00,-0.00,0.01,0.02,0.00,-0.00,0.01,0.01,0.01,0.00,Upgrade
35,EPS (Diluted),0.00,-0.00,0.01,0.02,0.00,-0.00,0.01,0.01,0.01,0.00,Upgrade
36,EPS Growth,-59.22%,-,234.58%,-,-77.66%,-,31.70%,341.72%,-15.62%,-70.47%,Upgrade
37,Free Cash Flow,210.39,54.87,350.9,836.16,155.2,150.05,889.11,678.2,-237.18,799.51,Upgrade
38,Free Cash Flow Per Share,0.02,0.01,0.04,0.09,0.02,0.02,0.09,0.07,-0.02,0.08,Upgrade
39,Dividend Per Share,-,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,Upgrade
40,Dividend Growth,-,0%,0%,0%,0%,0%,0%,25.00%,-33.33%,-60.00%,Upgrade
41,Operating Margin,64.09%,20.00%,69.32%,68.16%,62.29%,29.63%,71.33%,90.88%,65.08%,68.47%,Upgrade
42,Profit Margin,14.64%,-27.67%,37.08%,78.95%,11.16%,-25.58%,41.46%,46.17%,31.85%,10.53%,Upgrade
43,Free Cash Flow Margin,98.05%,36.82%,168.87%,410.89%,75.23%,89.47%,357.59%,282.36%,-95.93%,329.99%,Upgrade
