,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1379,1138,996,1094,1040,1357,1083,1094,1488,1598,3195
1,Market Cap Growth,4.00%,4.00%,-4.21%,-19.35%,-4.04%,24.00%,-27.21%,-31.51%,-53.42%,-58.44%,8.15%
2,Enterprise Value,313,101,53,219,276,579,304,415,881,992,2584
3,Last Close Price,0.63,0.52,0.43,0.47,0.45,0.58,0.47,0.45,0.62,0.66,1.32
4,PE Ratio,8.03,6.65,5.93,6.88,7.90,11.49,10.20,11.98,-86.71,-,22.61
5,Forward PE,-,6.13,5.58,6.80,7.27,10.02,9.21,12.75,16.22,12.80,11.35
6,PS Ratio,0.65,0.54,0.49,0.58,0.53,0.68,0.55,0.58,0.87,0.99,1.60
7,PB Ratio,0.91,0.75,0.65,0.76,0.74,0.98,0.79,0.82,1.17,1.39,2.62
8,P/TBV Ratio,0.75,0.75,0.65,0.76,0.74,0.98,0.79,0.82,1.17,1.39,2.62
9,P/FCF Ratio,6.77,5.59,5.78,4.56,6.30,28.36,8.86,8.27,29.48,27.24,54.23
10,P/OCF Ratio,4.70,4.70,4.86,4.13,5.46,19.40,6.75,5.88,14.41,11.38,16.65
11,EV/Sales Ratio,0.15,0.05,0.03,0.12,0.14,0.29,0.15,0.22,0.52,0.61,1.29
12,EV/EBITDA Ratio,1.31,0.44,0.23,1.10,1.66,3.47,1.91,3.14,-41.54,-,15.12
13,EV/EBIT Ratio,1.58,0.51,0.27,1.32,2.00,4.11,2.34,4.22,-15.44,-,18.65
14,EV/FCF Ratio,1.54,0.49,0.31,0.91,1.68,12.09,2.49,3.14,17.45,16.91,43.87
15,Debt / Equity Ratio,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02
16,Debt / FCF Ratio,0.07,0.07,0.04,0.04,0.08,0.36,0.17,0.15,0.43,0.35,0.41
17,Return on Capital Employed (ROCE),12.85%,12.85%,12.63%,11.47%,9.77%,10.08%,9.27%,7.23%,-4.40%,-,11.17%
18,Earnings Yield,12.42%,15.05%,16.86%,14.54%,12.67%,8.71%,9.80%,8.34%,-1.15%,-2.15%,4.42%
19,FCF Yield,14.78%,17.90%,17.29%,21.95%,15.87%,3.53%,11.29%,12.09%,3.39%,3.67%,1.84%
20,Dividend Yield,5.65%,-,-,-,-,-,-,4.41%,-,-,-
21,Buyback Yield / Dilution,-0.47%,-0.73%,-0.21%,1.59%,0.87%,0.11%,-,-,-0.00%,1.00%,-32.05%
22,Total Shareholder Return,5.18%,-0.73%,-0.21%,1.59%,0.87%,0.11%,-,4.41%,-0.00%,1.00%,-32.05%
