,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,640.75,783.08,708.08,845.21,636.43,618.91,590.36,589.09,597.73,618.44
1,Revenue Growth (YoY),-9.51%,-7.35%,11.26%,36.56%,7.80%,5.06%,-1.23%,-4.75%,-12.96%,-
2,Cost of Revenue,475.59,615.08,543.98,646.81,492.99,482.44,478.69,460.6,457.2,501.64
3,Gross Profit,165.16,168,164.1,198.4,143.45,136.46,111.68,128.49,140.53,116.8
4,"Selling, General & Admin",24.98,30.14,26.14,43.37,40.81,60.7,36.72,34.71,20.61,24.33
5,Research & Development,29.77,36.96,36.64,41.7,33.64,33.7,17.81,25.38,24.69,31.5
6,Other Operating Expenses,-4.03,-5.3,0.28,-0.44,-0.32,-0.84,-9.28,0.8,-1.35,-1.48
7,Operating Expenses,52.59,71.5,68.73,89.3,77.6,93.56,45.24,60.89,43.95,54.35
8,Operating Income,112.57,96.5,95.37,109.11,65.85,42.91,66.43,67.6,96.57,62.45
9,Interest Expense,-10.28,-11.41,-14.24,-13.73,-13.73,-15.52,-14.33,-13.3,-10.63,-9.93
10,Interest & Investment Income,0.91,2.33,1.6,0.73,0.7,1.02,0.78,0.84,0.36,0.11
11,Currency Exchange Gain (Loss),-1.16,-1.25,3.17,10.81,8.81,6.45,-6.85,-2.49,-0.48,-0.05
12,EBT Excluding Unusual Items,102.05,86.17,85.91,106.93,61.63,34.85,46.03,52.65,85.83,52.57
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-66.4,-,-,-
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-0.36,-,-1.03,-0.13,-0.39
15,Asset Writedown,-37.89,-19.31,-,-7.54,-,-,-,-15.63,-,-
16,Other Unusual Items,-,-,-,-,-,-,-,-118,-,-
17,Pretax Income,64.16,66.86,85.91,99.39,61.63,34.49,-20.37,-82.01,85.7,52.18
18,Income Tax Expense,12.37,8.28,16.41,28.28,20,21.72,19.21,10.41,20.97,9.98
19,Net Income,51.79,58.57,69.5,71.11,41.63,12.77,-39.58,-92.42,64.73,42.19
20,Net Income to Common,51.79,58.57,69.5,71.11,41.63,12.77,-39.58,-92.42,64.73,42.19
21,Net Income Growth,-25.48%,-17.63%,66.95%,457.06%,-,-,-,-,-29.37%,-
22,Shares Outstanding (Basic),1200,1200,1200,1200,1200,1200,1200,905,900,871
23,Shares Outstanding (Diluted),1200,1200,1200,1200,1200,1200,1200,905,900,871
24,Shares Change (YoY),-,-,-,-,-,32.61%,33.33%,3.90%,4.19%,-
25,EPS (Basic),0.04,0.05,0.06,0.06,0.03,0.01,-0.03,-0.10,0.07,0.05
26,EPS (Diluted),0.04,0.05,0.06,0.06,0.03,0.01,-0.03,-0.10,0.07,0.05
27,EPS Growth,-25.48%,-17.63%,66.95%,457.10%,-,-,-,-,-32.21%,-
28,Free Cash Flow,-10.62,-62.3,-42.34,-37.31,119.86,-87.78,88.25,-107.15,103.32,4.8
29,Free Cash Flow Per Share,-0.01,-0.05,-0.04,-0.03,0.10,-0.07,0.07,-0.12,0.11,0.01
30,Operating Margin,17.57%,12.32%,13.47%,12.91%,10.35%,6.93%,11.25%,11.47%,16.16%,10.10%
31,Profit Margin,8.08%,7.48%,9.82%,8.41%,6.54%,2.06%,-6.70%,-15.69%,10.83%,6.82%
32,Free Cash Flow Margin,-1.66%,-7.96%,-5.98%,-4.41%,18.83%,-14.18%,14.95%,-18.19%,17.28%,0.78%
33,EBITDA,177.66,164.29,157.96,170.31,128.75,98.53,122.42,116.94,145.16,110.13
34,D&A For EBITDA,65.09,67.79,62.58,61.2,62.91,55.63,55.99,49.34,48.59,47.68
35,EBIT,112.57,96.5,95.37,109.11,65.85,42.91,66.43,67.6,96.57,62.45
