,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,177.78,202.62,301.39,360.74,307.5,297.55,349.83,511.83,359,139.79
1,Short-Term Investments,52.19,81.97,44.03,31.15,95.76,25.5,42.04,49.23,63.18,51.32
2,Cash & Short-Term Investments,229.97,284.59,345.43,391.89,403.26,323.05,391.87,561.07,422.18,191.11
3,Cash Growth,-33.43%,-27.38%,-14.34%,21.31%,2.91%,-42.42%,-7.18%,193.59%,-,-
4,Accounts Receivable,534.41,543.92,645.54,567.04,479.02,427.21,311.31,277.93,240.14,277.81
5,Other Receivables,6.03,4.94,9.09,10.96,3.13,41.31,58.69,80.42,-,-
6,Receivables,540.44,548.85,654.63,578,482.15,468.52,370.01,358.35,240.14,277.81
7,Inventory,7.32,9.71,9.23,11.64,9.84,10.15,12.76,9.88,9.1,11.12
8,Restricted Cash,-,-,-,-,-,-,-,-,0,0
9,Other Current Assets,11.79,9.71,7.24,9.27,9.82,8.6,5.55,1.17,81.58,134.9
10,Total Current Assets,789.52,852.86,1017,990.79,905.07,810.32,780.18,930.47,753.01,614.94
11,"Property, Plant & Equipment",1537,1571,1603,1604,1613,1586,1611,1545,1438,1422
12,Other Intangible Assets,-,-,-,-,-,0.27,0.58,0.88,1.19,1.49
13,Long-Term Deferred Tax Assets,10.25,4.96,3.65,3.3,2.4,2.04,2.19,2.35,-,-
14,Other Long-Term Assets,83.02,44.04,5.01,8.43,7.27,7.04,3.84,46,39.15,14.13
15,Total Assets,2420,2473,2628,2607,2527,2406,2398,2525,2232,2053
16,Accounts Payable,115.39,227.88,354.64,381.68,344.32,247.28,197.54,179.2,135.79,245.82
17,Accrued Expenses,43.27,40.04,42.36,43.81,47.07,42.16,25.37,31.01,34.7,28.04
18,Short-Term Debt,200.76,200,200,200,198,198,198,149,198,198
19,Current Portion of Long-Term Debt,77.43,87,47.46,41.76,243.8,90.51,33.54,174.69,72,60
20,Current Portion of Leases,2.07,2.13,11.38,10.83,10.53,10.53,10.09,9.54,7.81,7.41
21,Current Income Taxes Payable,1.84,1.84,-,14.72,12.09,8.84,5.24,4.4,1.22,4.79
22,Current Unearned Revenue,4.81,6.23,8.9,8.85,9.11,9.34,7.59,6.31,7.3,7.09
23,Other Current Liabilities,114.33,103.12,114.69,158.83,166.93,181.16,226.22,366.37,85.07,46.28
24,Total Current Liabilities,559.91,668.24,779.43,860.49,1032,787.83,703.58,920.53,541.88,597.44
25,Long-Term Debt,242.5,246,356.27,330.77,148.73,313.21,394.8,270.81,278,110
26,Long-Term Leases,2.21,2.66,3.61,2.43,3.02,3.2,4.02,3.76,7.75,7.6
27,Long-Term Deferred Tax Liabilities,48.6,42.63,34.88,27.16,25.02,19.79,16.38,11.12,34.31,33.47
28,Total Liabilities,853.21,959.53,1174,1221,1209,1124,1119,1206,861.94,748.51
29,Common Stock,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.08,0.08
30,Additional Paid-In Capital,1144,1144,1144,1144,1144,1144,1144,1144,837.79,837.79
31,Retained Earnings,395.09,343.3,284.73,215.23,144.11,102.48,89.72,129.3,489.47,424.74
32,Comprehensive Income & Other,26,24.9,24.27,25.38,29.36,34.32,44.24,43.97,42.5,41.42
33,Shareholders' Equity,1566,1513,1454,1386,1319,1282,1279,1318,1370,1304
34,Total Liabilities & Equity,2420,2473,2628,2607,2527,2406,2398,2525,2232,2053
35,Total Debt,524.97,537.79,618.72,585.79,604.08,615.44,640.44,607.8,563.56,383
36,Net Cash (Debt),-295.01,-253.2,-273.29,-193.9,-200.83,-292.39,-248.57,-46.73,-141.37,-191.9
37,Net Cash Per Share,-0.25,-0.21,-0.23,-0.16,-0.17,-0.24,-0.21,-0.05,-0.16,-0.22
38,Filing Date Shares Outstanding,1200,1200,1200,1200,1200,1200,1200,1200,900,900
39,Total Common Shares Outstanding,1200,1200,1200,1200,1200,1200,1200,1200,900,900
40,Working Capital,229.61,184.62,237.1,130.31,-126.78,22.48,76.6,9.93,211.13,17.5
41,Book Value Per Share,1.31,1.26,1.21,1.15,1.10,1.07,1.07,1.10,1.52,1.45
42,Tangible Book Value,1566,1513,1454,1386,1319,1282,1279,1318,1369,1303
43,Tangible Book Value Per Share,1.31,1.26,1.21,1.15,1.10,1.07,1.07,1.10,1.52,1.45
44,Buildings,-,215.38,-,215.38,-,221.79,-,112.09,85.18,85.18
45,Machinery,-,2422,-,2381,-,2320,-,2139,1813,1813
46,Construction In Progress,-,161.04,-,84.88,-,14.17,-,147.2,355.07,288.41
47,Leasehold Improvements,-,54.07,-,54.07,-,54.07,-,54.07,54.07,54.07
