,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,124.08,165.75,342.85,625.13,640.34,693.41,770.13,1201,1107,1560,1502,1828,1676,2198,2544,3059,1447,1588,1476,2113,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,42,42,42,81.99,-,-,-,Upgrade
2,Cash & Short-Term Investments,124.08,165.75,342.85,625.13,640.34,693.41,770.13,1201,1107,1560,1502,1828,1676,2240,2586,3101,1529,1588,1476,2113,Upgrade
3,Cash Growth,-80.62%,-76.10%,-55.48%,-47.96%,-42.14%,-55.54%,-48.73%,-34.29%,-33.96%,-30.39%,-41.91%,-41.06%,9.57%,41.04%,75.22%,46.80%,-1.56%,-16.18%,-13.15%,38.36%,Upgrade
4,Accounts Receivable,64.22,69.17,68.4,67.42,41.52,41.19,50.34,46.83,148.23,65.68,148.12,119.57,164.68,83.94,39.71,34.92,85.24,105.62,107.99,94.65,Upgrade
5,Other Receivables,241.58,283.42,294.52,302.78,316.68,310.74,306.79,913.3,1169,1242,1378,1289,1335,1440,1559,1168,1479,1348,1359,1267,Upgrade
6,Receivables,305.8,352.59,362.92,370.19,358.2,351.92,357.13,960.12,1317,1308,1526,1409,1500,1524,1598,1203,1565,1454,1467,1362,Upgrade
7,Inventory,1677,1924,1914,2220,3756,4573,4567,7086,8236,8590,9072,9884,11776,11502,12334,12426,13579,14162,14187,13150,Upgrade
8,Prepaid Expenses,-,370.13,-,379.61,-,489.37,-,619.76,-,651.81,-,902.27,-,1004,-,846.23,-,-,-,-,Upgrade
9,Other Current Assets,375.6,36.66,429.85,53.6,529.17,116.08,640.21,187.13,835.78,178.95,1075,189.88,1212,184.81,1172,133.26,886.29,968.68,1053,745.13,Upgrade
10,Total Current Assets,2483,2849,3050,3649,5284,6224,6334,10054,11496,12289,13175,14213,16164,16456,17690,17710,17559,18172,18182,17370,Upgrade
11,"Property, Plant & Equipment",137.31,139.68,142.03,144,146.15,144.57,143.59,141.73,145.19,153.07,148.47,150.6,153.58,156.52,187.19,159.78,181.51,183.08,184.63,187.55,Upgrade
12,Long-Term Investments,268.75,211.17,197.68,195.67,162.51,159.29,131.92,-,-,1.76,2.72,2.2,201.19,7.6,7.85,9.68,13.19,6.38,6.71,6.81,Upgrade
13,Other Intangible Assets,92.19,93.02,94.09,95.38,96.56,97.64,98.78,99.84,100.59,101.68,102.83,103.98,85.9,86.85,87.79,88.74,9.62,9.82,9.85,10.03,Upgrade
14,Long-Term Deferred Tax Assets,106.65,106.82,111.29,111.2,141.76,207.3,171.77,329.68,326.84,368.04,177.07,219.21,202.16,183.4,229.76,153.34,202.93,187,197.22,105.23,Upgrade
15,Long-Term Deferred Charges,2.45,1.15,1.22,1.29,1.46,1.62,1.98,1.63,1.6,1.97,2.27,2.6,4.57,5.09,5.88,6.62,7.54,4.61,4.87,5.43,Upgrade
16,Other Long-Term Assets,36.55,44.99,45.81,45.36,48.68,54.34,58.23,67.71,74.51,78.96,85.51,86.7,71.27,45.41,45.33,45.51,5.57,5.63,5.72,5.72,Upgrade
17,Total Assets,3127,3446,3642,4242,5881,6889,6941,10695,12145,12994,13694,14778,16883,16941,18254,18174,17979,18569,18591,17691,Upgrade
18,Accounts Payable,819.67,1085,1007,1084,1076,1133,1235,1791,1945,2051,2116,2336,2031,1639,1471,1845,1355,1292,1300,1758,Upgrade
19,Accrued Expenses,4.98,124.83,3.05,167.51,6.74,146.85,10.09,132.18,10.15,198.24,12.33,148.46,21.38,126.07,24.19,220.21,26.94,124.61,23.48,178.53,Upgrade
20,Short-Term Debt,33.18,148.87,39.44,183.73,63.04,218.5,62.97,320.56,234.16,399.32,170.9,268.87,126.59,346.44,199.02,996,969.25,1523,926.56,1941,Upgrade
21,Current Portion of Long-Term Debt,241.21,282.51,366.27,576.76,711.88,737.18,288.45,372.16,295.77,369.26,369.9,304.88,779.74,892.25,1307,1944,1447,2197,1387,1062,Upgrade
22,Current Portion of Leases,-,-,-,-,-,-,-,-,-,21.32,-,20.64,-,20.89,-,19.33,-,17.61,-,17.13,Upgrade
23,Current Income Taxes Payable,103.75,1.51,164.02,1.53,141.62,10.05,128.82,14.97,169.02,47.54,306.42,71.04,146.28,56.01,239.96,101.01,181.66,44.75,210.17,26.38,Upgrade
24,Current Unearned Revenue,196.39,183.51,318.79,592.9,1596,2661,2670,5206,6397,6651,6972,7697,8597,8154,8115,6874,7668,7875,7603,-,Upgrade
25,Other Current Liabilities,783.3,606.27,752.21,632.64,924.95,733.68,747.07,631.92,718.84,741.5,813.65,825.65,1208,935.25,1200,733.27,429,255.28,1235,7377,Upgrade
26,Total Current Liabilities,2182,2433,2650,3239,4520,5641,5142,8469,9770,10479,10761,11673,12910,12169,12555,12733,12077,13330,12685,12361,Upgrade
