,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,20206,40514,31319,17720,29720,71461,36373,48776,23022,35763,Upgrade
1,Revenue Growth (YoY),-35.48%,128.63%,5.38%,-75.20%,-18.29%,46.51%,57.99%,36.39%,11.28%,49.34%,Upgrade
2,Cost of Revenue,19147,37143,32164,21165,23949,58189,28848,39068,17121,27717,Upgrade
3,Gross Profit,1059,3371,-845.24,-3445,5772,13272,7525,9708,5901,8046,Upgrade
4,"Selling, General & Admin",1590,1683,2293,3828,1984,3167,2907,3011,2003,2799,Upgrade
5,Operating Expenses,1848,1070,3281,6324,2036,3227,2907,3011,2003,2799,Upgrade
6,Operating Income,-788.79,2300,-4127,-9769,3735,10046,4618,6697,3898,5247,Upgrade
7,Interest Expense,-1841,-1611,-1416,-2193,-372.42,-352.78,-225.96,-375.77,-291.65,-368.29,Upgrade
8,Interest & Investment Income,110.83,97.48,104.98,130.06,271.16,378.81,653.18,611.44,333.14,458.74,Upgrade
9,Earnings From Equity Investments,-80.68,976.08,-564.14,-1844,103.71,103.89,654.92,885.19,1243,1715,Upgrade
10,Currency Exchange Gain (Loss),-158.69,672.05,-1045,-1038,-932.01,651.13,139.55,1132,-273.67,-209.83,Upgrade
11,Other Non Operating Income (Expenses),28.87,55.13,370.14,330.11,61.31,122.16,165.48,-84.51,129.43,149.67,Upgrade
12,EBT Excluding Unusual Items,-2730,2490,-6676,-14384,2867,10949,6005,8866,5038,6992,Upgrade
13,Gain (Loss) on Sale of Investments,-273.45,-386.6,-124.25,-10.79,-218.13,-770.69,661.58,393.34,347.16,-194.09,Upgrade
14,Gain (Loss) on Sale of Assets,-79.03,-650.94,29.62,51.77,21.09,41.65,36.63,97.79,529.51,980.6,Upgrade
15,Asset Writedown,-370.98,-93.41,-40.28,-1265,6.55,968.41,339.71,513.01,427.58,-429.47,Upgrade
16,Other Unusual Items,-,-,-,-,-1.61,-6.63,3.16,-42.55,-,-24.13,Upgrade
17,Pretax Income,-3453,1359,-6811,-15607,2675,11182,7046,9827,6343,7325,Upgrade
18,Income Tax Expense,987.17,905.61,2321,-143.18,770.8,4218,1683,2668,1606,2568,Upgrade
19,Earnings From Continuing Operations,-4440,453.12,-9132,-15464,1904,6964,5363,7159,4737,4758,Upgrade
20,Minority Interest in Earnings,-375.94,-336.06,281.22,1740,-1121,-2901,-1694,-2380,-1254,-1398,Upgrade
21,Net Income,-4816,117.06,-8851,-13724,782.95,4062,3669,4779,3483,3359,Upgrade
22,Preferred Dividends & Other Adjustments,123.08,128.32,121.17,56.07,52.12,51.98,66.8,115.55,114.08,113.03,Upgrade
23,Net Income to Common,-4939,-11.26,-8972,-13780,730.83,4010,3603,4663,3369,3246,Upgrade
24,Net Income Growth,-,-,-,-,-78.66%,-14.99%,5.35%,42.25%,5.36%,59.80%,Upgrade
25,Shares Outstanding (Basic),10413,10407,10413,9389,8986,8671,8568,8482,8195,8171,Upgrade
26,Shares Outstanding (Diluted),10413,10407,10413,9389,8989,8699,8638,8548,8271,8247,Upgrade
27,Shares Change (YoY),0.00%,10.84%,15.84%,7.93%,4.06%,1.77%,4.43%,3.64%,1.41%,-2.05%,Upgrade
28,EPS (Basic),-0.47,-0.00,-0.86,-1.47,0.08,0.46,0.42,0.55,0.41,0.40,Upgrade
29,EPS (Diluted),-0.47,-0.00,-0.86,-1.47,0.08,0.46,0.42,0.55,0.40,0.39,Upgrade
30,EPS Growth,-,-,-,-,-80.95%,-16.22%,4.01%,39.45%,3.62%,59.86%,Upgrade
31,Free Cash Flow,6818,1136,10840,14259,5619,-4699,4332,18106,-1250,-1767,Upgrade
32,Free Cash Flow Per Share,0.65,0.11,1.04,1.52,0.63,-0.54,0.50,2.12,-0.15,-0.21,Upgrade
33,Dividend Per Share,-,-,-,-,-,0.055,0.096,0.234,0.094,0.211,Upgrade
34,Dividend Growth,-,-,-,-,-,-76.55%,2.12%,10.86%,9.66%,11.42%,Upgrade
35,Operating Margin,-3.90%,5.68%,-13.18%,-55.13%,12.57%,14.06%,12.70%,13.73%,16.93%,14.67%,Upgrade
36,Profit Margin,-24.45%,-0.03%,-28.65%,-77.77%,2.46%,5.61%,9.90%,9.56%,14.63%,9.08%,Upgrade
37,Free Cash Flow Margin,33.74%,2.80%,34.61%,80.47%,18.91%,-6.58%,11.91%,37.12%,-5.43%,-4.94%,Upgrade
38,EBITDA,-717.48,2430,-4067,-9671,3807,10120,4694,6761,3932,5274,Upgrade
39,D&A For EBITDA,71.3,129.47,60.05,97.54,71.46,74.76,76.5,63.75,33.33,26.6,Upgrade
40,EBIT,-788.79,2300,-4127,-9769,3735,10046,4618,6697,3898,5247,Upgrade
