,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,11385,12750,19763,20108,31140,46462,52304,51053,59272,58537,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,4670,2422,1953,1206,Upgrade
2,Trading Asset Securities,4.67,4.26,-,20.76,36.01,431.06,554.26,374.26,797.87,585.67,Upgrade
3,Cash & Short-Term Investments,11390,12754,19763,20129,31176,46894,57528,53849,62023,60328,Upgrade
4,Cash Growth,-42.37%,-36.64%,-36.61%,-57.08%,-45.81%,-12.92%,-7.25%,-10.74%,11.70%,32.06%,Upgrade
5,Accounts Receivable,3756,3627,4316,4316,4608,5288,4521,3459,2578,2951,Upgrade
6,Other Receivables,69551,78877,92907,93355,90250,102273,113760,107860,83183,75763,Upgrade
7,Receivables,73308,82504,97223,97671,94857,107561,118281,111319,85760,78714,Upgrade
8,Inventory,108656,118269,162680,184238,192735,188302,176181,141923,141887,130756,Upgrade
9,Prepaid Expenses,1323,1199,1330,1366,1247,1365,1234,3962,4430,2891,Upgrade
10,Other Current Assets,7448,3091,2540,4217,8877,7406,10017,5807,9855,9145,Upgrade
11,Total Current Assets,202125,217818,283536,307620,328893,351527,363241,316859,303955,281833,Upgrade
12,"Property, Plant & Equipment",631.09,649.78,805,775.8,759.3,738.41,588.13,352.53,348.88,314.57,Upgrade
13,Long-Term Investments,30045,32559,28382,27667,30715,35843,39103,36333,26616,22300,Upgrade
14,Goodwill,1488,1488,1488,1455,1455,1344,706.66,470.95,470.95,431.13,Upgrade
15,Other Intangible Assets,263.84,278.44,296.2,311.09,329.09,328.47,210.22,91.05,130.87,100.6,Upgrade
16,Long-Term Deferred Tax Assets,2063,2231,2415,2343,2058,2202,2076,2196,1976,1758,Upgrade
17,Long-Term Deferred Charges,39.22,38.01,13.96,10.89,14.77,12.66,-,-,-,-,Upgrade
18,Other Long-Term Assets,46131,46018,45858,45951,45792,40755,34066,22998,19350,18117,Upgrade
19,Total Assets,282787,301081,362794,386133,410015,432750,439991,379299,352848,324855,Upgrade
20,Accounts Payable,46725,29133,31055,31062,46392,41545,49909,39061,26141,26327,Upgrade
21,Accrued Expenses,8203,7118,8407,7580,6920,5331,2841,1089,818.72,1794,Upgrade
22,Short-Term Debt,1629,1571,1505,1401,-,-,26781,-,19042,19324,Upgrade
23,Current Portion of Long-Term Debt,64580,67693,71053,70729,19346,17735,19569,18699,25255,21138,Upgrade
24,Current Portion of Leases,40.44,49.46,68.76,62.91,71.87,69.78,68.62,65.82,63.89,66.57,Upgrade
25,Current Income Taxes Payable,6583,6611,8279,6705,6869,9709,8938,10248,9195,9713,Upgrade
26,Current Unearned Revenue,42143,48545,85308,91552,82885,77822,93548,74627,70871,54465,Upgrade
27,Other Current Liabilities,28422,47799,47311,49567,41187,71528,45984,63080,45369,38040,Upgrade
28,Total Current Liabilities,198326,208521,252987,258658,203671,223740,247639,206871,196755,170867,Upgrade
29,Long-Term Debt,22358,23016,29671,36319,94795,96391,91216,86073,80092,82560,Upgrade
30,Long-Term Leases,99.88,114.35,148.66,153.94,165.15,155.02,168.65,56.75,61.73,72.16,Upgrade
31,Long-Term Deferred Tax Liabilities,4812,4851,5037,4808,5162,5043,4434,2650,3284,3157,Upgrade
32,Other Long-Term Liabilities,-,9.32,10.5,13.17,562.53,20.79,5.29,6.85,13.72,1.27,Upgrade
33,Total Liabilities,225596,236512,287854,299952,304356,325350,343463,295657,280206,256658,Upgrade
34,Common Stock,855.61,855.61,855.58,855.58,746.01,715.19,672.33,668.48,661.43,639.72,Upgrade
35,Additional Paid-In Capital,8877,8877,8875,8875,7265,7225,5393,5192,4747,3583,Upgrade
36,Retained Earnings,7528,12467,12581,21553,35270,35100,31932,30314,26410,25101,Upgrade
37,Comprehensive Income & Other,-134.68,-45.54,57.74,54.9,598.83,874.6,1296,3414,4226,4759,Upgrade
38,Total Common Equity,17125,22154,22370,31339,43880,43915,39293,39589,36044,34083,Upgrade
39,Minority Interest,40066,42415,52570,54841,61779,63485,57235,44054,36597,34114,Upgrade
40,Shareholders' Equity,57191,64569,74940,86180,105658,107400,96528,83642,72641,68197,Upgrade
41,Total Liabilities & Equity,282787,301081,362794,386133,410015,432750,439991,379299,352848,324855,Upgrade
42,Total Debt,88707,92445,102447,108667,114378,114351,137803,104895,124514,123162,Upgrade
43,Net Cash (Debt),-77317,-79691,-82684,-88538,-83202,-67458,-80275,-51046,-62492,-62834,Upgrade
44,Net Cash Per Share,-7.42,-7.66,-7.94,-9.43,-9.26,-7.75,-9.29,-5.97,-7.56,-7.62,Upgrade
45,Filing Date Shares Outstanding,10413,10413,10413,10378,9041,9032,8524,8498,8407,8178,Upgrade
46,Total Common Shares Outstanding,10413,10413,10413,10378,9041,9032,8524,8498,8407,8178,Upgrade
47,Working Capital,3799,9297,30549,48962,125222,127787,115602,109988,107200,110966,Upgrade
48,Book Value Per Share,1.46,1.94,1.96,2.83,4.64,4.65,4.38,4.24,3.83,3.69,Upgrade
49,Tangible Book Value,15373,20387,20585,29573,42096,42243,38376,39027,35442,33551,Upgrade
50,Tangible Book Value Per Share,1.29,1.77,1.79,2.66,4.44,4.46,4.28,4.18,3.75,3.63,Upgrade
51,Machinery,-,536.67,-,524.82,-,485.92,-,333.63,-,259.73,Upgrade
