,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,99507,102106,87520,94163,91275,103262,98351,99218,96474,79721,97196,88242,118282,105717,135901,133952,142469,116486,80400,63800,90360,Upgrade
1,Market Cap Growth,-1.12%,-1.12%,-11.01%,-5.09%,-5.39%,29.53%,1.19%,12.44%,-18.44%,-24.59%,-28.48%,-34.12%,-16.98%,-9.25%,69.03%,109.95%,57.67%,53.71%,4.77%,-30.67%,17.48%,Upgrade
2,Enterprise Value,96853,98874,81999,90353,87465,98930,91662,92541,89797,71695,90077,82801,112841,100137,131832,127071,135587,109725,74867,60122,86681,Upgrade
3,Last Close Price,6.89,7.07,5.96,6.08,5.89,6.67,6.09,6.14,5.85,4.84,5.77,5.24,7.02,6.10,7.73,7.63,8.11,6.63,4.53,3.59,5.09,Upgrade
4,PE Ratio,19.16,19.66,17.20,19.12,18.91,24.23,27.18,35.40,34.58,21.14,21.29,15.69,19.51,16.99,22.35,25.11,35.58,42.87,41.86,40.57,48.18,Upgrade
5,Forward PE,19.14,18.17,15.77,17.66,17.15,18.79,19.65,21.14,20.71,15.41,18.96,13.89,18.20,16.29,20.52,22.32,28.14,32.13,31.34,24.01,29.44,Upgrade
6,PS Ratio,7.97,8.18,7.08,7.81,7.67,9.62,9.75,10.95,10.24,7.21,7.86,6.22,7.97,6.88,9.17,9.74,11.78,10.49,7.29,5.57,7.45,Upgrade
7,PB Ratio,6.30,6.34,5.43,4.94,5.06,6.13,6.35,5.44,5.58,4.19,4.83,4.50,6.33,6.20,7.27,7.15,8.25,7.57,5.80,4.53,6.45,Upgrade
8,P/TBV Ratio,6.57,6.57,5.64,5.10,5.22,6.33,6.57,5.61,5.75,4.30,4.95,4.62,6.50,6.36,7.45,7.33,8.47,7.77,5.98,4.67,6.66,Upgrade
9,P/FCF Ratio,14.93,15.32,12.76,14.37,12.33,14.42,13.51,14.08,14.61,10.66,12.12,9.40,12.66,12.38,19.06,22.07,27.60,26.78,18.87,19.20,29.27,Upgrade
10,P/OCF Ratio,14.51,14.51,12.17,13.75,11.89,14.06,13.19,13.87,14.40,10.41,11.81,9.16,12.33,12.14,18.77,21.82,27.27,26.22,18.38,18.19,26.35,Upgrade
11,PEG Ratio,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,Upgrade
12,EV/Sales Ratio,7.75,7.92,6.64,7.49,7.35,9.22,9.08,10.21,9.53,6.48,7.29,5.84,7.61,6.52,8.90,9.24,11.21,9.88,6.79,5.24,7.14,Upgrade
13,EV/EBITDA Ratio,12.62,18.77,14.91,16.29,15.60,22.32,23.43,31.32,29.30,16.65,17.33,12.52,16.06,13.36,18.46,20.35,28.35,36.43,36.41,34.61,45.71,Upgrade
14,EV/EBIT Ratio,20.83,19.89,15.81,17.44,16.74,24.53,26.23,36.56,34.25,18.65,19.04,13.53,17.28,14.32,19.86,22.09,31.60,43.56,45.86,46.03,-,Upgrade
15,EV/FCF Ratio,14.53,14.83,11.95,13.79,11.81,13.81,12.59,13.13,13.60,9.59,11.23,8.82,12.08,11.73,18.49,20.94,26.26,25.23,17.57,18.09,28.08,Upgrade
16,Debt / Equity Ratio,0.21,0.21,0.22,0.18,0.18,0.19,0.20,0.16,0.16,0.16,0.15,0.15,0.15,0.18,0.15,0.15,0.00,0.06,0.07,0.07,0.07,Upgrade
17,Debt / EBITDA Ratio,0.45,0.61,0.30,0.76,0.20,0.49,0.28,0.61,0.25,0.65,0.44,0.58,0.17,0.37,0.22,0.40,0.01,0.15,0.23,0.89,2.36,Upgrade
18,Debt / FCF Ratio,0.52,0.52,0.50,0.53,0.44,0.45,0.43,0.41,0.43,0.39,0.38,0.32,0.30,0.35,0.39,0.45,0.01,0.23,0.21,0.28,0.30,Upgrade
19,Asset Turnover,0.57,0.53,0.44,0.55,0.55,0.50,0.42,0.33,0.39,0.29,0.46,0.56,0.57,0.58,0.62,0.80,0.65,0.56,0.42,0.71,Upgrade,
20,Inventory Turnover,244.21,266.98,315.70,380.41,339.27,238.24,251.83,274.53,263.32,250.45,268.34,364.28,429.39,352.78,394.90,691.29,1035.81,870.94,284.67,324.57,1117.67,Upgrade
