,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,34.12,22.74,30.6,38.31,22.53,3.85,7.34,8.78,11.57,2.82
1,Short-Term Investments,-,0.81,-,0.51,-,0.31,-,0.41,-,0.49
2,Cash & Short-Term Investments,34.12,23.56,30.6,38.82,22.53,4.16,7.34,9.19,11.57,3.31
3,Cash Growth,11.48%,-39.31%,35.84%,833.08%,206.92%,-54.72%,-36.57%,177.75%,-27.45%,-82.57%
4,Accounts Receivable,0.83,0.33,1.11,0.6,2.03,1.3,2.58,1.54,1.65,2.69
5,Other Receivables,0.74,0.15,0.62,0.06,0.86,0.15,0.58,0.17,1.15,1.15
6,Receivables,1.56,0.49,1.72,0.66,2.89,1.45,3.16,1.71,2.8,3.84
7,Inventory,1.51,1.65,1.29,1.78,2.44,2.17,1.78,1.41,1.02,1.51
8,Other Current Assets,-,-,1.44,1.47,16.71,1.4,1.44,1.63,1.5,1.38
9,Total Current Assets,37.18,25.69,35.06,42.72,44.56,9.17,13.73,13.94,16.88,10.03
10,"Property, Plant & Equipment",144.08,162.03,165.26,169.93,172.46,191.33,194.79,198.59,203.5,208.93
11,Total Assets,181.26,187.72,200.32,212.65,217.02,200.5,208.52,212.53,220.38,218.97
12,Accounts Payable,1.57,1.58,2.22,3.06,5.17,5.9,3.74,1.91,1.25,1.92
13,Short-Term Debt,-,-,-,-,-,-,-,-,-,20.45
14,Current Portion of Long-Term Debt,8.39,10.9,11.76,13.08,12.01,17.22,17.13,13.3,13.33,7.67
15,Current Portion of Leases,0.18,0.19,4.76,14.34,22.24,17.12,11.19,14.18,15.45,11.64
16,Current Unearned Revenue,0.13,0.13,-,-,1.2,0.26,0.5,0.53,0.54,0.19
17,Other Current Liabilities,1.65,2.77,2.16,2.49,1.57,1.02,0.86,1.38,1.81,1.81
18,Total Current Liabilities,11.92,15.57,20.9,32.97,42.2,41.52,33.42,31.3,32.38,43.67
19,Long-Term Debt,33.92,47.32,41.69,47.16,43.89,23.62,18.1,30.75,36.54,24.94
20,Long-Term Leases,0.36,0.46,0.54,0.65,5.38,14.33,36.21,31.17,35.76,45.27
21,Total Liabilities,46.2,63.36,63.13,80.77,91.46,79.47,87.73,93.22,104.67,113.88
22,Common Stock,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4
23,Additional Paid-In Capital,-,74.89,74.89,74.89,74.89,74.89,74.89,74.89,74.89,69.66
24,Retained Earnings,-,35.03,48.1,42.56,36.18,-0.04,31.4,29.91,26.32,21.31
25,Comprehensive Income & Other,130.65,10.04,9.8,10.03,10.09,41.77,10.1,10.11,10.1,10.12
26,Shareholders' Equity,135.05,124.37,137.19,131.88,125.56,121.03,120.79,119.31,115.71,105.09
27,Total Liabilities & Equity,181.26,187.72,200.32,212.65,217.02,200.5,208.52,212.53,220.38,218.97
28,Total Debt,42.85,58.87,58.75,75.22,83.52,72.29,82.63,89.4,101.07,109.96
29,Net Cash (Debt),-8.74,-35.32,-28.15,-36.41,-60.99,-68.13,-75.29,-80.21,-89.5,-106.65
30,Net Cash Per Share,-0.02,-0.08,-0.06,-0.08,-0.14,-0.15,-0.17,-0.18,-0.22,-0.27
31,Filing Date Shares Outstanding,440,440,440,440,440,440,440,440,440,400
32,Total Common Shares Outstanding,440,440,440,440,440,440,440,440,440,400
33,Working Capital,25.26,10.12,14.16,9.75,2.36,-32.35,-19.69,-17.36,-15.5,-33.64
34,Book Value Per Share,0.31,0.28,0.31,0.30,0.29,0.28,0.27,0.27,0.26,0.26
35,Tangible Book Value,135.05,124.37,137.19,131.88,125.56,121.03,120.79,119.31,115.71,105.09
36,Tangible Book Value Per Share,0.31,0.28,0.31,0.30,0.29,0.28,0.27,0.27,0.26,0.26
37,Machinery,-,227.31,-,170.36,-,137.36,-,108.68,-,108.23
38,Leasehold Improvements,-,0.16,-,0.15,-,-,-,-,-,-
