,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,30.26,28.85,30.06,30.89,33.23,27.55,24.78,26.37,29.61,25.17
1,Revenue Growth (YoY),0.65%,-6.60%,-9.54%,12.13%,34.11%,4.49%,-16.30%,4.75%,20.45%,14.02%
2,Cost of Revenue,19.4,21.32,20.58,24.01,24.88,24.01,20.01,18.65,20.66,18.24
3,Gross Profit,10.86,7.54,9.49,6.89,8.36,3.54,4.77,7.72,8.94,6.93
4,"Selling, General & Admin",2.13,2.56,1.79,2.49,2.1,1.92,1.75,1.77,1.43,1.46
5,Other Operating Expenses,-4.18,0.91,-0.76,0.12,-0.23,-0.08,-0.05,0.49,-0.03,1.38
6,Operating Expenses,-2.06,3.48,1.03,2.61,1.86,1.84,1.7,2.26,1.4,2.83
7,Operating Income,12.92,4.06,8.46,4.28,6.49,1.7,3.07,5.46,7.54,4.1
8,Interest Expense,-2.22,-2.45,-2.93,-3.5,-1.94,-1.67,-1.92,-1.61,-3.2,-2.69
9,Interest & Investment Income,-,0.6,-,0.19,-,0,-,0.03,-,0.23
10,Currency Exchange Gain (Loss),-,-,-,-,-,0.07,0.35,-0.76,0.67,-0.09
11,EBT Excluding Unusual Items,10.69,2.21,5.54,0.96,4.56,0.1,1.49,3.12,5.01,1.54
12,Gain (Loss) on Sale of Assets,-,-,-,5.47,-,0,-,-,-,-
13,Other Unusual Items,-,-0.48,-,-0.33,-,-1.02,-,0.05,-,-
14,Pretax Income,10.69,3.06,5.54,6.38,4.56,0.24,1.49,3.59,5.01,2.75
15,Income Tax Expense,0.01,0.09,0,-,0,0.01,0,0.01,-,-
16,Earnings From Continuing Operations,10.69,2.96,5.53,6.38,4.55,0.23,1.49,3.59,5.01,2.75
17,Net Income,10.69,2.96,5.53,6.38,4.55,0.23,1.49,3.59,5.01,2.75
18,Net Income to Common,10.69,2.96,5.53,6.38,4.55,0.23,1.49,3.59,5.01,2.75
19,Net Income Growth,93.13%,-53.54%,21.52%,2636.91%,206.05%,-93.51%,-70.32%,30.46%,54.13%,52.16%
20,Shares Outstanding (Basic),440,440,440,440,440,440,440,440,406,400
21,Shares Outstanding (Diluted),440,440,440,440,440,440,440,440,406,400
22,Shares Change (YoY),-,-,-,-,-,-0.04%,8.33%,10.05%,1.54%,13.27%
23,EPS (Basic),0.02,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01
24,EPS (Diluted),0.02,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01
25,EPS Growth,93.13%,-53.54%,21.52%,2639.70%,206.12%,-93.51%,-72.61%,18.55%,51.81%,34.34%
26,Free Cash Flow,10.2,6.33,8.72,4.13,7.93,6.94,4.95,9.5,11.92,-24.14
27,Free Cash Flow Per Share,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.03,-0.06
28,Operating Margin,42.68%,14.08%,28.15%,13.85%,19.54%,6.17%,12.37%,20.72%,25.48%,16.27%
29,Profit Margin,35.32%,10.27%,18.41%,20.64%,13.70%,0.85%,6.00%,13.61%,16.94%,10.93%
30,Free Cash Flow Margin,33.71%,21.92%,29.00%,13.38%,23.87%,25.20%,19.97%,36.04%,40.27%,-95.90%
31,EBITDA,17.64,8.71,12.82,8.29,9.89,5.37,5.82,8,10.08,5.79
32,D&A For EBITDA,4.73,4.65,4.36,4.01,3.4,3.67,2.76,2.54,2.54,1.7
33,EBIT,12.92,4.06,8.46,4.28,6.49,1.7,3.07,5.46,7.54,4.1
