,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1578,1888,2062,1776,1642,1656,1402,1216,1077,1233
1,Revenue Growth (YoY),-23.49%,6.31%,25.60%,7.25%,17.07%,36.22%,30.21%,-1.43%,5.13%,111.35%
2,Cost of Revenue,1278,1516,1696,1275,1113,1190,1054,803.09,746.14,870.42
3,Gross Profit,300.22,372.16,366,501.61,529.33,466.5,348.12,412.72,330.96,363.03
4,"Selling, General & Admin",207.99,229.64,234.16,323.74,385.56,308.79,219.61,130.51,124.46,106.09
5,Research & Development,128.29,142.87,122.7,136.31,133.96,132.72,107.71,72.22,55.55,54.63
6,Other Operating Expenses,40.95,13.47,-1.52,-38.53,15.99,-27.99,20.59,-29.32,23.03,0.15
7,Operating Expenses,377.22,377.4,355.35,430.61,535.51,433.96,347.91,173.41,203.04,160.86
8,Operating Income,-77,-5.24,10.65,71.01,-6.18,32.54,0.21,239.31,127.91,202.17
9,Interest Expense,-41.87,-45.28,-44.66,-37.43,-15.04,-9.96,-7.2,-5.24,-4.59,-3.26
10,Interest & Investment Income,15.36,18.78,21.32,16.83,9.7,5.19,2.72,7.34,-,1.47
11,Earnings From Equity Investments,21.41,5.84,-5.49,16.17,-8.07,-13.3,-5.54,-9.7,-4.27,-8.15
12,Currency Exchange Gain (Loss),-0.6,0.08,-0.85,-0.52,-5.15,-5.23,-2.51,-0.94,-1.21,-
13,Other Non Operating Income (Expenses),-,-5.37,-,-3.71,-,-9.87,-,-12,-,-
14,EBT Excluding Unusual Items,-82.7,-31.17,-19.03,62.34,-24.73,-0.63,-12.33,218.78,117.85,192.22
15,Gain (Loss) on Sale of Investments,94.18,83.91,62.32,51.09,69,128.28,360.29,29.83,-,-18.02
16,Gain (Loss) on Sale of Assets,0.16,-0.16,0.61,-0.12,0.78,0.31,-,-,-,-0.01
17,Other Unusual Items,24.73,-61.06,-,-35.9,-,-29.48,-,-38.5,126.5,-40.11
18,Pretax Income,36.38,-8.47,43.91,77.41,45.05,98.47,347.96,210.11,244.35,134.08
19,Income Tax Expense,3.8,11.76,13.56,2.64,23.8,6.09,56.89,-8.03,21.71,30.77
20,Earnings From Continuing Operations,32.58,-20.24,30.35,74.76,21.25,92.39,291.07,218.14,222.64,103.31
21,Minority Interest in Earnings,-0.95,-1.3,2.81,4.06,53.85,25.8,11.67,-1.87,-,-
22,Net Income,31.63,-21.54,33.16,78.82,75.1,118.19,302.75,216.27,222.64,103.31
23,Net Income to Common,31.63,-21.54,33.16,78.82,75.1,118.19,302.75,216.27,222.64,103.31
24,Net Income Growth,-4.63%,-,-55.84%,-33.31%,-75.19%,-45.35%,35.98%,109.33%,-,-
25,Shares Outstanding (Basic),365,367,376,385,404,420,425,398,209,177
26,Shares Outstanding (Diluted),366,371,376,386,417,432,440,434,293,245
27,Shares Change (YoY),-2.66%,-3.82%,-9.84%,-10.68%,-5.05%,-0.40%,50.21%,77.18%,53.01%,28.53%
28,EPS (Basic),0.09,-0.06,0.09,0.20,0.19,0.28,0.71,0.54,1.07,0.58
29,EPS (Diluted),0.09,-0.06,0.09,0.20,0.18,0.28,0.69,0.51,0.33,0.42
30,EPS Growth,-1.70%,-,-50.96%,-27.35%,-73.91%,-45.73%,108.56%,20.26%,-,-
31,Free Cash Flow,-52.73,-92.87,-232.33,140.45,45.58,65.34,-258.38,-30.52,10.47,8.63
32,Free Cash Flow Per Share,-0.14,-0.25,-0.62,0.36,0.11,0.15,-0.59,-0.07,0.04,0.04
33,Operating Margin,-4.88%,-0.28%,0.52%,4.00%,-0.38%,1.96%,0.01%,19.68%,11.88%,16.39%
34,Profit Margin,2.00%,-1.14%,1.61%,4.44%,4.57%,7.14%,21.59%,17.79%,20.67%,8.38%
35,Free Cash Flow Margin,-3.34%,-4.92%,-11.27%,7.91%,2.78%,3.95%,-18.42%,-2.51%,0.97%,0.70%
36,EBITDA,-11.7,-35.44,71.79,74.25,30.75,30.07,39.22,276.16,165.96,239.63
37,D&A For EBITDA,65.3,-30.21,61.13,3.24,36.93,-2.47,39.01,36.85,38.05,37.46
38,EBIT,-77,-5.24,10.65,71.01,-6.18,32.54,0.21,239.31,127.91,202.17
39,Advertising Expenses,9.6,-,8.87,-,37.09,-,32.06,-,13.4,-
