,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,10772890,11014213,10282845,231200070,173123345,189255344,159309794,174764513,186268933,245869170,11894083,153340737,96478822,11440685,106563805,85039511,49339097,107157586,69881189,9097015,Upgrade
1,Investment Securities,549627841,501159125,511956598,260266751,261502169,253346957,260715227,239775596,270276357,280016987,457505105,193548232,208425933,314841107,167959015,212534501,153145827,171878015,160943859,182282430,Upgrade
2,Trading Asset Securities,13397316,13330855,8185847,7006889,6972474,5577810,3694002,1798957,2739678,1342686,1879386,3344910,6261195,6729178,3846583,3795430,10337644,5904155,5178744,5931221,Upgrade
3,Total Investments,563025157,514489980,520142445,267273640,268474643,258924767,264409229,241574553,273016035,281359673,459384491,196893142,214687128,321570285,171805598,216329931,163483471,177782170,166122603,188213651,Upgrade
4,Gross Loans,2067687798,1965147058,1893359784,1804928357,1792229166,1669301976,1642506023,1609667070,1540017588,1521014873,1508289444,1440725854,1378659218,1346381033,1318092282,1244503275,1237591373,1164750163,1163830925,1135217406,Upgrade
5,Allowance for Loan Losses,-38816118,-38732028,-38021488,-41329917,-40554270,-41893860,-39442484,-42443653,-38137733,-43143102,-39933628,-35718225,-29233052,-30186462,-28152625,-23561993,-19194774,-19762945,-18588262,-16763432,Upgrade
6,Net Loans,2028871680,1926415030,1855338296,1763598440,1751674896,1627408116,1603063539,1567223417,1501879855,1477871771,1468355816,1405007629,1349426166,1316194571,1289939657,1220941282,1218396599,1144987218,1145242663,1118453974,Upgrade
7,"Property, Plant & Equipment",6799725,6428898,6512484,6235651,8479383,5997552,8717361,5988232,8035631,5800792,8437620,6156731,8478056,6073131,9125304,6009491,9047208,5973387,8887047,6125427,Upgrade
8,Other Intangible Assets,5320612,5126282,5073059,4655419,4694779,4488389,4500681,4387569,4436163,4331045,4306598,4352564,4403182,4309359,4227276,4232001,4259791,4195425,4238675,4272125,Upgrade
9,Accrued Interest Receivable,23150623,21014637,16743210,15585512,16172291,14668437,13094177,13130275,13178594,12771115,12044011,11556132,11178557,13947276,12495823,11978208,12922655,12335212,12627450,14501925,Upgrade
10,Other Receivables,25767607,39496018,48307299,36064461,22145168,28601146,20750314,22226244,19192615,15982041,11339365,9012335,4588760,10060667,6709074,10736555,6059864,11651549,7034112,101631031,Upgrade
11,Restricted Cash,92341029,47435666,52441064,-,51615657,-,47536512,74131546,111418448,-,-,58216772,68851444,-,37588465,-,49432144,-,28062207,-,Upgrade
12,Long-Term Deferred Tax Assets,27056,37292,38085,37537,36982,36266,35577,35462,35542,37751,37151,36509,36588,35054,42325,41241,37087,-,41698,37016,Upgrade
13,Other Real Estate Owned & Foreclosed,-,-,-,-,55420,-,55420,-,55420,-,-,-,55420,-,70750,-,70750,-,57972,-,Upgrade
14,Other Long-Term Assets,4616973,4523259,6174667,4080022,1507659,3474560,1401439,3402738,1292355,4929360,3493556,3131883,1230862,3047136,3768807,3579187,3637046,3723407,3844832,3711917,Upgrade
