,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Other Revenue,4209,6009,9950,6970,9239,7308,9483,11564,14896,4993,Upgrade
1,Total Revenue,5083,7032,10820,8130,9855,8209,10041,12337,15446,5551,Upgrade
2,Revenue Growth (YoY,-53.02%,-13.51%,9.79%,-0.96%,-1.85%,-33.46%,-34.99%,122.25%,75.32%,-31.16%,Upgrade
3,Property Expenses,1461,2882,5980,3918,5616,3605,4349,6715,5484,1895,Upgrade
4,"Selling, General & Administrative",747,752,772,757,796,809,1124,985,1041,823,Upgrade
5,Depreciation & Amortization,316,313,311,316,319,316,333,336,334,316,Upgrade
6,Total Operating Expenses,2524,3947,7063,4991,6731,4730,5806,8036,6859,3034,Upgrade
7,Operating Income,2559,3085,3757,3139,3124,3479,4235,4301,8587,2517,Upgrade
8,Interest Expense,75,-7,-554,-316,-351,-176,43,-224,-136,-566,Upgrade
9,Income (Loss) on Equity Investments,-110,-103,-1009,-441,400,-500,1284,-316,644,594,Upgrade
10,Currency Exchange Gain (Loss),-84,-304,-33,-39,-41,-167,-41,-28,-87,-200,Upgrade
11,Other Non-Operating Income,37,-148,-120,87,-112,-61,-47,17,73,-36,Upgrade
12,EBT Excluding Unusual Items,2477,2523,2041,2430,3020,2575,5474,3750,9081,2309,Upgrade
13,Gain (Loss) on Sale of Investments,-105,-116,-272,-769,-688,256,565,661,1055,132,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,532,573,22,-,Upgrade
15,Asset Writedown,-3145,-7950,-985,-250,-3300,-1637,90,-2408,738,-3810,Upgrade
16,Pretax Income,-773,-5543,784,1411,-968,1194,6661,2576,10896,-1369,Upgrade
17,Income Tax Expense,-720,-2985,414,676,641,1019,1472,1426,4391,352,Upgrade
18,Earnings From Continuing Operations,-53,-2558,370,735,-1609,175,5189,1150,6505,-1721,Upgrade
19,Minority Interest in Earnings,-534,-79,-121,-39,-153,-118,-208,-112,-900,-20,Upgrade
20,Net Income,-587,-2637,249,696,-1762,57,4981,1038,5605,-1741,Upgrade
21,Net Income to Common,-587,-2637,249,696,-1762,57,4981,1038,5605,-1741,Upgrade
22,Net Income Growth,-,-,-,1121.05%,-,-94.51%,-11.13%,-,498.82%,-,Upgrade
23,Basic Shares Outstanding,3056,3056,3056,3056,3056,3056,3057,3053,3051,3049,Upgrade
24,Diluted Shares Outstanding,3056,3056,3056,3056,3056,3056,3057,3053,3051,3050,Upgrade
25,Shares Change (YoY),-,-,-,-,-0.03%,0.10%,0.20%,0.10%,0.07%,-,Upgrade
26,EPS (Basic),-0.19,-0.86,0.08,0.23,-0.58,0.02,1.63,0.34,1.84,-0.57,Upgrade
27,EPS (Diluted),-0.19,-0.86,0.08,0.23,-0.58,0.02,1.63,0.34,1.84,-0.57,Upgrade
28,EPS Growth,-,-,-,1121.10%,-,-94.51%,-11.31%,-,498.43%,-,Upgrade
29,Dividend Per Share,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,Upgrade
30,Dividend Growth,0%,0%,0%,0%,0%,0%,0%,0%,166.67%,-20.00%,Upgrade
31,Operating Margin,50.34%,43.87%,34.72%,38.61%,31.70%,42.38%,42.18%,34.86%,55.59%,45.34%,Upgrade
32,Profit Margin,-11.55%,-37.50%,2.30%,8.56%,-17.88%,0.69%,49.61%,8.41%,36.29%,-31.36%,Upgrade
33,Free Cash Flow Margin,-,7.58%,17.80%,5.57%,7.87%,65.87%,92.42%,-54.52%,48.45%,50.17%,Upgrade
34,EBITDA,2889,3415,4085,3471,3458,3819,4589,4661,8940,2849,Upgrade
35,D&A For Ebitda,330,330,328,332,334,340,354,360,353,332,Upgrade
36,EBIT,2559,3085,3757,3139,3124,3479,4235,4301,8587,2517,Upgrade
