,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,57270,66774,67080,76859,56903,70136,87402,73192,90438,63620,48059,Upgrade
1,Market Cap Growth,-13.12%,-13.12%,17.88%,9.59%,-34.90%,-4.18%,-3.36%,15.05%,88.18%,5.27%,-23.81%,Upgrade
2,Enterprise Value,70078,80647,80205,95985,66413,85356,105014,119591,120629,90948,72825,Upgrade
3,Last Close Price,18.74,21.85,21.74,24.71,18.07,22.03,27.26,22.65,27.78,19.38,14.45,Upgrade
4,PE Ratio,-,-,-,81.33,-53.38,-,17.35,12.16,13.61,16.46,-,Upgrade
5,PS Ratio,4.73,5.51,3.76,4.06,3.16,3.88,4.79,3.27,3.26,3.03,3.35,Upgrade
6,PB Ratio,0.42,0.47,0.48,0.52,0.38,0.45,0.54,0.44,0.53,0.39,0.34,Upgrade
7,P/FCF Ratio,-,-,27.28,32.31,46.30,11.34,5.95,28.66,-,6.20,6.67,Upgrade
8,P/OCF Ratio,-,-,27.28,32.31,46.30,11.34,5.95,28.66,-,6.20,6.67,Upgrade
9,EV/Sales Ratio,5.78,6.66,4.49,5.07,3.69,4.73,5.75,5.34,4.34,4.33,5.07,Upgrade
10,EV/EBITDA Ratio,11.51,12.79,10.69,12.70,9.58,11.73,12.49,12.93,8.87,7.71,9.91,Upgrade
11,EV/EBIT Ratio,12.90,14.29,11.72,13.92,10.60,12.93,13.61,14.01,9.36,8.19,10.89,Upgrade
12,EV/FCF Ratio,-,-,32.62,40.35,54.04,13.80,7.15,46.82,-,8.86,10.10,Upgrade
13,Debt / Equity Ratio,0.12,0.12,0.14,0.13,0.16,0.13,0.18,0.22,0.36,0.26,0.29,Upgrade
14,Debt / FCF Ratio,-,-,7.86,8.20,19.47,3.24,2.00,14.41,-,4.11,5.86,Upgrade
15,Earnings Yield,-5.63%,-4.83%,-3.56%,1.23%,-1.87%,-2.43%,5.76%,8.22%,7.35%,6.07%,-1.68%,Upgrade
16,FCF Yield,-,3.67%,3.10%,2.16%,8.82%,16.80%,3.49%,0.84%,16.14%,15.00%,Upgrade,
17,Dividend Yield,2.13%,1.83%,1.84%,1.62%,2.21%,1.82%,1.47%,1.77%,1.44%,2.06%,1.90%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,0.03%,-0.10%,-0.20%,-0.10%,-0.07%,-0.07%,Upgrade,
19,Total Shareholder Return,2.13%,1.83%,1.84%,1.62%,2.21%,1.85%,1.37%,1.57%,1.34%,2.00%,1.84%,Upgrade
