,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,223.83,203.03,126.31,98.9,118.87,258.76,253.54,106.49,34.55,34.22
1,Revenue Growth (YoY),77.21%,105.27%,6.25%,-61.78%,-53.12%,143.00%,633.77%,211.16%,-62.16%,-78.51%
2,Cost of Revenue,215.78,197.21,123.79,95.62,109.87,240.18,242.97,99.53,34.83,28.96
3,Gross Profit,8.05,5.81,2.52,3.28,9,18.59,10.57,6.96,-0.28,5.26
4,"Selling, General & Admin",8.33,9.46,6.72,6.99,7.89,7.44,5.44,5.23,5.67,6.87
5,Other Operating Expenses,-3.11,-1.66,-1.27,-0.23,-0.02,-0.29,-0.12,0.02,-0.05,0.1
6,Operating Expenses,6.08,1.19,6.32,15.8,4.62,2.34,9.51,9.88,6.09,7.74
7,Operating Income,1.97,4.62,-3.81,-12.52,4.38,16.24,1.07,-2.93,-6.37,-2.48
8,Interest Expense,-0.36,-0.42,-0.55,-0.8,-0.63,-1.36,-0.32,-0.29,-0.01,-0.07
9,Interest & Investment Income,0.74,1.19,1.74,1.68,1.35,0.41,0.43,0.45,0.59,1.16
10,Earnings From Equity Investments,-0.01,-0.02,-0.01,-0.01,-0.09,-0.01,-0.05,0.14,-0.03,-0.03
11,Currency Exchange Gain (Loss),0.04,0.01,-0.06,-0.01,-0.25,-1.1,-0.08,-0.69,1.44,-1.15
12,EBT Excluding Unusual Items,2.38,5.38,-2.67,-11.65,4.76,14.19,1.05,-3.32,-4.39,-2.57
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-0,-0.04,-0.02,-
14,Gain (Loss) on Sale of Assets,-,0.15,0.18,-,0,1.32,0.25,-0.26,1.1,0.39
15,Asset Writedown,-,0.18,-,-,-0.03,-0.05,-,-2.21,-0.51,-0.59
16,Pretax Income,2.38,5.71,-2.49,-11.65,4.73,15.46,1.29,-5.83,-3.82,-2.77
17,Income Tax Expense,0.84,0.08,0.75,0.18,1.11,1.78,1.48,1.99,-0.18,0.1
18,Earnings From Continuing Operations,1.54,5.63,-3.24,-11.84,3.62,13.68,-0.19,-7.82,-3.64,-2.86
19,Minority Interest in Earnings,0.03,0.38,0.22,0.12,-0.13,-1.6,0.63,1.18,0.87,0.79
20,Net Income,1.57,6.01,-3.02,-11.72,3.49,12.09,0.44,-6.64,-2.78,-2.07
21,Net Income to Common,1.57,6.01,-3.02,-11.72,3.49,12.09,0.44,-6.64,-2.78,-2.07
22,Net Income Growth,-,-,-,-,689.82%,-,-,-,-,-
23,Shares Outstanding (Basic),500,500,500,500,500,500,500,500,500,500
24,Shares Outstanding (Diluted),500,500,500,500,500,500,500,500,500,500
25,Shares Change (YoY),-,-,-,-,-,-,-,-,-,21.77%
26,EPS (Basic),0.00,0.01,-0.01,-0.02,0.01,0.02,0.00,-0.01,-0.01,-0.00
27,EPS (Diluted),0.00,0.01,-0.01,-0.02,0.01,0.02,0.00,-0.01,-0.01,-0.00
28,EPS Growth,-,-,-,-,689.82%,-,-,-,-,-
29,Free Cash Flow,-,6.79,-6.97,-11.52,-3.67,-5.71,1.87,2.88,0.63,-26.03
30,Free Cash Flow Per Share,-,0.01,-0.01,-0.02,-0.01,-0.01,0.00,0.01,0.00,-0.05
31,Operating Margin,0.88%,2.28%,-3.01%,-12.66%,3.69%,6.28%,0.42%,-2.75%,-18.45%,-7.24%
32,Profit Margin,0.70%,2.96%,-2.39%,-11.85%,2.94%,4.67%,0.17%,-6.24%,-8.03%,-6.04%
33,Free Cash Flow Margin,-,3.34%,-5.52%,-11.65%,-3.09%,-2.21%,0.74%,2.70%,1.82%,-76.06%
34,EBITDA,2.15,4.8,-3.61,-12.33,4.59,16.4,1.22,-1.71,-5.19,-1.29
35,D&A For EBITDA,0.19,0.18,0.19,0.18,0.2,0.16,0.15,1.21,1.18,1.19
36,EBIT,1.97,4.62,-3.81,-12.52,4.38,16.24,1.07,-2.93,-6.37,-2.48
