,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,83.1,94.1,74.96,77.51,84.48,85.92,86.74,85.31,70.81,75.97
1,Short-Term Investments,14.49,9.92,8.95,11.57,7.02,10.92,13.37,10.29,13.33,15.79
2,Trading Asset Securities,-,-,-,-,-,-,-,1.05,1.08,-
3,Cash & Short-Term Investments,97.59,104.01,83.91,89.08,91.51,96.84,100.11,96.64,85.23,91.76
4,Cash Growth,16.30%,16.77%,-8.30%,-8.01%,-8.59%,0.20%,17.46%,5.33%,-29.87%,-28.67%
5,Accounts Receivable,132.03,113.9,93.79,57.5,51.98,161.1,155.15,137.66,109.49,115.95
6,Other Receivables,2.42,3.24,13.77,1.59,3.14,2.4,2.76,2.25,2.25,2.04
7,Receivables,134.45,117.13,107.56,59.09,55.11,163.5,157.9,139.91,111.75,117.99
8,Other Current Assets,9.21,8.11,9.88,9.77,12.81,12.56,10.07,9.8,9.66,9.18
9,Total Current Assets,241.25,229.25,201.35,157.94,159.43,272.9,268.08,246.35,206.63,218.92
10,"Property, Plant & Equipment",1.7,1.34,1.08,0.89,0.9,0.94,1.14,1.4,3.17,4.68
11,Long-Term Investments,0.1,0.24,0.26,0.26,0.27,0.36,0.37,0.41,0.27,0.3
12,Long-Term Deferred Tax Assets,0.1,0.03,0.03,0.04,0.04,0.37,0.09,0.1,1.6,1.28
13,Other Long-Term Assets,45.95,45.95,47.24,59.74,59.67,20.22,20.74,21.6,22.39,25.19
14,Total Assets,289.1,276.81,249.96,218.87,220.31,294.79,290.42,269.87,234.06,250.37
15,Accounts Payable,135.9,118.98,99.57,62.8,46.4,123.1,139.3,118.2,84.8,91.99
16,Short-Term Debt,4.26,4.12,3.99,3.77,3.77,3.33,3.05,2.68,-,-
17,Current Portion of Leases,0.22,0.26,0.24,0.26,0.22,0.28,0.3,0.29,0.2,0.55
18,Current Income Taxes Payable,1.26,0.81,1.18,0.93,1.63,2.32,1.59,0.38,0.01,-
19,Current Unearned Revenue,-,5.11,-,-,0.03,1.87,1.1,0.12,2.8,1.28
20,Other Current Liabilities,8.13,4.38,6.7,7.23,13.32,14.07,16.09,17.41,17.38,19.84
21,Total Current Liabilities,149.78,133.65,111.68,74.99,65.37,144.98,161.43,139.09,105.2,113.67
22,Long-Term Debt,4.2,6.34,8.41,10.41,12.33,10.32,6.37,7.89,-,-
23,Long-Term Leases,0.46,0.46,0.26,0.14,0.14,0.24,0.36,0.52,0.58,0.75
24,Long-Term Deferred Tax Liabilities,-,-,0.04,-,-,-,-,-,-,-
25,Total Liabilities,154.44,140.46,120.38,85.54,77.85,155.53,168.16,147.5,105.78,114.41
26,Common Stock,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
27,Additional Paid-In Capital,-,72,72,72,72,72,72,72,-,72
28,Retained Earnings,-,40.6,34.59,37.61,49.32,45.83,33.75,33.3,-,42.72
29,Comprehensive Income & Other,125.24,13.88,12.74,13.25,10.55,9.47,6.14,6.07,116.11,8.2
30,Total Common Equity,127.91,129.15,122,125.53,134.54,129.97,114.56,114.05,118.79,125.59
31,Minority Interest,6.74,7.2,7.58,7.8,7.92,9.29,7.69,8.32,9.5,10.36
32,Shareholders' Equity,134.66,136.35,129.58,133.33,142.46,139.26,122.25,122.37,128.28,135.96
33,Total Liabilities & Equity,289.1,276.81,249.96,218.87,220.31,294.79,290.42,269.87,234.06,250.37
34,Total Debt,9.14,11.18,12.9,14.58,16.46,14.17,10.09,11.38,0.78,1.29
35,Net Cash (Debt),88.45,92.83,71.01,74.5,75.04,82.67,90.02,85.27,84.44,90.46
36,Net Cash Growth,24.55%,24.61%,-5.38%,-9.88%,-16.64%,-3.05%,6.61%,-5.74%,-25.87%,-28.08%
37,Net Cash Per Share,0.18,0.19,0.14,0.15,0.15,0.17,0.18,0.17,0.17,0.18
38,Filing Date Shares Outstanding,500,500,500,500,500,500,500,500,500,500
39,Total Common Shares Outstanding,500,500,500,500,500,500,500,500,500,500
40,Working Capital,91.47,95.6,89.67,82.95,94.06,127.92,106.66,107.26,101.44,105.26
41,Book Value Per Share,0.26,0.26,0.24,0.25,0.27,0.26,0.23,0.23,0.24,0.25
42,Tangible Book Value,127.91,129.15,122,125.53,134.54,129.97,114.56,114.05,118.79,125.59
43,Tangible Book Value Per Share,0.26,0.26,0.24,0.25,0.27,0.26,0.23,0.23,0.24,0.25
44,Machinery,-,29.68,-,29.11,-,28.96,-,29.22,-,29.33
45,Leasehold Improvements,-,0.49,-,0.49,-,0.46,-,0.4,-,0.24
