,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,335,240,265,355,275,245,233,270,330,400,360
1,Market Cap Growth,-32.39%,-32.39%,-3.64%,44.90%,18.28%,-9.26%,-29.55%,-32.50%,-8.33%,-30.43%,-40.50%
2,Enterprise Value,193,98,157,243,156,114,78,126,185,255,165
3,Last Close Price,0.67,0.48,0.53,0.71,0.55,0.49,0.47,0.54,0.66,0.80,0.72
4,PE Ratio,25.54,18.22,53.47,-,-,8.84,10.42,-23.27,-,-,-
5,PS Ratio,0.45,0.32,0.49,0.93,0.75,0.36,0.25,0.40,1.25,3.01,1.59
6,PB Ratio,1.51,1.03,1.17,1.61,1.23,0.97,0.94,1.18,1.44,1.62,1.46
7,P/TBV Ratio,1.08,1.08,1.24,1.71,1.30,1.02,1.00,1.26,1.55,1.75,1.59
8,P/FCF Ratio,-,-,-870.11,-,-,-,-,30.41,50.38,-8.16,-
9,P/OCF Ratio,-,-,3811.93,-,-,-,-,29.05,46.61,-8.25,-
10,EV/Sales Ratio,0.26,0.13,0.29,0.63,0.43,0.17,0.09,0.19,0.70,1.92,0.73
11,EV/EBITDA Ratio,15.75,8.13,79.70,-,-,3.06,2.50,-136.47,-,-,-
12,EV/EBIT Ratio,16.92,8.58,115.80,-,-,3.11,2.54,-36.26,-,-,-
13,EV/FCF Ratio,-,-,-515.46,-,-,-,-,14.21,28.31,-5.21,-
14,Debt / Equity Ratio,0.07,0.07,0.08,0.10,0.11,0.12,0.10,0.08,0.09,0.01,0.01
15,Debt / FCF Ratio,-,-,-60.76,-,-,-,-,2.13,3.25,-0.03,-
16,Return on Capital Employed (ROCE),4.73%,4.73%,0.57%,-,-,13.31%,11.55%,-1.44%,-,-,-
17,Earnings Yield,3.93%,5.49%,1.87%,-7.07%,-5.02%,11.32%,9.60%,-4.30%,-5.33%,-2.34%,1.08%
18,FCF Yield,-,-0.11%,-8.87%,-9.27%,-6.82%,-2.95%,3.29%,1.98%,-12.25%,-14.19%,
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-21.77%,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-21.77%,
