,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,83.29,60.59,28.28,82.23,43.63,65.03,12.97,39.4,46.31,28.97
1,Short-Term Investments,44.54,10.5,12.4,11.9,10.22,4.61,4.17,3.08,2.79,2.21
2,Cash & Short-Term Investments,127.83,71.09,40.68,94.13,53.86,69.64,17.13,42.48,49.1,31.17
3,Cash Growth,214.23%,-24.47%,-24.47%,35.16%,214.35%,63.95%,-65.11%,36.26%,-,-
4,Accounts Receivable,14.48,5.82,17.66,14.67,7.1,9.11,10.27,12.13,17.16,37.18
5,Other Receivables,41.91,47.86,51.39,44.74,52.98,46.58,50.04,53.71,45.88,76.5
6,Receivables,56.39,53.68,69.05,59.41,60.08,55.69,60.31,65.84,63.04,113.67
7,Inventory,153.42,289.23,292.49,232.85,312.27,215.59,215.67,299.52,269.71,308.48
8,Other Current Assets,37.67,171.03,152.19,218.86,193.98,252.31,167.68,240.36,132.2,236.43
9,Total Current Assets,375.3,585.03,554.4,605.25,620.19,593.23,460.8,648.19,514.05,689.76
10,"Property, Plant & Equipment",258.69,272.81,287.96,290.32,282.77,207.79,167.41,165.39,166.98,167.66
11,Other Intangible Assets,0.33,1.02,0.27,0.35,0.32,0.34,0.36,0.38,0.41,0.43
12,Long-Term Deferred Tax Assets,3.06,2.13,2.33,0.79,0.64,0.54,3.77,1.09,1.12,0.32
13,Total Assets,637.38,860.99,844.96,896.72,903.92,801.9,632.34,815.05,682.56,858.17
14,Accounts Payable,57.31,124.49,82.78,111.44,115.39,141.25,74.04,195.47,57.46,148.54
15,Accrued Expenses,4.62,7.47,6.53,7.19,7.81,9.27,7.42,8.66,7.56,13.96
16,Short-Term Debt,56.07,72.05,235.65,24.23,202.98,61.62,13.42,8.99,-,9.34
17,Current Portion of Long-Term Debt,109.82,228.55,124.98,330.68,130.04,193,184.38,98.18,243.46,292.77
18,Current Portion of Leases,10.08,11.46,22.16,24.72,21.7,6.05,5,8.03,8.36,8.38
19,Current Income Taxes Payable,26.31,26.31,24.13,21.5,20.22,22.58,17.87,20.5,20.65,16.25
20,Current Unearned Revenue,15.49,42.65,33.84,38.22,47.09,47.41,34.42,61.39,40.56,64.88
21,Other Current Liabilities,24.49,40.17,31.15,27.12,27.58,24.76,23.38,35.89,27.89,31.48
22,Total Current Liabilities,304.19,553.16,561.22,585.1,572.81,505.93,359.92,437.11,405.93,585.6
23,Long-Term Debt,124.13,49.7,-,-,-,-,-,99.5,-,-
24,Long-Term Leases,70.2,66.74,68.51,68.71,74.14,32.71,21.56,22.55,26.57,30.93
25,Long-Term Unearned Revenue,1.82,1.93,0.85,0.99,-,-,-,-,-,-
26,Total Liabilities,500.34,671.52,630.57,654.79,646.94,538.64,381.49,559.16,432.5,616.53
27,Common Stock,4.56,4.56,4.56,4.56,4.56,4.56,4.55,4.52,4.52,4.52
28,Additional Paid-In Capital,103.21,103.21,103.21,103.21,103.21,103.21,102.89,100.44,109.33,109.33
29,Retained Earnings,67.26,119.62,144.37,171.98,188.37,195.61,185.01,192.93,179.8,171.5
30,Comprehensive Income & Other,-38.42,-38.43,-38.65,-39.22,-40.14,-41.71,-43.49,-44.09,-45.4,-45.71
31,Total Common Equity,136.61,188.96,213.49,240.53,256,261.67,248.96,253.79,248.25,239.64
32,Minority Interest,0.42,0.51,0.9,1.39,0.98,1.59,1.89,2.11,1.8,2
33,Shareholders' Equity,137.03,189.47,214.39,241.93,256.98,263.26,250.85,255.9,250.06,241.64
34,Total Liabilities & Equity,637.38,860.99,844.96,896.72,903.92,801.9,632.34,815.05,682.56,858.17
35,Total Debt,370.3,428.49,451.29,448.34,428.85,293.38,224.36,237.25,278.38,341.41
36,Net Cash (Debt),-242.47,-357.4,-410.62,-354.21,-375,-223.74,-207.23,-194.77,-229.28,-310.24
37,Net Cash Per Share,-0.48,-0.71,-0.81,-0.70,-0.74,-0.43,-0.41,-0.39,-0.46,-0.73
38,Filing Date Shares Outstanding,505.2,505.2,505.2,505.2,505.2,505.2,504.51,500,500,500
39,Total Common Shares Outstanding,505.2,505.2,505.2,505.2,505.2,505.2,504.51,500,500,500
40,Working Capital,71.11,31.88,-6.82,20.15,47.39,87.3,100.88,211.08,108.11,104.16
41,Book Value Per Share,0.27,0.37,0.42,0.48,0.51,0.52,0.49,0.51,0.50,0.48
42,Tangible Book Value,136.29,187.95,213.22,240.18,255.69,261.33,248.6,253.41,247.85,239.21
43,Tangible Book Value Per Share,0.27,0.37,0.42,0.48,0.51,0.52,0.49,0.51,0.50,0.48
44,Buildings,-,123.98,-,121.29,-,119.72,-,116.35,-,110.2
45,Machinery,-,147.19,-,124.49,-,112.43,-,77.29,-,65.55
46,Construction In Progress,-,5.74,-,4.18,-,2.78,-,1.43,-,5.79
47,Leasehold Improvements,-,64.69,-,53.46,-,29.31,-,19.65,-,16.66
