,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,659,648,906,957,689,823,1019,1451,1890,1622,1706,Upgrade
1,Market Cap Growth,-32.26%,-32.26%,31.34%,16.25%,-32.32%,-43.28%,-46.08%,-10.53%,10.79%,-16.13%,-18.81%,Upgrade
2,Enterprise Value,-343,-492,-296,-186,-161,-98,31,477,1020,957,1129,Upgrade
3,Last Close Price,0.32,0.32,0.42,0.44,0.29,0.35,0.39,0.55,0.71,0.61,0.64,Upgrade
4,PE Ratio,58.60,-,26.92,10.24,18.60,-,-,10.04,7.29,11.04,-,Upgrade
5,Forward PE,-,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,Upgrade
6,PS Ratio,0.83,0.82,1.03,1.01,0.70,0.75,0.72,0.84,0.99,0.99,0.99,Upgrade
7,PB Ratio,0.29,0.29,0.39,0.41,0.29,0.35,0.39,0.54,0.72,0.65,0.78,Upgrade
8,P/TBV Ratio,0.29,0.29,0.39,0.41,0.29,0.35,0.39,0.54,0.73,0.66,0.79,Upgrade
9,P/FCF Ratio,-,-,6.44,16.32,-,-27.03,-,10.61,-,4.22,8.21,Upgrade
10,P/OCF Ratio,-,-,5.07,6.30,6.41,13.83,5.80,5.19,4.42,3.86,5.38,Upgrade
11,PEG Ratio,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,-,0.02,0.28,0.53,0.59,0.65,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,0.45,2.70,3.15,3.87,5.04,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,4.39,3.96,5.27,7.29,Upgrade
15,EV/FCF Ratio,-,-,-,-,-,-,-,3.48,-,2.49,5.43,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,Upgrade
17,Debt / FCF Ratio,-,-,0.20,0.49,-,-1.13,-,0.22,-,0.07,0.14,Upgrade
18,Return on Capital Employed (ROCE),-,-,-0.85%,-,-0.10%,-,-,3.91%,9.35%,7.01%,6.79%,Upgrade
19,Earnings Yield,1.71%,1.73%,3.71%,9.77%,5.38%,-6.39%,3.24%,9.96%,13.71%,9.06%,5.36%,Upgrade
20,FCF Yield,-,15.52%,6.13%,4.90%,-3.70%,8.40%,9.43%,15.08%,23.70%,12.19%,Upgrade,
21,Dividend Yield,5.31%,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-,-,-,0.71%,0.88%,0.34%,0.17%,0.01%,-,-,Upgrade,
23,Total Shareholder Return,5.31%,-,-,-,0.71%,0.88%,0.34%,0.17%,0.01%,-,-,Upgrade
