,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,125.85,52.32,108.5,51.16,28.15,82.33,110.74,132.84,23.11,30.2,Upgrade
1,Loans & Lease Receivables,715.49,824.68,774.86,865.77,832.33,774.11,733.19,741.89,842.38,943.73,Upgrade
2,Other Receivables,6.36,17.37,13.29,13.53,6.55,10.07,6.94,11.66,6.27,9.7,Upgrade
3,"Property, Plant & Equipment",5.58,6.4,3.45,4.76,6.55,8.27,9.8,1.63,3.83,6.07,Upgrade
4,Other Intangible Assets,13.36,13.36,-,-,-,-,-,-,-,-,Upgrade
5,Other Current Assets,95.17,14.91,7.07,6.28,12.63,28.58,30.66,10.24,17.95,3.13,Upgrade
6,Long-Term Deferred Tax Assets,0.9,0.49,0.75,1.07,0.68,0.62,0.6,0.68,0.95,0.86,Upgrade
7,Other Long-Term Assets,1.13,1.22,0.09,1.39,1.48,1.48,1.48,-,-,1.48,Upgrade
8,Total Assets,963.83,930.74,908.03,943.94,888.37,905.46,893.41,898.92,894.49,995.18,Upgrade
9,Accrued Expenses,1.21,2.15,2.95,3.05,2.38,2.69,2.61,2.49,4.01,4.02,Upgrade
10,Short-Term Debt,-,-,-,43,10,35.9,42,48.7,56.69,176.89,Upgrade
11,Current Portion of Leases,2.23,3.05,3.08,3.45,3.5,4.6,3.37,1.44,3.5,4.07,Upgrade
12,Long-Term Leases,2.47,3.59,0.23,1.15,2.84,3.45,6.34,-,-,1.44,Upgrade
13,Current Income Taxes Payable,8.62,6.08,9.54,7.34,7.97,2.62,9.3,4.17,9.51,21.08,Upgrade
14,Other Current Liabilities,29.49,0.76,-,0.73,-,0.74,-,0.79,9.2,1.32,Upgrade
15,Total Liabilities,44.01,15.62,15.8,58.72,26.68,50,63.63,57.58,82.92,208.8,Upgrade
16,Common Stock,4,4,4,4,4,4,4,4,4,4,Upgrade
17,Additional Paid-In Capital,403.02,122.18,122.18,122.18,122.18,122.18,122.18,122.18,122.18,122.18,Upgrade
18,Retained Earnings,122.18,398.33,375.43,368.42,344.89,338.66,312.99,324.54,294.77,269.58,Upgrade
19,Comprehensive Income & Other,390.62,390.62,390.62,390.62,390.62,390.62,390.62,390.62,390.62,390.62,Upgrade
20,Shareholders' Equity,919.82,915.12,892.23,885.22,861.69,855.46,829.78,841.34,811.57,786.38,Upgrade
21,Total Liabilities & Equity,963.83,930.74,908.03,943.94,888.37,905.46,893.41,898.92,894.49,995.18,Upgrade
22,Total Debt,4.7,6.64,3.32,47.6,16.34,43.95,51.71,50.14,60.19,182.39,Upgrade
23,Net Cash (Debt),121.16,45.68,105.19,3.56,11.81,38.38,59.03,82.7,-37.08,-152.19,Upgrade
24,Net Cash Growth,15.18%,1184.28%,790.68%,-90.73%,-79.99%,-53.59%,-,-,-,-,Upgrade
25,Net Cash Per Share,0.30,0.11,0.26,0.01,0.03,0.10,0.15,0.21,-0.09,-0.38,Upgrade
26,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400,Upgrade
27,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400,Upgrade
28,Working Capital,901.32,897.25,888.17,879.15,855.82,848.54,824.25,839.03,806.79,779.4,Upgrade
29,Book Value Per Share,2.30,2.29,2.23,2.21,2.15,2.14,2.07,2.10,2.03,1.97,Upgrade
30,Tangible Book Value,906.46,901.76,892.23,885.22,861.69,855.46,829.78,841.34,811.57,786.38,Upgrade
31,Tangible Book Value Per Share,2.27,2.25,2.23,2.21,2.15,2.14,2.07,2.10,2.03,1.97,Upgrade
