,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,3.98,16.43,4.25,9.83,95.97,149.26,135.17,228.25,350.63,419.78,Upgrade
1,Trading Asset Securities,22.68,24.6,17.1,9.7,97.12,168.02,137.7,46.43,22.37,9.33,Upgrade
2,Cash & Short-Term Investments,26.66,41.03,21.35,19.53,193.09,317.28,272.87,274.68,373,429.11,Upgrade
3,Cash Growth,24.88%,110.08%,-88.94%,-93.85%,-29.24%,15.51%,-26.84%,-35.99%,187.16%,184.02%,Upgrade
4,Accounts Receivable,351.2,329.34,450.31,526.34,606.42,824.91,731.62,787.75,443.08,324.91,Upgrade
5,Other Receivables,0.53,-,8.28,-,45.06,-,16.8,-,22.51,-,Upgrade
6,Receivables,351.74,329.34,519.66,526.34,651.47,824.91,748.42,787.75,465.59,324.91,Upgrade
7,Inventory,92.4,93.3,103.71,87.21,103.64,114.81,123.54,191.32,107.4,211.26,Upgrade
8,Prepaid Expenses,318.74,291.99,1.24,220.72,199.29,148.01,143.97,488.56,233.16,142.58,Upgrade
9,Other Current Assets,39.48,40.01,207.93,40.23,57.31,-,3.6,-,3.04,-,Upgrade
10,Total Current Assets,829.02,795.66,853.88,894.02,1205,1405,1292,1742,1182,1108,Upgrade
11,"Property, Plant & Equipment",322.26,373.46,413.92,530.53,564.46,590.92,617.55,527.02,489.68,430.71,Upgrade
12,Long-Term Investments,226.59,217.65,231.3,313.29,327.71,213.5,221.55,197.54,202.29,219.4,Upgrade
13,Long-Term Deferred Tax Assets,0.12,0.12,0.12,0.2,0.12,0.08,0.12,0.12,0.12,0.29,Upgrade
14,Other Long-Term Assets,712.3,719.14,736.43,819.61,784,832.75,848.94,800.55,790.11,590.15,Upgrade
15,Total Assets,2090,2106,2236,2558,2956,3042,2981,3268,2664,2348,Upgrade
16,Accounts Payable,720.26,682.56,1222,1065,1400,1400,1221,1518,1200,703.57,Upgrade
17,Accrued Expenses,-,-,10.87,-,10.62,-,7,-,10.06,-,Upgrade
18,Short-Term Debt,-,-,-,-,-,130.8,-,359.01,233.39,656.08,Upgrade
19,Current Portion of Long-Term Debt,685.33,690.03,329.42,182.42,337.27,-,345.09,-,-,-,Upgrade
