,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,421.35,365.6,118.41,353.37,437.91,399.99,281.55,1001,495.97,226.25,Upgrade
1,Revenue Growth (YoY),255.85%,3.46%,-72.96%,-11.65%,55.53%,-60.04%,-43.23%,342.40%,36.53%,-7.82%,Upgrade
2,Cost of Revenue,373.2,339.63,90.77,319.26,416.89,334.78,228.25,901,420.39,175.84,Upgrade
3,Gross Profit,48.14,25.96,27.64,34.11,21.02,65.22,53.31,99.9,75.58,50.4,Upgrade
4,"Selling, General & Admin",41.7,43.06,49.9,42.31,59.19,39.56,53.83,34.95,59.6,22.95,Upgrade
5,Other Operating Expenses,15,0.06,153.87,0.41,22.77,-0.32,29,0.04,1.28,0.09,Upgrade
6,Operating Expenses,56.7,43.11,203.78,42.72,81.96,39.24,82.83,34.99,60.89,23.04,Upgrade
7,Operating Income,-8.56,-17.15,-176.14,-8.61,-60.94,25.97,-29.52,64.92,14.69,27.36,Upgrade
8,Interest Expense,-26.71,-26.61,-25.88,-29.21,-25.85,-31.04,-35.37,-29.14,-55.58,-11.49,Upgrade
9,Interest & Investment Income,0.16,0.27,14.13,0.78,3.72,4.14,4.8,4.19,0.19,10.72,Upgrade
10,Earnings From Equity Investments,10.82,2.01,-99.4,12.31,14.23,0.29,12.07,-4.77,6.47,-1.65,Upgrade
11,Currency Exchange Gain (Loss),-5.42,0.03,8.33,0.42,4.36,-,-0.05,0.05,1.05,-,Upgrade
12,Other Non Operating Income (Expenses),4.46,15.33,8.65,6.56,6.24,6.45,22.82,4.96,12.45,4.56,Upgrade
13,EBT Excluding Unusual Items,-25.24,-26.12,-270.32,-17.75,-58.24,5.82,-25.26,40.21,-20.73,29.5,Upgrade
14,Gain (Loss) on Sale of Investments,-0.05,7.4,7.24,11.63,-5.46,-26.44,2.26,-14.37,8.04,-0.81,Upgrade
15,Gain (Loss) on Sale of Assets,2.08,-,0.62,-,0.21,-,1.67,-,-,-,Upgrade
16,Asset Writedown,-,-,-117.38,-,-,-,30.82,-,22.29,-,Upgrade
17,Pretax Income,-23.21,-18.72,-379.84,-6.12,-63.48,-20.62,9.49,25.84,9.61,28.69,Upgrade
18,Income Tax Expense,1.4,2.13,-3.53,0.87,2.89,3.17,10.7,8.34,8.46,6.93,Upgrade
19,Earnings From Continuing Operations,-24.6,-20.84,-376.31,-6.99,-66.37,-23.78,-1.21,17.51,1.15,21.75,Upgrade
20,Net Income,-24.6,-20.84,-376.31,-6.99,-66.37,-23.78,-1.21,17.51,1.15,21.75,Upgrade
21,Net Income to Common,-24.6,-20.84,-376.31,-6.99,-66.37,-23.78,-1.21,17.51,1.15,21.75,Upgrade
22,Net Income Growth,-,-,-,-,-,-,-,-19.53%,-,-24.95%,Upgrade
23,Shares Outstanding (Basic),5472,5472,5472,5472,5472,5472,5472,5472,5472,5472,Upgrade
24,Shares Outstanding (Diluted),5472,5472,5472,5472,5472,5472,5472,5472,5472,5472,Upgrade
25,EPS (Basic),-0.00,-0.00,-0.07,-0.00,-0.01,-0.00,-0.00,0.00,0.00,0.00,Upgrade
26,EPS (Diluted),-0.00,-0.00,-0.07,-0.00,-0.01,-0.00,-0.00,0.00,0.00,0.00,Upgrade
27,EPS Growth,-,-,-,-,-,-,-,-19.52%,-,-24.96%,Upgrade
28,Free Cash Flow,24.67,-432.96,11.18,-35.79,-8.73,33.85,134.49,-271.71,-77.63,-89.65,Upgrade
29,Free Cash Flow Per Share,0.00,-0.08,0.00,-0.01,-0.00,0.01,0.02,-0.05,-0.01,-0.02,Upgrade
30,Operating Margin,-2.03%,-4.69%,-148.76%,-2.44%,-13.92%,6.49%,-10.49%,6.49%,2.96%,12.09%,Upgrade
31,Profit Margin,-5.84%,-5.70%,-317.81%,-1.98%,-15.16%,-5.95%,-0.43%,1.75%,0.23%,9.62%,Upgrade
32,Free Cash Flow Margin,5.86%,-118.43%,9.44%,-10.13%,-1.99%,8.46%,47.77%,-27.15%,-15.65%,-39.62%,Upgrade
33,EBITDA,18.88,12.16,-142.81,24.33,-21.29,53.31,-5.53,92.19,41.58,51.29,Upgrade
34,D&A For EBITDA,27.44,29.31,33.33,32.93,39.65,27.33,23.99,27.27,26.89,23.92,Upgrade
35,EBIT,-8.56,-17.15,-176.14,-8.61,-60.94,25.97,-29.52,64.92,14.69,27.36,Upgrade
