,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,71,82,126,142,115,492,427,514,558,618,651,Upgrade
1,Market Cap Growth,-42.31%,-42.31%,9.52%,-71.11%,-73.08%,-4.26%,-23.53%,-16.81%,-14.29%,-13.08%,-22.22%,Upgrade
2,Enterprise Value,927,1002,795,849,742,906,889,1085,850,852,807,Upgrade
3,Last Close Price,0.01,0.01,0.02,0.03,0.02,0.09,0.08,0.09,0.10,0.11,0.12,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,29.92,27.00,34.26,Upgrade
5,PS Ratio,0.09,0.10,0.26,0.30,0.15,0.59,0.63,0.40,0.37,0.86,1.10,Upgrade
6,PB Ratio,2.40,2.77,2.42,1.72,0.26,1.04,0.76,0.86,0.96,1.10,1.22,Upgrade
7,P/TBV Ratio,2.77,2.77,2.42,1.72,0.26,1.04,0.76,0.86,0.96,1.10,1.22,Upgrade
8,P/FCF Ratio,-,-0.20,-,-5.78,-,-,2.54,-3.75,-,-,-,Upgrade
9,P/OCF Ratio,-,-0.20,-,-123.07,-,6.11,1.19,9.75,-,-8.55,-,Upgrade
10,EV/Sales Ratio,1.18,1.27,1.64,1.80,0.94,1.08,1.30,0.85,0.57,1.18,1.37,Upgrade
11,EV/EBITDA Ratio,19.48,32.28,-6.08,-,244.19,-,18.60,-,6.35,9.18,13.28,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-250.40,-,10.67,20.26,108.63,Upgrade
13,EV/FCF Ratio,-,-2.45,-,-34.48,-,-,5.28,-7.91,-,-,-,Upgrade
14,Debt / Equity Ratio,29.82,29.82,18.46,8.32,1.64,1.72,1.30,1.22,1.45,1.18,1.24,Upgrade
15,Debt / FCF Ratio,-,-2.16,-,-28.04,-,-,4.34,-5.35,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-0.27%,-,6.65%,3.75%,1.14%,Upgrade
17,Earnings Yield,-63.89%,-55.37%,-315.56%,-269.41%,-63.84%,-18.31%,-5.86%,3.17%,3.34%,3.70%,2.92%,Upgrade
18,FCF Yield,-497.43%,-497.43%,-335.13%,-17.30%,-38.75%,5.10%,39.44%,-26.68%,-62.59%,-27.05%,91.69%,Upgrade
