,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,65.82,54.65,51.04,47.27,52.92,46.94,54.32,49.56,45.16,51.23,Upgrade
1,Revenue Growth (YoY),28.97%,15.60%,-3.55%,0.72%,-2.59%,-5.29%,20.30%,-3.27%,6.43%,-,Upgrade
2,Cost of Revenue,59.72,50.01,46.35,45.11,42.14,41.96,41.42,46.39,33.68,51.38,Upgrade
3,Gross Profit,6.1,4.64,4.68,2.17,10.78,4.97,12.9,3.17,11.48,-0.15,Upgrade
4,"Selling, General & Admin",6.86,6.04,6.04,9.79,6.94,4.16,10.53,3.17,9.47,8.72,Upgrade
5,Other Operating Expenses,-2.55,0.18,-2.06,-3.42,-1.11,0.53,-2.93,1.33,-0.6,-0.89,Upgrade
6,Operating Expenses,4.31,6.21,3.98,6.36,5.84,4.69,7.6,4.5,8.87,7.84,Upgrade
7,Operating Income,1.79,-1.58,0.7,-4.2,4.94,0.29,5.3,-1.33,2.61,-7.99,Upgrade
8,Interest Expense,-0.01,-0.01,-0.02,-0.02,-0.02,-0.03,-0.01,-0.04,-0.02,-0.02,Upgrade
9,Interest & Investment Income,-,0.04,-,0.17,-,0.17,-,0.32,-,0.35,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-,-,0.6,-,2.72,-,-,Upgrade
11,EBT Excluding Unusual Items,1.78,-1.56,0.69,-4.05,4.92,1.03,5.3,1.67,2.59,-7.65,Upgrade
12,Impairment of Goodwill,-,-0.17,-,-,-,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Investments,26.83,3,0,-,-,-0,-0,-0.07,0,-1.65,Upgrade
14,Gain (Loss) on Sale of Assets,-,0.01,-,0.01,-,-,-,-0.56,-,-,Upgrade
15,Asset Writedown,-,-,-,-,-,-0.3,-,-,-,-,Upgrade
16,Pretax Income,28.61,1.28,0.69,-4.04,4.92,0.73,5.3,1.03,2.59,-9.3,Upgrade
17,Income Tax Expense,0.89,-0.23,0.39,-1.07,1.37,-0.26,1.48,-0.35,1,0.23,Upgrade
18,Earnings From Continuing Operations,27.72,1.52,0.3,-2.97,3.55,0.99,3.82,1.38,1.59,-9.53,Upgrade
19,Net Income to Company,27.72,1.52,0.3,-2.97,3.55,0.99,3.82,1.38,1.59,-9.53,Upgrade
20,Net Income,27.72,1.52,0.3,-2.97,3.55,0.99,3.82,1.38,1.59,-9.53,Upgrade
21,Net Income to Common,27.72,1.52,0.3,-2.97,3.55,0.99,3.82,1.38,1.59,-9.53,Upgrade
22,Net Income Growth,9139.00%,-,-91.54%,-,-7.05%,-28.61%,139.94%,-,715.38%,-,Upgrade
23,Shares Outstanding (Basic),363,363,363,355,350,350,350,299,343,277,Upgrade
24,Shares Outstanding (Diluted),363,363,363,355,350,350,350,299,343,277,Upgrade
25,Shares Change (YoY),-,2.23%,3.57%,1.33%,-0.00%,17.16%,2.05%,8.10%,29.22%,-,Upgrade
26,EPS (Basic),0.08,0.00,0.00,-0.01,0.01,0.00,0.01,0.00,0.00,-0.03,Upgrade
27,EPS (Diluted),0.08,0.00,0.00,-0.01,0.01,0.00,0.01,0.00,0.00,-0.03,Upgrade
28,EPS Growth,9460.45%,-,-92.09%,-,-6.48%,-39.07%,134.83%,-,526.57%,-,Upgrade
29,Free Cash Flow,-1.18,-1.57,-6.34,-8.76,7.5,-9.36,7.05,-7.71,13.65,8.13,Upgrade
30,Free Cash Flow Per Share,-0.00,-0.00,-0.02,-0.02,0.02,-0.03,0.02,-0.03,0.04,0.03,Upgrade
31,Operating Margin,2.72%,-2.88%,1.38%,-8.88%,9.34%,0.61%,9.76%,-2.68%,5.78%,-15.59%,Upgrade
32,Profit Margin,42.11%,2.77%,0.59%,-6.29%,6.70%,2.11%,7.02%,2.79%,3.52%,-18.60%,Upgrade
33,Free Cash Flow Margin,-1.79%,-2.88%,-12.43%,-18.54%,14.17%,-19.94%,12.98%,-15.55%,30.23%,15.88%,Upgrade
34,EBITDA,3.67,0.28,2.52,-2.42,6.61,2.19,6.75,0.26,4.18,-6.76,Upgrade
35,D&A For EBITDA,1.87,1.86,1.81,1.78,1.67,1.9,1.44,1.59,1.57,1.23,Upgrade
36,EBIT,1.79,-1.58,0.7,-4.2,4.94,0.29,5.3,-1.33,2.61,-7.99,Upgrade
