,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,147898,151488,109558,119730,144368,144871,138365,159861,154388,132742,184190,183555,216879,241017,256026,205841,301314,78024,66491,54783,65617,Upgrade
1,Market Cap Growth,4.57%,4.57%,-20.82%,-25.10%,-6.49%,9.14%,-24.88%,-12.91%,-28.81%,-44.92%,-28.06%,-10.83%,-28.02%,208.90%,285.05%,275.74%,359.20%,22.43%,0.63%,-28.13%,6.47%,Upgrade
2,Last Close Price,16.40,13.80,8.43,9.01,11.12,13.94,13.15,15.06,14.26,10.93,16.00,16.37,20.14,19.15,19.58,17.45,19.46,16.55,14.10,11.62,13.92,Upgrade
3,PE Ratio,20.41,36.51,24.50,24.67,23.85,23.93,19.13,18.31,19.38,13.39,17.16,14.56,16.95,20.64,23.86,22.52,35.71,11.52,11.37,11.00,14.03,Upgrade
4,PS Ratio,3.59,6.42,4.93,5.45,5.68,5.43,4.94,4.87,4.94,4.14,5.02,4.60,5.32,6.20,6.58,5.94,9.16,2.87,3.04,2.84,3.53,Upgrade
5,PB Ratio,0.80,1.25,0.96,1.04,1.25,1.30,1.25,1.38,1.37,1.28,1.73,1.65,2.09,2.45,2.70,2.31,3.53,1.20,1.20,1.00,1.21,Upgrade
6,P/FCF Ratio,1.53,2.92,-,10.10,-33.76,-,-,-,2.42,7.20,5.89,8.45,-,-6.94,-4.57,-,-,-,-,-2.85,-,Upgrade
7,P/OCF Ratio,2.85,2.85,-,9.00,-54.10,-,-,-,2.36,6.68,5.63,7.91,-,-7.17,-4.64,-,-,-,-,-2.93,-,Upgrade
8,Debt / Equity Ratio,2.72,2.72,2.63,2.73,2.76,2.67,2.63,2.80,2.90,3.02,3.16,3.29,3.20,3.39,3.36,3.51,3.34,4.01,4.12,3.54,3.24,Upgrade
9,Debt / FCF Ratio,6.33,6.33,-,26.54,-74.67,-,-,-,5.11,17.04,10.78,16.84,-,-9.61,-5.69,-,-,-,-,-10.06,-,Upgrade
10,Asset Turnover,0.03,0.04,0.02,0.05,0.02,0.03,0.04,0.06,0.03,0.05,0.03,0.07,0.05,0.06,0.04,0.08,0.06,0.06,0.05,0.07,Upgrade,
11,Quick Ratio,1.33,1.33,1.32,1.43,1.28,1.39,1.21,1.36,1.19,1.39,1.36,1.46,1.32,1.46,1.46,1.52,1.33,1.38,1.24,1.39,1.25,Upgrade
12,Current Ratio,1.41,1.41,1.32,1.50,1.29,1.47,1.21,1.43,1.19,1.45,1.41,1.52,1.32,1.51,1.51,1.57,1.33,1.44,1.24,1.44,1.25,Upgrade
13,Return on Equity (ROE),2.35%,3.73%,4.69%,5.88%,4.07%,5.18%,8.99%,6.50%,9.37%,9.65%,7.62%,16.06%,12.24%,16.28%,10.22%,14.52%,13.75%,14.24%,10.47%,9.23%,Upgrade,
14,Return on Assets (ROA),0.40%,0.65%,0.80%,0.98%,0.66%,0.80%,1.38%,0.97%,1.31%,1.30%,1.01%,2.08%,1.57%,2.10%,1.37%,1.86%,1.60%,1.72%,1.40%,1.30%,Upgrade,
15,Earnings Yield,2.81%,3.22%,4.73%,4.65%,4.70%,4.59%,5.71%,5.86%,5.56%,7.76%,6.11%,7.11%,6.10%,4.90%,4.30%,4.50%,2.84%,8.76%,8.93%,9.20%,7.23%,Upgrade
16,FCF Yield,35.06%,34.23%,17.36%,9.90%,-2.96%,2.02%,19.57%,35.57%,41.28%,13.90%,16.97%,11.84%,0.46%,-14.40%,-21.89%,-41.99%,-13.48%,-18.16%,-29.73%,-35.08%,-47.99%,Upgrade
17,Dividend Yield,1.20%,-,3.44%,-,1.78%,-,-,-,1.43%,-,-,-,1.83%,-,-,-,1.10%,-,-,-,-,Upgrade
18,Payout Ratio,35.21%,884.92%,-,161.61%,-,530.43%,-,90.59%,-,279.61%,-,103.85%,-,95.61%,41.53%,38.31%,58.44%,55.62%,61.27%,57.13%,98.86%,Upgrade
19,Buyback Yield / Dilution,-3.15%,-20.34%,8.64%,-7.25%,17.96%,-12.11%,1.36%,-1.17%,12.58%,-10.11%,2.59%,-2.35%,5.69%,-19.43%,-6.16%,-14.74%,-10.06%,-6.46%,-1.18%,-3.59%,-3.44%,Upgrade
20,Total Shareholder Return,-1.95%,-20.34%,12.08%,-7.25%,19.75%,-12.11%,1.36%,-1.17%,14.00%,-10.11%,2.59%,-2.35%,7.52%,-19.43%,-6.16%,-14.74%,-8.96%,-6.46%,-1.18%,-3.59%,-3.44%,Upgrade
