,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,559,804,557,168,160,244,231,258,280,326,454,Upgrade
1,Market Cap Growth,377.55%,377.55%,247.46%,-31.11%,-30.59%,-5.26%,-17.48%,-20.83%,-38.32%,-22.08%,-1.76%,Upgrade
2,Enterprise Value,718,646,648,217,206,114,259,200,338,320,600,Upgrade
3,Last Close Price,2.05,2.88,1.86,0.55,0.52,0.79,0.75,0.84,0.91,1.06,1.47,Upgrade
4,PE Ratio,3.49,5.04,3.25,1.36,5.21,-,10.92,-,-,-,-,Upgrade
5,PS Ratio,0.14,0.20,0.13,0.04,0.04,0.07,0.08,0.10,0.12,0.13,0.15,Upgrade
6,PB Ratio,0.48,0.68,0.46,0.15,0.15,0.25,0.22,0.26,0.27,0.33,0.40,Upgrade
7,P/TBV Ratio,1.46,1.46,1.01,0.44,0.53,1.23,0.37,0.45,0.47,0.60,0.67,Upgrade
8,P/FCF Ratio,6.92,-,1.49,1.12,-5.48,-,1.55,-,1.69,-,12.35,Upgrade
9,P/OCF Ratio,4.56,-,1.18,0.64,2.64,-,1.16,-,1.30,1.18,3.65,Upgrade
10,EV/Sales Ratio,0.18,0.16,0.15,0.05,0.06,0.03,0.09,0.08,0.15,0.12,0.20,Upgrade
11,EV/EBITDA Ratio,1.27,1.42,1.31,0.49,0.64,0.36,0.95,1.47,21.89,-,5.58,Upgrade
12,EV/EBIT Ratio,2.25,2.02,1.80,0.69,1.01,0.56,1.57,-,-3.57,-,44.17,Upgrade
13,EV/FCF Ratio,8.90,-,1.74,1.44,-7.06,-,1.74,-,2.04,-,16.35,Upgrade
14,Debt / Equity Ratio,0.27,0.27,0.23,0.28,0.32,0.35,0.23,0.25,0.29,0.29,0.25,Upgrade
15,Debt / FCF Ratio,3.96,-,0.75,2.05,-11.30,-,1.60,-,1.81,-,7.61,Upgrade
16,Return on Capital Employed (ROCE),16.37%,16.41%,17.97%,16.28%,11.06%,11.49%,10.86%,-,-6.12%,-,0.82%,Upgrade
17,Earnings Yield,28.56%,19.84%,30.75%,73.78%,19.20%,14.49%,9.15%,-26.14%,-60.57%,-42.77%,-8.56%,Upgrade
18,FCF Yield,14.44%,10.04%,67.07%,89.31%,-18.24%,28.35%,64.55%,45.07%,59.03%,61.05%,8.09%,Upgrade
19,Dividend Yield,12.20%,8.70%,13.41%,10.99%,-,-,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,-0.60%,-1.20%,-,-,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,11.60%,7.50%,13.41%,10.99%,-,-,-,-,-,-,-,Upgrade
