,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+17 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+17 Quarters
0,Operating Revenue,241.09,221.17,202.07,201.58,328.06,253.12,198.36,247.42,237.06,288.33,165.63,242.18,304.64,283.28,200.78,220.08,259.83,236.32,139.11,162.17,Upgrade
1,Other Revenue,-,-6.92,6.92,-,-,-6.62,6.62,-,19.27,-9.3,9.3,-,15.93,-5.26,5.26,-,25.12,-10,10,-,Upgrade
2,Revenue,241.09,214.25,208.99,201.58,328.06,246.5,204.98,247.42,256.33,279.02,174.93,242.18,320.57,278.03,206.04,220.08,284.95,226.32,149.11,162.17,Upgrade
3,Revenue Growth (YoY),-26.51%,-13.08%,1.95%,-18.52%,27.98%,-11.66%,17.18%,2.17%,-20.04%,0.36%,-15.10%,10.04%,12.50%,22.85%,38.18%,35.71%,-11.88%,-17.09%,-34.25%,-44.32%,Upgrade
4,Cost of Revenue,125,60.19,123.03,76.56,160.11,71.93,115.81,98.27,162.84,100.86,95.61,100.89,186.9,92.86,97.23,80.5,216.84,24.65,126.7,64.48,Upgrade
5,Gross Profit,116.09,154.06,85.96,125.03,167.95,174.57,89.18,149.15,93.49,178.16,79.32,141.28,133.67,185.17,108.8,139.58,68.11,201.66,22.41,97.7,Upgrade
6,"Selling, General & Admin",119.5,112.43,124.22,108.42,139.99,101.99,113.86,107.8,124.02,113.25,99.23,112.62,132.38,109.93,106.17,96.62,113.04,92.99,96.62,93.15,Upgrade
7,Research & Development,6.5,8.06,6.85,6.4,7.79,7.36,7.03,6.86,6.12,6.92,5.17,6.06,6.54,6.15,6.43,5.35,5.64,7.16,6.35,6.51,Upgrade
8,Other Operating Expenses,1.7,-5.41,6.14,-3.54,2.78,-2.52,-5.47,1.15,12.63,-0.84,-6.5,1.25,3.58,1.94,-2.15,1.25,9.04,-2.87,-0.51,0.15,Upgrade
