,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018",+2 Quarters
0,Market Capitalization,1194930,796059,126225,117810,100980,129591,129591,138006,154836,134640,121176,109395,94248,80784,87516,70686,84150,84150,111078,114444,79101,Upgrade
1,Market Cap Growth,556.94%,514.29%,-2.60%,-14.63%,-34.78%,-3.75%,6.94%,26.15%,64.29%,66.67%,38.46%,54.76%,12.00%,-4.00%,-21.21%,-38.24%,6.38%,-76.17%,-,-,-,Upgrade
2,Enterprise Value,1252495,1113388,443554,366743,428112,406129,351717,361814,401524,291726,273624,269908,243738,206874,245757,330638,181662,181662,208590,211956,176613,Upgrade
3,Last Close Price,71000.00,47300.00,7223.93,6371.87,5461.61,7009.06,7009.06,7464.19,7599.05,6607.87,5947.08,5368.89,4415.26,3784.51,4099.88,3311.44,3606.69,3606.69,4760.83,4905.10,3178.39,Upgrade
4,PE Ratio,7.86,8.49,1.73,1.93,-,8.65,-12.92,-,-,-,-,5.55,3.16,-,-,2.89,7.19,-,-,11.32,-89.57,Upgrade
5,PS Ratio,1.32,0.95,0.14,0.12,0.13,0.16,0.19,0.22,0.21,0.17,0.17,0.17,0.16,0.14,0.16,0.13,0.17,0.17,0.21,0.20,0.19,Upgrade
6,PB Ratio,3.15,2.10,0.51,0.49,0.50,0.67,0.74,0.79,0.81,0.69,0.55,0.49,0.44,0.40,0.43,0.34,0.42,-,0.54,0.56,-,Upgrade
7,P/TBV Ratio,2.10,2.10,0.51,0.48,0.50,0.67,0.74,0.79,0.81,0.69,0.55,0.49,0.44,0.40,0.43,0.34,0.44,-,0.58,0.59,-,Upgrade
8,P/FCF Ratio,7.42,-,1.74,-,-1.10,-,-,-2.44,-2.29,-,-3.11,-,-,-,0.96,1.29,-,-,-,2.30,-,Upgrade
9,P/OCF Ratio,4.70,-,1.66,-,-1.19,-,-,-2.92,-2.69,-,-3.34,-,-,-,0.95,1.22,-,-,2.03,2.18,-,Upgrade
10,EV/Sales Ratio,1.38,1.33,0.48,0.38,0.56,0.49,0.51,0.57,0.53,0.37,0.38,0.41,0.40,0.37,0.45,0.61,0.36,0.37,0.40,0.37,0.43,Upgrade
11,EV/EBITDA Ratio,6.62,10.66,4.94,4.66,-,13.99,53.96,-1045.73,-,8.98,8.05,8.49,6.79,4.93,-,7.45,4.63,8.71,-,11.11,-,Upgrade
12,EV/EBIT Ratio,6.80,11.18,5.22,4.96,-,16.66,173.86,-,-,-,-,9.86,7.80,5.83,-,9.60,6.57,6.70,-,7.56,14.21,Upgrade
13,EV/FCF Ratio,7.78,-,6.11,-,-4.66,-,-,-6.39,-5.94,-,-7.01,-,-,-,2.69,6.02,-,-,-,4.27,-,Upgrade
14,Debt / Equity Ratio,0.96,0.96,1.33,1.72,1.71,2.20,2.10,1.78,1.69,1.74,1.27,1.15,1.09,0.97,0.91,1.01,1.47,-,1.25,1.25,-,Upgrade
15,Debt / EBITDA Ratio,2.15,2.45,4.42,2.09,-,4.74,12.25,75.06,-,24568.94,111.60,3.30,4.76,32.79,-,2.24,4.04,-,-,3.44,-,Upgrade
16,Debt / FCF Ratio,2.27,-,4.54,-,-3.75,-,-,-5.45,-4.81,-,-7.14,-,-,-,2.03,3.86,-,-,-,5.14,-,Upgrade
17,Asset Turnover,-,0.90,-,-,1.71,1.36,-,1.13,1.06,1.02,1.76,1.70,0.94,0.69,1.49,-,-,-,-,-,Upgrade,
18,Inventory Turnover,4.65,-,3.86,-,-,6.59,4.60,-,3.48,3.59,4.93,7.76,6.09,3.52,3.56,7.11,-,-,-,-,-,Upgrade
19,Quick Ratio,1.03,1.04,0.85,0.82,0.72,0.78,0.70,0.70,0.68,0.66,0.89,1.04,0.89,0.89,1.01,1.13,0.85,-,-,1.03,-,Upgrade
20,Current Ratio,1.32,1.32,1.16,1.12,1.09,1.05,1.09,1.12,1.14,1.15,1.27,1.31,1.30,1.38,1.45,1.44,1.33,-,-,1.48,-,Upgrade
21,Return on Equity (ROE),-,20.79%,-,-,41.86%,2.83%,-,-5.61%,-11.09%,-7.02%,24.97%,22.26%,-2.09%,-9.20%,40.70%,-,-,-18.28%,-,-,Upgrade,
22,Return on Assets (ROA),-,5.80%,-,-,7.43%,2.63%,-,-1.19%,-0.42%,-0.18%,8.12%,5.42%,0.22%,-1.52%,10.45%,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-,7.00%,-,-,9.17%,3.08%,-,-1.49%,-0.51%,-0.21%,9.96%,6.65%,0.25%,-1.74%,12.17%,-,-,-3.00%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),41.96%,25.33%,33.16%,29.53%,-,12.11%,1.12%,-,-,-,-,12.00%,14.24%,17.09%,-,16.03%,10.02%,-,-,9.54%,-,Upgrade
25,Earnings Yield,12.77%,11.83%,58.01%,51.87%,13.64%,11.56%,-7.74%,-10.55%,0.88%,11.67%,16.90%,18.00%,31.61%,36.97%,31.48%,34.63%,13.91%,13.16%,7.39%,8.83%,-1.12%,Upgrade
26,FCF Yield,13.47%,-,57.47%,-,-90.92%,-67.15%,-85.48%,-41.02%,-43.64%,-66.88%,-32.20%,-5.62%,99.19%,135.05%,104.21%,77.72%,-,13.89%,44.58%,43.40%,-,Upgrade
27,Dividend Yield,0.70%,-,-,-,-,-,-,-,-,-,-,18.63%,-,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,13.24%,-,63.44%,-,-,-,-,-,-,-,-,30.78%,-,-,-,28.33%,-,-,-,45.95%,-,Upgrade
29,Buyback Yield / Dilution,1.19%,-0.86%,-0.11%,0.08%,-3.13%,-0.18%,-3.54%,0.93%,3.53%,-7.19%,1.82%,-1.74%,-0.67%,4.58%,0.20%,0.71%,-0.07%,-,-,-,-,Upgrade
30,Total Shareholder Return,1.89%,-0.86%,-0.11%,0.08%,-3.13%,-0.18%,-3.54%,0.93%,3.53%,-7.19%,1.82%,16.88%,-0.67%,4.58%,0.20%,0.71%,-0.07%,-,-,-,-,Upgrade
