,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018",+2 Quarters
0,Cash & Equivalents,213320,42395,15228,9874,14305,7286,4268,6680,3537,35474,49415,43732,17685,29806,24384,16256,-,-,36777,-,Upgrade
1,Short-Term Investments,93753,86313,84868,84868,84692,82792,81542,94272,89658,86158,56003,30036,29736,29736,29736,29541,-,-,26666,-,Upgrade
2,Trading Asset Securities,-,299.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,307074,129008,100096,94742,98997,90078,85810,100952,93195,121631,105418,73768,47422,59543,54121,45796,-,63443,63443,-,Upgrade
4,Cash Growth,210.19%,43.22%,16.65%,-6.15%,6.22%,-25.94%,-18.60%,36.85%,96.53%,104.28%,94.78%,61.08%,-,-6.15%,-14.69%,-,-,-5.96%,-,-,Upgrade
5,Accounts Receivable,186097,213943,338450,209943,341939,223116,159459,198229,188937,173677,225652,209086,161050,140206,227610,206883,-,-,156406,-,Upgrade
6,Other Receivables,76498,21882,21167,16180,13278,14537,14288,8529,23962,25399,32740,23225,31866,33388,28424,6553,-,-,12179,-,Upgrade
7,Receivables,262595,235825,359617,226122,355217,237653,173746,206759,212899,199076,258392,232311,192916,173594,256033,213436,-,-,168586,-,Upgrade
8,Inventory,153502,123898,155670,154042,148382,173259,144439,191587,216136,125344,89799,130910,122499,89596,68236,115765,-,-,76262,-,Upgrade
9,Prepaid Expenses,2846,2769,2070,2358,1624,2924,2296,1312,1797,2219,1873,2049,2167,2659,2678,4156,-,-,3053,-,Upgrade
10,Other Current Assets,1041,4343,7273,5647,8050,10653,5954,19945,13847,7582,1206,7476,8080,7170,12618,28047,-,-,21662,-,Upgrade
11,Total Current Assets,727058,495843,624727,482911,612269,514566,412245,520556,537874,455853,456689,446514,373083,332561,393686,407200,-,-,333005,-,Upgrade
12,"Property, Plant & Equipment",36146,33965,34083,31087,32298,29074,29143,29777,30667,24258,25020,25288,25608,28167,28856,134584,-,-,137720,-,Upgrade
