,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,9103,8363,6848,9040,10339,10592,15156,11773,8354,6748,8814,10008,13828,10634,15578,10733,11940,15859,22949,16269,20148,Upgrade
1,Market Cap Growth,-21.04%,-21.04%,-54.82%,-23.22%,23.76%,56.95%,71.96%,17.64%,-39.58%,-36.54%,-43.42%,-6.76%,15.81%,-32.95%,-32.12%,-34.03%,-40.74%,15.20%,57.02%,-23.06%,21.99%,Upgrade
2,Enterprise Value,8532,7661,6231,8558,9858,10055,14413,11091,7672,6177,8241,9679,13499,10171,15876,11548,12754,16750,24194,15893,19772,Upgrade
3,Last Close Price,10.09,9.27,7.54,9.95,11.38,11.66,16.69,12.96,9.20,7.43,9.71,10.96,15.14,11.64,17.06,11.75,13.07,17.36,25.80,18.59,23.02,Upgrade
4,PE Ratio,93.75,97.14,-,137.59,113.16,-15.17,-,-17.52,-,-60.07,-,165.84,-,-27.01,-37.13,-29.54,-,142.20,66.67,36.41,-,Upgrade
5,Forward PE,30.77,28.73,22.72,36.15,33.21,34.04,61.65,64.41,21.43,17.64,24.06,19.03,26.29,20.61,29.27,14.25,11.33,12.06,19.41,14.92,15.35,Upgrade
6,PS Ratio,5.59,5.79,4.62,6.08,6.36,6.24,8.41,6.16,4.22,3.14,3.58,3.57,4.32,3.04,3.94,2.42,2.54,3.69,5.73,4.52,6.26,Upgrade
7,PB Ratio,2.01,1.83,1.49,1.95,2.24,2.33,3.36,2.60,1.84,1.30,1.71,1.99,2.69,1.99,2.97,2.05,2.36,2.76,4.04,3.12,4.07,Upgrade
8,P/TBV Ratio,2.08,2.08,1.71,2.16,2.50,2.61,3.76,2.91,2.06,1.43,1.90,2.24,3.08,2.42,3.53,2.47,2.86,3.23,4.74,3.64,4.82,Upgrade
9,P/FCF Ratio,44.01,-,31.21,-,-41.73,-,-,-,-,24.31,-,135.93,52.93,50.21,-,23.67,20.04,34.77,-,48.03,-,Upgrade
10,P/OCF Ratio,36.59,-,28.56,-69.40,-44.91,-,-,-,-,21.60,-,78.41,42.35,29.65,-,15.12,14.34,14.82,22.21,17.20,36.60,Upgrade
11,EV/Sales Ratio,5.91,5.31,4.21,5.76,6.06,5.92,8.00,5.81,3.87,2.87,3.35,3.45,4.21,2.91,4.02,2.60,2.71,3.89,6.04,4.42,6.14,Upgrade
12,EV/EBITDA Ratio,29.39,27.35,17.96,-,29.01,681.31,-,68.52,-,17.57,20.66,31.27,-,-462.30,-377.09,192.54,-,-250.18,215.43,106.51,-,Upgrade
13,EV/EBIT Ratio,45.87,41.19,27.47,60.30,79.82,-44.21,-,-95.42,-,-,61.79,209.74,-,-40.78,-,-90.34,-,-72.58,-595.16,1135.54,-,Upgrade
14,EV/FCF Ratio,41.25,-,28.40,-,-39.79,-,-,-,-,22.25,-,131.47,51.67,48.02,-,25.46,21.41,36.73,-,46.92,-,Upgrade
15,Debt / Equity Ratio,0.27,0.27,0.27,0.22,0.19,0.21,0.24,0.24,0.19,0.17,0.16,0.16,0.19,0.18,0.26,0.34,0.47,0.44,0.50,0.57,0.64,Upgrade
16,Debt / EBITDA Ratio,4.27,6.95,6.14,-,1.10,2.15,-,3.19,-,3.28,1.27,1.39,7.87,2.18,4.28,2.91,-,6.73,4.51,2.04,-,Upgrade
17,Debt / FCF Ratio,6.00,-,5.64,-,-3.58,-,-,-,-,3.13,-,10.69,3.68,4.67,-,3.91,3.99,5.51,-,8.75,-,Upgrade
