,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2067,2754,1838,4858,6616,16039,13969,12409,9657,8692
1,Short-Term Investments,-,-,-,-,-,-,-,1024,-,377.53
2,Trading Asset Securities,18.69,17.54,25.71,49.35,405.8,206.97,359.67,242.94,1824,1112
3,Cash & Short-Term Investments,2086,2771,1864,4908,7022,16246,14328,13676,11481,10181
4,Cash Growth,11.92%,-43.53%,-73.46%,-69.79%,-50.99%,18.80%,24.80%,34.32%,13.12%,38.19%
5,Accounts Receivable,9952,10787,11454,12762,274.78,456.62,472.3,149.25,315.87,240.85
6,Other Receivables,820.34,10975,1195,11900,16507,26966,12584,17035,8631,12866
7,Receivables,10773,21762,12649,24662,16782,27423,13056,17185,8947,13107
8,Inventory,22147,26346,38791,41977,49094,55417,53999,52338,41388,39621
9,Restricted Cash,-,-,1975,-,2015,-,2523,2862,2816,2305
10,Other Current Assets,10796,1358,12226,2061,15316,3079,16837,6272,14206,9084
11,Total Current Assets,45802,52237,67505,73607,90229,102165,100743,92332,78839,74298
12,"Property, Plant & Equipment",1581,617.06,2221,651.39,2588,848.67,2326,920.26,2686,965.66
13,Long-Term Investments,9239,10086,10569,12355,13372,14192,13707,11550,8607,7821
14,Other Intangible Assets,2.27,2.81,6.16,7.55,9,11.07,10.12,11.18,9.68,12.43
15,Long-Term Deferred Tax Assets,231.03,304.58,1153,1141,1332,1419,1152,1046,838.94,727.6
16,Other Long-Term Assets,10335,11660,12333,13971,12346,14114,11669,12974,10716,11572
17,Total Assets,67191,74906,93788,101733,119875,132749,129608,119045,101696,95397
18,Accounts Payable,6159,7041,6628,7682,6756,6765,7162,6330,5026,4912
19,Accrued Expenses,-,2020,-,737.62,-,287.65,-,-,-,1545
20,Short-Term Debt,11156,13174,496.21,13765,1686,2280,2776,5673,5774,7346
21,Current Portion of Long-Term Debt,6415,4062,16381,2929,11746,9107,7641,5766,6066,5065
22,Current Portion of Leases,80.99,88.77,48.16,46.83,51.07,51.2,45.34,35.51,56.38,46.81
23,Current Income Taxes Payable,3365,3427,3466,3388,3673,3632,2971,2905,2387,1011
24,Current Unearned Revenue,8991,13332,25537,26250,28110,33192,30843,29383,23597,24975
25,Other Current Liabilities,12194,10076,11798,11805,19233,18902,20636,16359,14167,11975
26,Total Current Liabilities,48361,53220,64354,66604,71255,74217,72074,66451,57073,56876
27,Long-Term Debt,3963,4240,5863,7726,14175,22748,23457,20866,20293,17135
28,Long-Term Leases,781.14,806.43,1295,1328,1645,1665,1398,1746,1714,911.48
29,Long-Term Deferred Tax Liabilities,1760,1816,2315,2277,2313,2373,2248,2378,2459,2428
30,Other Long-Term Liabilities,-,-,-,-,-,-,208.42,200.35,-,-
31,Total Liabilities,54865,60083,73827,77934,89388,101003,99385,91642,81539,77351
32,Common Stock,28.41,28.41,28.41,28.41,28.41,28.41,28.35,28.28,28.25,28.25
33,Additional Paid-In Capital,1888,1888,1888,1888,1888,1888,1876,2257,2252,2628
34,Retained Earnings,-902.24,881.79,5441,8096,11287,11978,11471,10732,9749,9071
35,Comprehensive Income & Other,1886,1886,1910,1910,1894,1872,2154,2163,2178,2160
36,Total Common Equity,2901,4685,9268,11923,15098,15766,15530,15180,14207,13888
37,Minority Interest,9425,10139,10693,11875,15390,15979,14693,12223,5950,4159
38,Shareholders' Equity,12326,14824,19961,23798,30487,31746,30223,27404,20157,18046
39,Total Liabilities & Equity,67191,74906,93788,101733,119875,132749,129608,119045,101696,95397
40,Total Debt,22396,22370,24083,25795,29303,35851,35317,34086,33903,30505
41,Net Cash (Debt),-20310,-19599,-22219,-20887,-22280,-19605,-20989,-20411,-22422,-20323
42,Net Cash Per Share,-6.08,-5.87,-6.66,-6.26,-6.66,-5.88,-6.25,-6.08,-6.70,-6.07
43,Filing Date Shares Outstanding,3339,3339,3339,3339,3339,3339,3332,3322,3320,3320
44,Total Common Shares Outstanding,3339,3339,3339,3339,3339,3339,3332,3322,3320,3320
45,Working Capital,-2559,-983.37,3151,7003,18974,27948,28670,25881,21765,17422
46,Book Value Per Share,0.87,1.40,2.78,3.57,4.52,4.72,4.66,4.57,4.28,4.18
47,Tangible Book Value,2899,4682,9262,11916,15089,15755,15520,15169,14197,13875
48,Tangible Book Value Per Share,0.87,1.40,2.77,3.57,4.52,4.72,4.66,4.57,4.28,4.18
49,Buildings,-,145.89,-,145.98,-,143.6,-,143.6,-,143.6
50,Machinery,-,320.7,-,329.98,-,455.24,-,458.35,-,467.98
51,Construction In Progress,-,95.16,-,89.82,-,98.3,-,92.5,-,30.18
52,Leasehold Improvements,-,197.09,-,183.05,-,184,-,170.9,-,154.02
