,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,8953,10157,14031,12451,12992,9158,12607,18096,11729,15400,19091,Upgrade
1,Market Cap Growth,-18.43%,-18.43%,8.00%,35.96%,3.05%,-49.39%,7.49%,17.51%,-38.56%,-16.77%,7.12%,Upgrade
2,Enterprise Value,13292,13808,17078,17455,18013,14812,16610,23895,16596,20250,21869,Upgrade
3,Last Close Price,2.38,2.70,3.73,3.31,3.66,2.58,3.56,5.11,3.61,4.74,5.77,Upgrade
4,PE Ratio,10.82,12.27,23.91,25.17,19.00,-34.91,-,27.17,13.98,11.66,12.22,Upgrade
5,Forward PE,10.23,14.70,17.57,15.40,17.45,10.91,8.01,13.84,6.62,9.20,9.73,Upgrade
6,PS Ratio,1.32,1.50,2.07,1.91,1.92,1.53,1.98,2.72,1.78,2.27,2.68,Upgrade
7,PB Ratio,0.64,0.67,0.94,0.94,1.04,0.83,1.13,1.55,1.22,1.79,1.91,Upgrade
8,P/TBV Ratio,1.72,1.72,1.91,2.82,2.43,3.60,3.00,4.75,3.22,7.56,4.53,Upgrade
9,P/FCF Ratio,-,-,13.23,10.64,11.51,-24.54,-,39.33,-,52.18,-,Upgrade
10,P/OCF Ratio,18.48,-,7.98,6.63,6.95,32.90,-,13.99,9.56,11.07,12.00,Upgrade
11,PEG Ratio,0.54,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.85,Upgrade
12,EV/Sales Ratio,1.96,2.04,2.52,2.68,2.66,2.48,2.60,3.59,2.52,2.98,3.07,Upgrade
13,EV/EBITDA Ratio,6.20,6.53,9.98,13.57,11.18,14.25,14.92,15.82,9.52,9.28,9.67,Upgrade
14,EV/EBIT Ratio,9.62,10.00,17.47,29.42,20.19,43.84,-,26.08,14.14,12.10,12.26,Upgrade
15,EV/FCF Ratio,-101.99,-,16.10,14.91,15.96,-39.69,-,51.93,-,68.61,-,Upgrade
16,Debt / Equity Ratio,0.67,0.67,0.62,0.81,0.82,0.97,1.04,0.92,1.23,1.15,0.96,Upgrade
17,Debt / FCF Ratio,-,-,8.75,9.11,9.12,-28.84,-,23.28,-,33.41,-,Upgrade
18,Return on Capital Employed (ROCE),7.37%,7.37%,5.11%,3.69%,5.35%,1.90%,-,4.91%,7.38%,11.51%,11.64%,Upgrade
19,Earnings Yield,9.25%,8.15%,4.18%,3.97%,5.26%,-2.86%,-1.31%,3.68%,7.15%,8.58%,8.18%,Upgrade
20,FCF Yield,-1.46%,-1.28%,7.56%,9.40%,8.69%,-4.07%,-3.64%,2.54%,3.45%,1.92%,2.48%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,2.19%,Upgrade
22,Buyback Yield / Dilution,-4.81%,-1.82%,-7.98%,-6.24%,-0.23%,-1.52%,-9.00%,-7.09%,1.08%,0.62%,-0.05%,Upgrade
23,Total Shareholder Return,-4.81%,-1.82%,-7.98%,-6.24%,-0.23%,-1.52%,-9.00%,-7.09%,1.08%,0.62%,2.15%,Upgrade
