,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,4418,-,4690,-,4434,-,3533,-,4263,-,4583,-,4681,-,4094,-,4451,-,3580,-,Upgrade
1,Short-Term Investments,684.82,-,748.79,-,365.26,-,231.67,-,147.56,-,165.81,-,200.57,-,9.6,-,9.77,-,9.02,-,Upgrade
2,Cash & Short-Term Investments,5103,5439,5439,4799,4799,3765,3765,4410,4410,-,4749,4882,4882,4103,4103,4460,4460,3589,3589,2327,Upgrade
3,Cash Growth,6.32%,44.46%,44.46%,8.82%,8.82%,-,-20.73%,-9.65%,-9.65%,-,15.75%,9.45%,9.45%,14.32%,14.32%,91.71%,91.71%,43.06%,43.06%,3.44%,Upgrade
4,Accounts Receivable,3282,-,3287,-,3586,-,4104,-,4114,-,5072,-,5376,-,4975,-,3808,-,3801,-,Upgrade
5,Other Receivables,717.29,-,555.71,-,458.92,-,472.19,-,490.4,-,552.28,-,535.24,-,725.25,-,712.08,-,577.05,-,Upgrade
6,Receivables,4000,-,3843,-,4045,-,4576,-,4605,-,5624,-,5911,-,5700,-,4520,-,4378,-,Upgrade
7,Inventory,5989,-,6330,-,6315,-,6969,-,7450,-,7524,-,7456,-,7368,-,5773,-,6656,-,Upgrade
8,Other Current Assets,3.6,-,1.63,-,81.39,-,91.63,-,50.05,-,0.97,-,2.71,-,1.39,-,46.16,-,11.94,-,Upgrade
9,Total Current Assets,15095,-,15614,-,15241,-,15402,-,16515,-,17899,-,18251,-,17173,-,14799,-,14635,-,Upgrade
10,"Property, Plant & Equipment",3968,-,4056,-,4236,-,3696,-,3784,-,3844,-,3938,-,3964,-,4009,-,4251,-,Upgrade
11,Long-Term Investments,1720,-,1752,-,1608,-,1602,-,1627,-,1565,-,1450,-,1348,-,1351,-,99.66,-,Upgrade
12,Goodwill,954.12,-,966.64,-,974.92,-,964.33,-,928.31,-,982.36,-,926.53,-,1155,-,1159,-,1042,-,Upgrade
13,Other Intangible Assets,1003,-,1013,-,1020,-,1046,-,1042,-,1098,-,1035,-,1086,-,1139,-,1136,-,Upgrade
14,Long-Term Accounts Receivable,17.35,-,-,-,-,-,-,-,-,-,-,-,-,-,4.18,-,4.36,-,-,-,Upgrade
15,Long-Term Deferred Tax Assets,750.88,-,737.44,-,590.14,-,531.22,-,529.22,-,549.32,-,565.88,-,540.26,-,569.13,-,450.97,-,Upgrade
16,Other Long-Term Assets,165.33,-,139.63,-,292.4,-,328.43,-,350.64,-,387.75,-,334.49,-,166.47,-,132.44,-,236.93,-,Upgrade
17,Total Assets,23673,-,24278,-,23963,-,23570,-,24777,-,26325,-,26501,-,25437,-,23164,-,21851,-,Upgrade
18,Accounts Payable,1290,-,1151,-,1152,-,1037,-,1400,-,1811,-,2019,-,2579,-,1455,-,1654,-,Upgrade
19,Accrued Expenses,685.49,-,673.82,-,758.76,-,732.48,-,942.82,-,918.43,-,1110,-,878.72,-,841.39,-,706.96,-,Upgrade
20,Current Portion of Long-Term Debt,306.21,-,153.44,-,2000,-,2000,-,250,-,1049,-,448.59,-,837.01,-,547.21,-,1192,-,Upgrade
21,Current Portion of Leases,206.85,-,197.24,-,188.1,-,182.12,-,188.81,-,192.62,-,197.38,-,196.91,-,169.73,-,178.85,-,Upgrade
22,Current Income Taxes Payable,301.3,-,373.98,-,264.66,-,399.23,-,473.21,-,609.39,-,451.49,-,206.43,-,175.74,-,81.98,-,Upgrade
23,Current Unearned Revenue,736,-,1210,-,1026,-,1187,-,1261,-,1507,-,1935,-,2091,-,1358,-,1351,-,Upgrade
24,Other Current Liabilities,546.17,-,542.87,-,623.51,-,663.56,-,730.83,-,776.43,-,727.35,-,757.09,-,788.6,-,624.7,-,Upgrade
25,Total Current Liabilities,4072,-,4302,-,6013,-,6202,-,5247,-,6864,-,6889,-,7546,-,5336,-,5789,-,Upgrade
26,Long-Term Debt,2385,-,2384,-,-,-,-,-,2000,-,2000,-,2269,-,2293,-,2556,-,2501,-,Upgrade
27,Long-Term Leases,1673,-,1776,-,1842,-,1299,-,1320,-,1368,-,1349,-,1399,-,1352,-,1278,-,Upgrade
28,Long-Term Deferred Tax Liabilities,100.94,-,99,-,120.95,-,127.82,-,148.19,-,173.28,-,180.67,-,190.78,-,232.38,-,254.93,-,Upgrade
29,Other Long-Term Liabilities,119.65,-,109.51,-,118.29,-,125.33,-,105.04,-,156.59,-,166.69,-,164.27,-,172.93,-,208.22,-,Upgrade
30,Total Liabilities,8382,-,8738,-,8159,-,7863,-,8919,-,10757,-,11089,-,11886,-,9970,-,10272,-,Upgrade
31,Common Stock,41.65,-,41.45,-,41.45,-,41.25,-,41.29,-,41.27,-,41.27,-,41.08,-,41.08,-,40.89,-,Upgrade
32,Additional Paid-In Capital,-,-,2027,-,2027,-,1876,-,1893,-,1862,-,1862,-,1678,-,1678,-,1541,-,Upgrade
33,Retained Earnings,133.27,-,14231,-,14239,-,14417,-,14575,-,14203,-,13539,-,12116,-,11685,-,10768,-,Upgrade
34,Treasury Stock,-,-,-,-,-,-,-,-,-16.26,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,Comprehensive Income & Other,15013,-,-865.69,-,-616.41,-,-738.58,-,-753.96,-,-664.68,-,-167.26,-,-313.96,-,-234.34,-,-774.95,-,Upgrade
36,Total Common Equity,15188,15433,15433,15691,15691,15595,15595,15739,15739,-,15442,15275,15275,13521,13521,13170,13170,11575,11575,11628,Upgrade
37,Minority Interest,103.46,-,106.86,-,112.91,-,111.8,-,119.03,-,126.45,-,136.26,-,30.33,-,24.66,-,4.18,-,Upgrade
38,Shareholders' Equity,15292,15540,15540,15804,15804,15707,15707,15858,15858,-,15568,15412,15412,13551,13551,13194,13194,11579,11579,11632,Upgrade
39,Total Liabilities & Equity,23673,-,24278,-,23963,-,23570,-,24777,-,26325,-,26501,-,25437,-,23164,-,21851,-,Upgrade
40,Total Debt,4571,4511,4511,4030,4030,3481,3481,3759,3759,-,4610,4264,4264,4726,4726,4626,4626,5150,5150,4594,Upgrade
41,Net Cash (Debt),531.76,928.28,928.28,769.71,769.71,284.01,284.01,651.24,651.24,-,139.49,617.92,617.92,-623.11,-623.11,-165.36,-165.36,-1561,-1561,-2268,Upgrade
42,Net Cash Growth,-30.91%,226.85%,226.85%,18.19%,18.19%,-,103.61%,5.39%,5.39%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
43,Net Cash Per Share,1.27,2.23,2.27,1.86,1.85,0.69,0.68,1.58,1.57,-,0.34,1.50,1.50,-1.51,-1.52,-0.40,-,-3.81,-,-5.55,Upgrade
44,Filing Date Shares Outstanding,416.46,414.17,414.51,414.51,414.51,412.14,412.5,412.5,412.5,411.5,412.71,412.7,412.71,410.52,410.8,410.77,410.8,408.57,408.9,408.9,Upgrade
45,Total Common Shares Outstanding,416.46,414.17,414.51,414.51,414.51,412.14,412.5,412.5,412.5,411.5,412.71,412.7,412.71,410.52,410.8,410.77,410.8,408.57,408.9,408.9,Upgrade
46,Working Capital,11023,-,11311,-,9228,-,9200,-,11269,-,11035,-,11362,-,9626,-,9464,-,8845,-,Upgrade
47,Book Value Per Share,36.47,37.23,37.23,37.85,37.85,37.81,37.81,38.15,38.15,-,37.42,37.01,37.01,32.91,32.91,32.06,32.06,28.31,28.31,28.44,Upgrade
48,Tangible Book Value,13231,13454,13454,13696,13696,13585,13585,13768,13768,-,13361,13314,13314,11279,11279,10871,10871,9397,9397,9390,Upgrade
49,Tangible Book Value Per Share,31.77,32.46,32.46,33.04,33.04,32.93,32.93,33.38,33.38,-,32.38,32.26,32.26,27.46,27.46,26.46,26.46,22.98,22.98,22.97,Upgrade
50,Land,-,-,-,-,15.83,-,-,-,15.65,-,-,-,15.97,-,-,-,15.82,-,-,-,Upgrade
51,Buildings,-,-,-,-,1440,-,-,-,1261,-,-,-,1338,-,-,-,1330,-,-,-,Upgrade
52,Machinery,-,-,-,-,3725,-,-,-,3737,-,-,-,3895,-,-,-,3940,-,-,-,Upgrade
53,Construction In Progress,-,-,-,-,-,-,-,-,160.73,-,-,-,40.72,-,-,-,12.13,-,-,-,Upgrade
54,Leasehold Improvements,-,-,-,-,900.16,-,-,-,819.79,-,-,-,748.83,-,-,-,782,-,-,-,Upgrade
55,Order Backlog,-,6262,-,849,-,7220,-,8713,-,-,-,11890,-,11010,-,9380,-,6550,-,-,Upgrade
