,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,23801,31193,39378,45140,40787,30881,28917,31825,32052,22960,19609,27507,32810,34770,35390,43216,40689,42024,32221,33264,29686,Upgrade
1,Market Cap Growth,1.01%,1.01%,36.18%,41.84%,27.26%,34.50%,47.46%,15.70%,-2.31%,-33.97%,-44.59%,-36.35%,-19.36%,-17.26%,9.84%,29.92%,37.07%,-4.93%,-17.21%,2.24%,-16.62%,Upgrade
2,Enterprise Value,23372,30371,38557,44483,40131,30708,28744,31292,31519,22947,19596,27025,32328,35424,36044,43406,40824,43590,33786,35535,31957,Upgrade
3,Last Close Price,57.15,74.90,95.00,108.38,97.15,73.56,69.21,75.57,73.76,52.82,45.37,62.03,71.54,75.81,77.52,93.46,86.28,89.11,68.64,70.30,62.20,Upgrade
4,PE Ratio,68.86,90.35,94.61,111.47,70.64,43.17,31.89,21.09,15.22,8.76,6.00,7.53,9.43,10.97,15.69,29.12,54.01,-,126.14,-,93.84,Upgrade
5,Forward PE,18.88,24.34,30.39,32.08,27.78,27.17,20.64,17.57,16.07,14.03,9.60,10.04,10.70,12.96,13.13,17.69,21.60,32.75,33.83,35.49,18.02,Upgrade
6,PS Ratio,1.79,2.36,2.98,3.38,2.93,2.10,1.85,1.90,1.78,1.19,0.92,1.20,1.43,1.58,2.25,3.14,4.73,-,4.21,-,2.66,Upgrade
7,PB Ratio,1.57,2.04,2.53,2.90,2.58,1.95,1.84,2.03,2.02,1.45,-,1.77,2.13,2.26,2.61,3.19,3.08,3.19,2.78,2.87,2.55,Upgrade
8,P/TBV Ratio,2.36,2.36,2.93,3.36,2.98,2.25,2.13,2.34,2.33,1.67,-,2.06,2.46,2.61,3.14,3.83,3.74,3.87,3.43,3.54,3.16,Upgrade
9,PEG Ratio,0.41,0.86,0.72,0.48,0.42,3.80,2.32,2.86,-,-,-,2.16,0.39,0.52,0.50,0.33,0.43,1.11,1.36,1.32,-,Upgrade
