,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,525.18,500.05,479.19,558.32,542.06,658.53,548.89,522,368.2,402.06
1,Revenue Growth (YoY),9.60%,-10.44%,-11.60%,-15.22%,-1.24%,26.16%,49.07%,29.83%,-1.90%,12.05%
2,Cost of Revenue,407.55,376.82,369.19,415.58,427.7,527.13,431.48,456.89,280.66,270.68
3,Gross Profit,117.63,123.23,110,142.73,114.36,131.4,117.41,65.11,87.55,131.39
4,"Selling, General & Admin",74.7,77.78,72.34,85.27,79.54,94.95,73.16,73.49,63.09,83.19
5,Operating Expenses,74.71,79.83,72.35,85.4,79.58,94.96,72.22,74.54,64.75,83.19
6,Operating Income,42.92,43.41,37.66,57.33,34.78,36.44,45.18,-9.43,22.8,48.2
7,Interest Expense,-20.8,-18.96,-16.87,-18.24,-11.58,-9.26,-11.27,-11.46,-10.16,-11.31
8,Interest & Investment Income,1.38,2.23,0.93,0.47,-,0.26,-,0.36,-,0.38
9,Currency Exchange Gain (Loss),3.15,-2.14,2.82,-1,0.71,0.29,-1.83,-2.46,0.08,-0.22
10,Other Non Operating Income (Expenses),1.81,1.01,1.6,3.07,1.61,0.73,2.05,1.33,1.92,1.12
11,EBT Excluding Unusual Items,28.46,25.55,26.13,41.63,25.52,28.46,34.13,-21.66,14.65,38.17
12,Gain (Loss) on Sale of Investments,-0.23,-0.91,-0.21,-1.82,-2.99,0.58,-1.82,0.84,-1.13,0.96
13,Gain (Loss) on Sale of Assets,-,-0.56,4.41,-0.01,-,-,-,0.06,-0.23,-
14,Asset Writedown,-,0.37,-,-0.09,-,-,-,-,-,-
15,Other Unusual Items,-,-,-,-0.96,0.96,0.82,0.12,-8.68,-6.19,-
16,Pretax Income,28.23,24.45,30.34,38.76,23.49,29.86,32.44,-24.45,7.1,39.23
17,Income Tax Expense,4.35,5.93,0.64,3.9,0.04,3.54,1.69,0.08,0.56,0.98
18,Earnings From Continuing Operations,23.88,18.52,29.7,34.86,23.45,26.32,30.75,-24.53,6.55,38.25
19,Minority Interest in Earnings,1,0.87,1.92,4.58,3.4,-1.88,-1.13,0.45,1.36,2.77
20,Net Income,24.88,19.39,31.62,39.44,26.85,24.44,29.63,-24.08,7.9,41.03
21,Net Income to Common,24.88,19.39,31.62,39.44,26.85,24.44,29.63,-24.08,7.9,41.03
22,Net Income Growth,-21.31%,-50.84%,17.79%,61.38%,-9.38%,-,274.92%,-,-83.97%,-30.36%
23,Shares Outstanding (Basic),656,671,686,686,686,686,686,676,659,632
24,Shares Outstanding (Diluted),656,671,686,686,686,686,686,676,661,634
25,Shares Change (YoY),-4.44%,-2.22%,-,-0.02%,0.02%,1.54%,3.79%,6.55%,7.70%,3.20%
26,EPS (Basic),0.04,0.03,0.05,0.06,0.04,0.04,0.04,-0.04,0.01,0.06
27,EPS (Diluted),0.04,0.03,0.05,0.06,0.04,0.04,0.04,-0.04,0.01,0.06
28,EPS Growth,-17.66%,-49.73%,17.79%,61.37%,-2.18%,-,300.00%,-,-87.50%,-37.52%
29,Free Cash Flow,196.15,193.43,163.5,219.25,175.57,210.8,241.33,-19.81,76.35,-45.93
30,Free Cash Flow Per Share,0.30,0.29,0.24,0.32,0.26,0.31,0.35,-0.03,0.12,-0.07
31,Dividend Per Share,0.030,0.029,0.042,0.037,0.017,0.011,0.013,-,-,0.020
32,Dividend Growth,-28.57%,-21.62%,147.06%,236.36%,30.77%,-,-,-,-,-20.00%
33,Operating Margin,8.17%,8.68%,7.86%,10.27%,6.42%,5.53%,8.23%,-1.81%,6.19%,11.99%
34,Profit Margin,4.74%,3.88%,6.60%,7.06%,4.95%,3.71%,5.40%,-4.61%,2.15%,10.20%
35,Free Cash Flow Margin,37.35%,38.68%,34.12%,39.27%,32.39%,32.01%,43.97%,-3.79%,20.73%,-11.42%
36,EBITDA,62.36,65.85,61.84,87.18,60.2,54.33,63.55,6.43,45.2,68.91
37,D&A For EBITDA,19.44,22.45,24.18,29.85,25.42,17.89,18.37,15.86,22.4,20.71
38,EBIT,42.92,43.41,37.66,57.33,34.78,36.44,45.18,-9.43,22.8,48.2
