,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,103.97,90.58,99.27,78.61,98.84,68.44,75.07,70.23,44.16,36.11
1,Cash & Short-Term Investments,103.97,90.58,99.27,78.61,98.84,68.44,75.07,70.23,44.16,36.11
2,Cash Growth,4.74%,15.23%,0.43%,14.86%,31.66%,-2.55%,69.99%,94.50%,-27.14%,-47.57%
3,Accounts Receivable,226.78,214.93,223.6,195.49,225.4,234.65,189.72,194.02,157.73,183.61
4,Other Receivables,43.02,45.47,49.13,27.01,42.34,47.23,40.8,53.05,65.67,48.14
5,Receivables,269.8,260.39,272.73,222.5,267.74,281.89,230.52,247.07,223.4,231.75
6,Inventory,496.28,521.36,442.28,476.03,495.42,471.45,451.61,486.52,456.05,476.61
7,Prepaid Expenses,5.21,6.88,6.13,7.76,7.3,8.29,11.22,10.27,8.17,10.75
8,Other Current Assets,96.68,105.36,110.48,107.01,113.96,112.03,162.49,166.13,184.94,170.71
9,Total Current Assets,971.93,984.57,930.89,891.91,983.26,942.1,930.91,980.22,916.72,925.93
10,"Property, Plant & Equipment",546.47,580.6,594.25,618.71,686.95,745.91,745.42,746.9,740.64,750.72
11,Long-Term Investments,1.33,2.01,3.85,2.66,37.47,-,19.79,16.77,15.86,25.76
12,Other Long-Term Assets,75.01,64.39,57.64,57.29,19.71,27.97,11.35,13.29,16.86,19.57
13,Total Assets,1595,1632,1587,1571,1727,1716,1707,1757,1690,1722
14,Accounts Payable,56.93,73.73,61.68,35.38,34.16,44.55,39.58,46.51,33.45,36.57
15,Accrued Expenses,62.08,57.9,51.48,52.27,57.05,28.23,30.9,23.01,26.2,24.08
16,Short-Term Debt,4.77,8.53,31.15,41.33,36.71,52.41,684.15,770.14,733.13,766.64
17,Current Portion of Long-Term Debt,572.37,568.56,498.74,507.73,621.93,575.24,0.04,0.27,0.45,0.35
18,Current Portion of Leases,1.54,1.84,1.92,1.42,2.41,2.67,2.68,0.71,2.03,3.02
19,Current Income Taxes Payable,12.26,12.66,8.05,7.51,8.58,8.52,3.51,3.37,3.44,3.17
20,Current Unearned Revenue,9.16,10.83,12.9,7.1,7.91,8.79,16.51,15.61,9,3.39
21,Other Current Liabilities,-,-,-,-,-,-,-,-,13.22,-
22,Total Current Liabilities,719.12,734.05,665.93,652.75,768.75,720.41,777.37,859.61,820.92,837.22
23,Long-Term Debt,31.94,35.17,25.02,14.03,40.01,41.22,10.53,11.27,-,4.9
24,Long-Term Leases,8.81,9.42,8.59,8.22,8.41,9.42,9.8,8.17,8.4,8.59
25,Long-Term Deferred Tax Liabilities,8.99,7.82,7.22,7.48,7.09,5.78,5.05,5.19,5.47,5.37
26,Total Liabilities,768.85,786.47,706.75,682.49,824.26,794.29,802.75,884.24,834.79,856.08
27,Common Stock,51.01,51.01,53.38,53.38,53.38,53.38,53.38,53.38,51.43,51.43
28,Additional Paid-In Capital,449.37,449.37,466.77,466.77,466.77,466.77,466.77,466.77,434.04,434.04
29,Retained Earnings,420.1,414.23,423.08,416.85,389.07,369.77,353.87,324.25,348.32,353.64
30,Comprehensive Income & Other,-86.82,-62.99,-52.59,-40.59,-5.16,27.87,28.69,27.85,20.23,24.14
31,Total Common Equity,833.67,851.63,890.64,896.41,904.05,917.79,902.71,872.25,854.03,863.26
32,Minority Interest,-7.78,-6.53,-10.77,-8.32,-0.92,3.9,2.01,0.71,1.26,2.64
33,Shareholders' Equity,825.89,845.1,879.87,888.09,903.13,921.69,904.72,872.96,855.29,865.9
34,Total Liabilities & Equity,1595,1632,1587,1571,1727,1716,1707,1757,1690,1722
35,Total Debt,619.43,623.53,565.41,572.75,709.48,680.96,707.2,790.55,744.01,783.51
36,Net Cash (Debt),-515.45,-532.95,-466.15,-494.13,-610.64,-612.52,-632.13,-720.32,-699.84,-747.4
37,Net Cash Per Share,-0.79,-0.79,-0.68,-0.72,-0.89,-0.89,-0.92,-1.07,-1.06,-1.18
38,Filing Date Shares Outstanding,655.65,655.65,686.08,686.08,686.08,686.08,686.08,686.08,661.08,661.08
39,Total Common Shares Outstanding,655.65,655.65,686.08,686.08,686.08,686.08,686.08,686.08,661.08,661.08
40,Working Capital,252.81,250.52,264.96,239.16,214.51,221.69,153.54,120.61,95.8,88.71
41,Book Value Per Share,1.27,1.30,1.30,1.31,1.32,1.34,1.32,1.27,1.29,1.31
42,Tangible Book Value,833.67,851.63,890.64,896.41,904.05,917.79,902.71,872.25,854.03,863.26
43,Tangible Book Value Per Share,1.27,1.30,1.30,1.31,1.32,1.34,1.32,1.27,1.29,1.31
44,Land,-,534.17,-,548.37,-,640.09,-,426.37,-,387.45
45,Buildings,-,116.87,-,118.48,-,124.62,-,-,-,-
46,Machinery,-,153.18,-,151.27,-,158.46,-,148.04,-,143.08
47,Construction In Progress,-,8.96,-,7.03,-,13.79,-,326.41,-,344.66
48,Leasehold Improvements,-,17.91,-,15.9,-,14.72,-,27.49,-,24.13
