,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+15 Quarters
0,Cash & Equivalents,2.35,2.35,4.84,4.84,6.11,-,-,5.63,-,3.09,-,5.05,-,2.58,-,1.72,-,11.15,-,20.42,Upgrade
1,Short-Term Investments,2.22,2.22,0.34,0.34,1.89,-,-,0.32,-,0.39,-,0.03,-,0.39,-,7.05,-,3.12,-,-,Upgrade
2,Cash & Short-Term Investments,4.57,4.57,5.18,5.18,8,5.89,5.95,5.95,3.47,3.47,-,5.09,2.96,2.96,-,8.76,14.27,14.27,-,20.42,Upgrade
3,Cash Growth,-42.88%,-22.41%,-12.97%,-12.97%,130.30%,69.53%,-,16.98%,17.18%,17.18%,-,-41.94%,-79.23%,-79.23%,-,-57.08%,-54.08%,-54.08%,-,-49.72%,Upgrade
4,Accounts Receivable,6.23,6.23,9.83,9.83,5.92,-,-,6.67,-,7.68,-,8.03,-,3.76,-,5.84,-,6.65,-,20.99,Upgrade
5,Other Receivables,0.46,0.46,0.29,0.29,0.48,-,-,0.19,-,0.2,-,0.17,-,0.17,-,0.17,-,2.16,-,1.61,Upgrade
6,Receivables,6.69,6.69,10.13,10.13,6.4,-,-,6.86,-,7.88,-,9.1,-,5.18,-,6.01,-,8.81,-,26.68,Upgrade
7,Total Current Assets,11.26,11.26,15.31,15.31,14.39,-,-,12.82,-,11.35,-,14.19,-,8.14,-,14.77,-,23.08,-,47.1,Upgrade
8,"Property, Plant & Equipment",0.97,0.97,1.52,1.52,1.2,-,-,0.6,-,0.94,-,1.43,-,0.32,-,0.51,-,1.08,-,1.12,Upgrade
9,Long-Term Investments,4.42,4.42,4.42,4.42,4.42,-,-,4.42,-,4.42,-,4.74,-,4.74,-,7.85,-,7.85,-,10.33,Upgrade
10,Other Long-Term Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,Upgrade
11,Total Assets,16.65,16.65,21.25,21.25,20.02,-,-,17.84,-,16.72,-,20.36,-,13.2,-,23.12,-,32.01,-,59.76,Upgrade
12,Accounts Payable,-,-,2.24,2.24,-,-,-,0.57,-,0.57,-,-,-,-,-,-,-,0.95,-,-,Upgrade
13,Accrued Expenses,5.54,5.54,7.05,7.05,5.14,-,-,3.05,-,1.26,-,0.64,-,1.02,-,1.44,-,2.4,-,11.15,Upgrade
14,Short-Term Debt,7.39,7.39,7.39,7.39,7.24,-,-,5.5,-,5.5,-,5.5,-,13.73,-,11.77,-,10.85,-,-,Upgrade
15,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,Upgrade
16,Current Portion of Leases,0.53,0.53,0.7,0.7,0.67,-,-,0.54,-,0.7,-,0.68,-,0.21,-,0.74,-,0.72,-,-,Upgrade
17,Current Income Taxes Payable,-,-,-,-,-,-,-,-,-,-,-,0.22,-,0.12,-,0.14,-,0.08,-,0.11,Upgrade
18,Current Unearned Revenue,-,-,0.22,0.22,-,-,-,2.4,-,-,-,2.78,-,0.28,-,3.56,-,0.43,-,-,Upgrade
19,Other Current Liabilities,4.46,4.46,4.46,4.46,2.84,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Current Liabilities,17.92,17.92,22.06,22.06,15.89,-,-,12.66,-,8.03,-,9.81,-,15.36,-,17.65,-,20.42,-,11.26,Upgrade
21,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,Upgrade
22,Long-Term Leases,-,-,0.18,0.18,0.53,-,-,-,-,0.18,-,0.54,-,-,-,0.21,-,0.62,-,-,Upgrade
23,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,Upgrade
24,Total Liabilities,17.92,17.92,22.24,22.24,16.42,-,-,12.66,-,8.21,-,10.35,-,15.36,-,17.86,-,21.03,-,16.28,Upgrade
25,Common Stock,4.93,4.93,4.93,4.93,4.93,-,-,4.93,-,4.93,-,4.93,-,4.18,-,4.18,-,4.18,-,4.18,Upgrade
26,Additional Paid-In Capital,43.08,43.08,43.08,43.08,43.08,-,-,-,-,43.08,-,43.08,-,33.79,-,33.79,-,33.79,-,33.79,Upgrade
27,Retained Earnings,-54.52,-54.52,-54.24,-54.24,-49.66,-,-,-,-,-44.74,-,-43.01,-,-45.13,-,-37.7,-,-31.99,-,0.51,Upgrade
28,Comprehensive Income & Other,5.24,5.24,5.24,5.24,5.24,-,-,0.25,-,5.24,-,5,-,5,-,5,-,5,-,5,Upgrade
29,Shareholders' Equity,-1.27,-1.27,-0.99,-0.99,3.59,3.86,5.18,5.18,8.51,8.51,-,10.01,-2.16,-2.16,-,5.26,10.98,10.98,-,43.47,Upgrade
30,Total Liabilities & Equity,16.65,16.65,21.25,21.25,20.02,-,-,17.84,-,16.72,-,20.36,-,13.2,-,23.12,-,32.01,-,59.76,Upgrade
31,Total Debt,7.92,7.92,8.27,8.27,8.45,5.68,6.04,6.04,6.38,6.38,-,6.72,13.94,13.94,-,12.71,17.18,17.18,-,5,Upgrade
32,Net Cash (Debt),-3.35,-3.35,-3.09,-3.09,-0.45,0.21,-0.08,-0.08,-2.91,-2.91,-,-1.63,-10.98,-10.98,-,-3.95,-2.91,-2.91,-,15.42,Upgrade
33,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-56.70%,Upgrade
34,Net Cash Per Share,-0.01,-0.01,-0.01,-0.01,-0.00,0.00,-0.00,-0.00,-0.01,-0.01,-,-0.00,-0.03,-0.03,-,-0.01,-0.01,-0.01,-,0.04,Upgrade
35,Filing Date Shares Outstanding,493,493,493,493,493,493,493,493,493,493,493,493,418,418,418,418,418,418,418,418,Upgrade
36,Total Common Shares Outstanding,493,493,493,493,493,493,493,493,493,493,493,493,418,418,418,418,418,418,418,418,Upgrade
37,Working Capital,-6.66,-6.66,-6.75,-6.75,-1.5,-,-,0.16,-,3.32,-,4.37,-,-7.22,-,-2.88,-,2.67,-,35.85,Upgrade
38,Book Value Per Share,-0.00,-0.00,-0.00,-0.00,0.01,0.01,0.01,0.01,0.02,0.02,-,0.02,-0.01,-0.01,-,0.01,0.03,0.03,-,0.10,Upgrade
39,Tangible Book Value,-1.27,-1.27,-0.99,-0.99,3.59,3.86,5.18,5.18,8.51,8.51,-,10.01,-2.16,-2.16,-,5.26,10.98,10.98,-,43.47,Upgrade
40,Tangible Book Value Per Share,-0.00,-0.00,-0.00,-0.00,0.01,0.01,0.01,0.01,0.02,0.02,-,0.02,-0.01,-0.01,-,0.01,0.03,0.03,-,0.10,Upgrade
41,Machinery,0.08,0.08,0.08,0.08,-,-,-,-,-,1.06,-,-,-,1,-,-,-,1.51,-,1.51,Upgrade
42,Leasehold Improvements,0.75,0.75,0.75,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,1.03,-,1.03,Upgrade
