,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,1090,469,553,507,833,659,924,848,712,848,909,788,719,788,909,731,689,634,841,1075,1337,Upgrade
1,Market Cap Growth,-28.74%,-28.74%,-40.17%,-40.19%,17.01%,-22.31%,1.68%,7.71%,-1.04%,7.69%,0%,7.77%,4.35%,24.17%,8.04%,-32.05%,-48.45%,-55.34%,-39.00%,2.63%,7.78%,Upgrade
2,Enterprise Value,2235,1443,1526,1380,1711,1775,2028,1759,1679,1892,1946,1662,1590,1389,1511,1270,1208,1015,1230,2013,2310,Upgrade
3,Last Close Price,0.72,0.31,0.36,0.34,0.47,0.37,0.52,0.48,0.40,0.48,0.52,0.45,0.41,0.45,0.52,0.46,0.43,0.40,0.52,0.67,0.83,Upgrade
4,PE Ratio,-,-,-,-,1.20,0.95,2.46,2.25,4.23,4.57,4.64,4.04,51.57,6.58,8.35,-,0.94,0.42,-,0.69,1.36,Upgrade
5,PS Ratio,1.84,0.79,0.88,0.81,1.76,1.45,2.54,2.72,2.34,2.62,2.09,1.63,1.34,1.35,1.64,1.31,1.56,2.08,3.44,6.19,7.75,Upgrade
6,PB Ratio,0.28,0.11,0.13,0.12,0.19,0.15,0.22,0.20,-,0.21,0.22,0.19,-,0.20,0.25,0.20,-,0.18,0.25,0.31,-,Upgrade
7,P/TBV Ratio,0.12,0.12,0.14,0.13,0.20,0.16,0.23,0.21,-,0.23,0.23,0.20,-,0.21,0.26,0.21,-,0.20,0.27,0.33,-,Upgrade
8,P/FCF Ratio,11.85,2.82,6.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,3.79,2.82,6.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,3.77,2.43,2.44,2.21,3.63,3.90,5.57,5.63,5.52,5.84,4.47,3.43,2.97,2.39,2.73,2.28,2.73,3.33,5.03,11.60,13.39,Upgrade
11,EV/EBITDA Ratio,-,-6.30,-6.80,-,-76.43,-60.21,-45.06,-,-54.94,-,-,-,31.59,20.74,25.34,26.21,75.24,27.97,-,-,32.44,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-36.09,-34.01,-31.73,-,-38.38,-,-,-,38.70,25.98,32.50,40.94,-251.78,69.51,-,-,49.20,Upgrade
13,EV/FCF Ratio,24.30,8.66,18.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.25,0.25,0.25,0.24,0.25,0.25,0.28,0.28,-,0.23,0.23,0.23,-,0.21,0.16,0.16,-,0.13,0.10,0.10,-,Upgrade
15,Debt / EBITDA Ratio,-,54.61,54.61,-,14.04,23.74,26.65,-,-,-,-,-,-,16.15,27.43,5.01,-,19.68,-,-,-,Upgrade
16,Debt / FCF Ratio,11.43,6.31,12.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.08,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,21.69,19.98,21.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,1.04,1.04,1.04,1.18,-,1.66,-,0.50,-,0.50,-,0.52,-,1.92,-,2.36,-,2.15,-,1.83,-,Upgrade
20,Current Ratio,1.19,1.19,1.19,1.35,-,1.77,-,0.60,-,0.67,-,0.64,-,2.88,-,2.89,-,3.01,-,2.20,-,Upgrade
21,Return on Equity (ROE),-0.75%,-0.76%,-26.25%,5.81%,37.49%,1.11%,-,-,6.18%,1.43%,-,-,6.98%,2.01%,-,-,6.12%,-2.03%,-,-,Upgrade,
22,Return on Assets (ROA),-0.28%,-0.30%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-0.32%,-0.33%,-12.66%,0.65%,0.09%,0.26%,-,-,-0.36%,-0.37%,-,-,0.51%,0.20%,-,-,0.18%,-0.75%,-,-,Upgrade,
