,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,1064,1077,1240,1110,1240,1384,1462,1632,1808,1925,2271,Upgrade
1,Market Cap Growth,-2.94%,-2.94%,0%,-19.81%,-15.18%,-15.20%,-19.13%,-15.25%,-20.38%,-18.39%,-3.98%,Upgrade
2,Enterprise Value,1985,1936,2029,2228,2351,2417,868,1026,2416,2095,3343,Upgrade
3,Last Close Price,1.63,1.65,1.86,1.64,1.80,1.99,2.09,2.31,2.53,2.68,3.17,Upgrade
4,PE Ratio,-,-,-,3.15,58.49,-,-,-,12.16,-,47.61,Upgrade
5,PS Ratio,5.68,5.75,6.59,11.27,27.46,27.49,25.77,11.07,1.82,1.71,4.11,Upgrade
6,PB Ratio,0.16,0.16,0.18,0.16,0.18,0.20,0.21,0.23,0.26,0.28,0.34,Upgrade
7,P/FCF Ratio,-,-,-,3.35,-,-,-,-,8.58,6.54,8.39,Upgrade
8,P/OCF Ratio,-,-,-,3.35,-,-,-,-,8.58,6.54,8.39,Upgrade
9,EV/Sales Ratio,10.60,10.34,10.79,22.63,52.07,48.03,15.29,6.97,2.43,1.86,6.05,Upgrade
10,EV/EBITDA Ratio,36.93,38.81,39.91,115.93,-,-,-,-,-,2.54,12.76,Upgrade
11,EV/EBIT Ratio,41.56,40.87,40.40,119.58,-,-,-,-,-,2.54,12.80,Upgrade
12,EV/FCF Ratio,-,-,-,6.72,-,-,-,-,11.46,7.11,12.35,Upgrade
13,Debt / Equity Ratio,0.20,0.20,0.23,0.18,0.19,0.19,0.18,0.18,0.18,0.19,0.25,Upgrade
14,Debt / FCF Ratio,-,-,-,3.95,-,-,-,-,5.87,4.44,6.24,Upgrade
15,Earnings Yield,-17.93%,-17.71%,13.84%,31.73%,1.71%,-3.73%,-10.20%,5.84%,8.22%,-2.49%,2.10%,Upgrade
16,FCF Yield,-14.78%,-14.78%,16.66%,29.86%,-5.49%,-119.01%,-110.35%,-1.28%,11.65%,15.29%,11.92%,Upgrade
17,Dividend Yield,3.83%,3.79%,3.37%,3.21%,2.64%,1.88%,1.68%,1.95%,1.97%,2.61%,3.94%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-,0.98%,-3.05%,-5.94%,-5.34%,-5.73%,Upgrade,
19,Total Shareholder Return,3.83%,3.79%,3.37%,3.21%,2.64%,1.88%,2.65%,-1.11%,-3.96%,-2.72%,-1.79%,Upgrade
