,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Revenue,1070,60.22,240.16,686.05,509.83,977.1,591.5,918.32,289.18,692.85,Upgrade
1,Revenue Growth (YoY),345.35%,-91.22%,-52.89%,-29.79%,-13.81%,6.40%,104.54%,32.54%,-52.92%,8.60%,Upgrade
2,Cost of Revenue,812.59,167.9,174.58,441.34,394.78,700.73,410.22,568.64,174.99,532.07,Upgrade
3,Gross Profit,256.94,-107.68,65.57,244.72,115.04,276.37,181.28,349.69,114.19,160.78,Upgrade
4,"Selling, General & Admin",56.3,34.35,29.99,60.96,47.8,70.13,54,64.76,54.04,90.69,Upgrade
5,Other Operating Expenses,-,2.28,-,-,-,-,-,-,-,-3.7,Upgrade
6,Operating Expenses,56.3,35.91,29.99,63,47.8,71.33,54,64.76,54.04,86.99,Upgrade
7,Operating Income,200.63,-143.59,35.58,181.72,67.24,205.04,127.28,284.93,60.15,73.79,Upgrade
8,Interest Expense,-94.23,-59.48,-16.53,-49.32,-9.75,-20.15,-11.95,-1.65,-2.15,-10.27,Upgrade
9,Interest & Investment Income,0.35,1.65,1.2,1.31,4.17,5.01,5.5,11.99,10.01,12.32,Upgrade
10,Earnings From Equity Investments,1.23,-0.31,1.05,-,0.96,-0.33,1.48,0.9,0.43,0.69,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-1.86,1.86,1.9,Upgrade
12,Other Non Operating Income (Expenses),8.02,9.61,4.77,-75.28,1.57,7.73,-28.42,-2.58,4.99,-2.34,Upgrade
13,EBT Excluding Unusual Items,115.99,-192.13,26.08,58.43,64.18,197.31,93.89,291.72,75.29,76.07,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,46.5,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,45.72,-,-,-,-,-,-,2.94,-,0.06,Upgrade
16,Asset Writedown,-,-18,-,-12,-,-5,-,-3,-,-,Upgrade
17,Pretax Income,161.71,-210.13,26.08,46.43,64.18,192.31,93.89,338.16,75.29,76.13,Upgrade
18,Income Tax Expense,69.26,-58.96,20.66,33.16,26.54,109.65,63.04,151.98,25.37,43.41,Upgrade
19,Earnings From Continuing Operations,92.46,-151.17,5.41,13.26,37.64,82.65,30.85,186.18,49.92,32.72,Upgrade
20,Minority Interest in Earnings,-66.19,-5.49,-0.59,-11.78,-28.69,-24.36,-10.42,-30.36,0.99,-5.45,Upgrade
21,Net Income,26.27,-156.66,4.82,1.49,8.96,58.29,20.43,155.82,50.91,27.27,Upgrade
22,Net Income to Common,26.27,-156.66,4.82,1.49,8.96,58.29,20.43,155.82,50.91,27.27,Upgrade
23,Net Income Growth,444.64%,-,-46.15%,-97.45%,-56.16%,-62.59%,-59.88%,471.45%,-35.36%,-58.68%,Upgrade
24,Shares Outstanding (Basic),600,600,600,600,600,600,600,600,600,584,Upgrade
25,Shares Outstanding (Diluted),600,600,600,600,600,600,600,600,600,584,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-,2.67%,2.67%,16.88%,Upgrade
27,EPS (Basic),0.04,-0.26,0.01,0.00,0.01,0.10,0.03,0.26,0.08,0.05,Upgrade
28,EPS (Diluted),0.04,-0.26,0.01,0.00,0.01,0.10,0.03,0.26,0.08,0.05,Upgrade
29,EPS Growth,444.66%,-,-46.15%,-97.45%,-56.16%,-62.59%,-59.88%,456.58%,-37.04%,-64.65%,Upgrade
30,Free Cash Flow,48.4,220.66,-67.73,-73.39,95.35,-107.68,-394.59,-418.82,-2.65,-1615,Upgrade
31,Free Cash Flow Per Share,0.08,0.37,-0.11,-0.12,0.16,-0.18,-0.66,-0.70,-0.00,-2.76,Upgrade
32,Operating Margin,18.76%,-238.44%,14.82%,26.49%,13.19%,20.98%,21.52%,31.03%,20.80%,10.65%,Upgrade
33,Profit Margin,2.46%,-260.15%,2.01%,0.22%,1.76%,5.97%,3.45%,16.97%,17.61%,3.94%,Upgrade
34,Free Cash Flow Margin,4.53%,366.43%,-28.20%,-10.70%,18.70%,-11.02%,-66.71%,-45.61%,-0.91%,-233.05%,Upgrade
35,EBITDA,203.68,-141.25,40.13,187.41,71.97,211.61,132.64,290.79,65.34,79.2,Upgrade
36,D&A For EBITDA,3.05,2.34,4.55,5.69,4.72,6.57,5.36,5.87,5.19,5.41,Upgrade
37,EBIT,200.63,-143.59,35.58,181.72,67.24,205.04,127.28,284.93,60.15,73.79,Upgrade
