,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,171,84,204,282,480,756,900,1092,882,882,1446,Upgrade
1,Market Cap Growth,-70.21%,-70.21%,-57.50%,-62.70%,-46.67%,-30.77%,2.04%,23.81%,-39.00%,-27.59%,87.79%,Upgrade
2,Enterprise Value,3254,3437,3641,3542,4131,3976,4202,3271,3016,2549,1301,Upgrade
3,Last Close Price,0.28,0.14,0.34,0.47,0.80,1.26,1.50,1.82,1.47,1.47,2.41,Upgrade
4,PE Ratio,-,-0.60,-,41.36,40.65,9.60,9.31,5.15,3.59,10.28,12.19,Upgrade
5,PS Ratio,0.14,0.07,0.62,0.28,0.36,0.43,0.47,0.60,0.62,0.82,0.99,Upgrade
6,PB Ratio,0.13,0.05,0.11,0.15,0.24,0.37,0.43,0.55,0.46,0.56,0.94,Upgrade
7,P/TBV Ratio,0.06,0.06,0.13,0.17,0.28,0.42,0.48,0.62,0.51,0.62,1.04,Upgrade
8,P/FCF Ratio,0.59,0.29,1.21,-,-,-52.33,-,-,-,-,-,Upgrade
9,P/OCF Ratio,0.29,0.29,1.18,-,-,-56.06,-,-,-,-0.50,-,Upgrade
10,EV/Sales Ratio,2.68,2.83,11.00,3.54,3.06,2.28,2.18,1.80,2.10,2.37,0.89,Upgrade
11,EV/EBITDA Ratio,46.13,51.23,-,14.41,14.09,11.97,9.94,6.42,7.13,16.08,5.76,Upgrade
12,EV/EBIT Ratio,50.28,56.07,-,15.09,14.68,12.47,10.30,6.60,7.36,17.35,6.07,Upgrade
13,EV/FCF Ratio,11.26,11.89,21.61,-,-,-275.25,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.97,1.97,1.92,1.74,1.96,1.78,1.92,1.73,1.70,1.97,2.05,Upgrade
15,Debt / FCF Ratio,10.65,10.65,20.52,-,-,-253.19,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),3.14%,3.02%,-,5.84%,6.26%,5.94%,13.31%,11.05%,14.75%,3.76%,5.08%,Upgrade
17,Earnings Yield,-81.93%,-166.79%,-82.00%,2.42%,2.46%,10.42%,10.74%,19.41%,27.84%,9.73%,8.20%,Upgrade
18,FCF Yield,169.07%,344.17%,82.59%,-54.07%,5.17%,-1.91%,-68.50%,-89.58%,-56.75%,-201.18%,-116.73%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-2.67%,-2.67%,-16.88%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-2.67%,-2.67%,-16.88%,Upgrade,
