,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,310,157,250,307,339,545,678,405,316,485,399,Upgrade
1,Market Cap Growth,-48.92%,-48.92%,-26.27%,-43.66%,-50.00%,34.43%,114.29%,-16.44%,-20.67%,-13.10%,-41.18%,Upgrade
2,Enterprise Value,783,605,711,805,881,1140,1368,918,1056,1247,1154,Upgrade
3,Last Close Price,1.42,1.18,1.88,2.31,2.55,4.10,5.10,3.05,2.38,3.65,3.00,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,4.51,-9.06,-,-,Upgrade
5,Forward PE,-,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,Upgrade
6,PS Ratio,0.21,0.17,0.30,0.38,0.44,0.73,0.85,0.54,0.52,0.97,0.76,Upgrade
7,PB Ratio,0.98,0.82,1.02,0.88,0.92,1.17,1.37,0.68,0.57,1.05,0.72,Upgrade
8,P/TBV Ratio,0.82,0.82,1.02,0.88,0.92,1.17,1.37,0.68,0.57,1.05,0.72,Upgrade
9,P/FCF Ratio,-,-,4.09,4.02,-60.22,-,-3.52,-,-,-,-,Upgrade
10,P/OCF Ratio,3.91,3.91,2.56,2.59,19.39,-,-4.08,-,-,-,-,Upgrade
11,PEG Ratio,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,Upgrade
12,EV/Sales Ratio,0.86,0.67,0.84,1.00,1.14,1.53,1.72,1.23,1.75,2.50,2.21,Upgrade
13,EV/EBITDA Ratio,-,-,-,-94.50,-,13.49,14.97,17.08,-,29.59,20.99,Upgrade
14,EV/EBIT Ratio,-,-,-,-16.99,-,29.92,33.33,-7341.50,-,-41.25,-,Upgrade
15,EV/FCF Ratio,-6392.44,-,11.65,10.55,-156.56,-,-7.10,-,-,-,-,Upgrade
16,Debt / Equity Ratio,2.65,2.65,2.03,1.53,1.57,1.38,1.40,1.20,1.48,1.73,1.42,Upgrade
17,Debt / FCF Ratio,-,-,8.14,7.00,-102.94,-,-3.61,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-12.96%,-,7.87%,7.99%,-0.02%,-,-6.31%,-,Upgrade
19,Earnings Yield,-49.74%,-98.37%,-46.19%,-26.50%,-25.13%,-20.97%,-11.81%,22.17%,-11.04%,-42.70%,-47.73%,Upgrade
20,FCF Yield,-0.04%,-0.08%,24.44%,24.85%,-1.66%,-7.56%,-28.41%,-51.52%,-8.10%,-14.54%,6.71%,Upgrade
21,Buyback Yield / Dilution,0.00%,-,-,-0.00%,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,0.00%,-,-,-0.00%,-,-,-,-,-,-,-,Upgrade
