,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,34.87,44.32,66.78,71.88,87.68,80.57,19.89,258.84,54.41,24.83,Upgrade
1,Cash & Short-Term Investments,34.87,44.32,66.78,71.88,87.68,80.57,19.89,258.84,54.41,24.83,Upgrade
2,Cash Growth,-47.78%,-38.34%,-23.83%,-10.79%,340.77%,-68.87%,-63.44%,942.32%,378.49%,-2.64%,Upgrade
3,Accounts Receivable,240.53,238.74,314.64,321.88,359.49,383.92,383.33,297.63,293.05,244.55,Upgrade
4,Other Receivables,-,27.81,-,44.57,-,54.16,-,63.42,-,59.42,Upgrade
5,Receivables,240.53,266.55,314.64,366.45,359.49,438.09,383.33,361.05,293.05,303.97,Upgrade
6,Inventory,80.66,60.55,75.42,75.38,68.8,67.47,84.26,63.58,69.35,43.15,Upgrade
7,Other Current Assets,146.9,106.72,162.09,110.95,231.51,282.32,411.01,321.93,367.35,326.77,Upgrade
8,Total Current Assets,502.97,478.13,618.93,624.65,747.48,868.44,898.48,1005,784.16,698.72,Upgrade
9,"Property, Plant & Equipment",328.59,324.78,347.95,337.46,347.94,366.36,380.91,393,543.13,633.35,Upgrade
10,Long-Term Deferred Tax Assets,-,-,0.96,-,8.19,7.66,86.29,85.39,110.52,110.28,Upgrade
11,Other Long-Term Assets,13.45,8,6.25,15.2,7.17,47.6,45.34,45.46,45.09,43.51,Upgrade
12,Total Assets,845,810.91,974.09,977.31,1111,1290,1411,1529,1483,1486,Upgrade
13,Accounts Payable,76.31,25.74,46,27.91,15.69,21.65,85.54,116.69,136.45,152.05,Upgrade
14,Accrued Expenses,49.45,41.65,35.7,33.46,36.94,53.61,40.79,54.03,31.39,30.09,Upgrade
15,Short-Term Debt,57.13,46.08,44.4,41.8,39.35,36.09,593.57,48.3,727.34,703.77,Upgrade
16,Current Portion of Long-Term Debt,417.84,405.19,449.54,470.64,511,529.15,-,642.44,1.52,1.79,Upgrade
17,Current Portion of Leases,-,-,-,-,0.18,0.35,-,-,-,-,Upgrade
18,Current Income Taxes Payable,-,-,-,-,-,-,-,20.51,-,-,Upgrade
19,Other Current Liabilities,49.52,53.84,60.13,60.35,94.01,230.72,179.95,163.58,149.72,85.04,Upgrade
20,Total Current Liabilities,650.25,572.5,635.76,634.15,697.17,871.57,899.85,1046,1046,972.75,Upgrade
21,Long-Term Deferred Tax Liabilities,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.86,15.86,Upgrade
22,Total Liabilities,666.09,588.35,651.61,650,713.01,887.41,915.69,1061,1062,988.61,Upgrade
23,Common Stock,0.94,470.03,470.03,470.03,470.03,470.03,470.03,470.03,470.03,470.03,Upgrade
24,Additional Paid-In Capital,1085,615.66,615.66,615.66,615.66,615.66,615.66,615.66,615.66,615.66,Upgrade
25,Retained Earnings,-819.13,-775.49,-675.57,-670.73,-600.28,-595.41,-508.05,-535.53,-588.69,-512.05,Upgrade
26,Comprehensive Income & Other,-87.64,-87.64,-87.64,-87.64,-87.64,-87.64,-82.31,-82.31,-76.39,-76.39,Upgrade
27,Shareholders' Equity,178.91,222.56,322.48,327.31,397.76,402.64,495.32,467.84,420.61,497.25,Upgrade
28,Total Liabilities & Equity,845,810.91,974.09,977.31,1111,1290,1411,1529,1483,1486,Upgrade
29,Total Debt,474.97,451.27,493.94,512.44,550.53,565.59,593.57,690.74,728.86,705.56,Upgrade
30,Net Cash (Debt),-440.09,-406.95,-427.16,-440.56,-462.85,-485.02,-573.68,-431.9,-674.45,-680.73,Upgrade
31,Net Cash Per Share,-3.31,-3.06,-3.21,-3.32,-3.48,-3.65,-4.32,-3.25,-5.07,-5.12,Upgrade
32,Filing Date Shares Outstanding,132.9,132.9,132.9,132.9,132.9,132.9,132.9,132.9,132.9,132.9,Upgrade
33,Total Common Shares Outstanding,132.9,132.9,132.9,132.9,132.9,132.9,132.9,132.9,132.9,132.9,Upgrade
34,Working Capital,-147.28,-94.37,-16.83,-9.5,50.31,-3.13,-1.36,-40.16,-262.27,-274.03,Upgrade
35,Book Value Per Share,1.35,1.67,2.43,2.46,2.99,3.03,3.73,3.52,3.16,3.74,Upgrade
36,Tangible Book Value,178.91,222.56,322.48,327.31,397.76,402.64,495.32,467.84,420.61,497.25,Upgrade
37,Tangible Book Value Per Share,1.35,1.67,2.43,2.46,2.99,3.03,3.73,3.52,3.16,3.74,Upgrade
38,Land,-,-,-,-,-,-,-,818.66,-,983.81,Upgrade
39,Buildings,-,826.32,-,826.32,-,819.76,-,-,-,-,Upgrade
40,Machinery,-,696.34,-,735.83,-,726.2,-,741.2,-,781.28,Upgrade
41,Construction In Progress,-,30.12,-,2.08,-,6.67,-,1.94,-,0.25,Upgrade
42,Leasehold Improvements,-,0.82,-,0.82,-,0.82,-,0.82,-,0.82,Upgrade
