,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest and Dividend Income,176,198.78,170.65,194.11,196.55,271.65,314.01,427.03,496.17,649.88,Upgrade
1,Total Interest Expense,103.97,81.54,98.98,78.66,94.51,164.74,166.62,232.78,211.48,295.15,Upgrade
2,Net Interest Income,72.03,117.24,71.67,115.45,102.05,106.91,147.39,194.25,284.69,354.73,Upgrade
3,Commissions and Fees,164.54,191.06,152.34,259.51,199.4,300.13,269.1,286.72,278.3,299.01,Upgrade
4,Gain (Loss) on Sale of Investments,-,-,-,-,-,-14.95,14.95,-59.25,59.25,2.47,Upgrade
5,Other Revenue,26.87,-32.3,44.74,-0.66,3.31,58.31,43.69,76.08,14.6,-9,Upgrade
6,Revenue Before Loan Losses,263.44,276,268.74,374.3,304.76,450.4,475.13,497.81,636.83,647.2,Upgrade
7,Provision for Loan Losses,78.92,74.4,53.21,118.05,115,117.25,77.52,104.62,93.33,54.16,Upgrade
8,Revenue,184.53,201.6,215.53,256.25,189.76,333.15,397.62,393.19,543.5,593.04,Upgrade
9,Revenue Growth (YoY),-14.38%,-21.33%,13.58%,-23.08%,-52.28%,-15.27%,-26.84%,-33.70%,-10.41%,-12.23%,Upgrade
10,Salaries & Employee Benefits,93.66,108.01,119.12,128.13,162.94,369.89,-,377.13,-,438.91,Upgrade
11,Cost of Services Provided,64.97,70.76,47.11,84.2,63.59,-210.06,338.27,-243.87,330.88,-267.01,Upgrade
12,Other Operating Expenses,28.15,32.9,33.8,7.95,-113.44,122.05,-34.06,100.58,36.37,148.38,Upgrade
13,Total Operating Expenses,220.56,248.58,239.46,262.98,156.22,376.7,304.22,332.09,367.25,389.42,Upgrade
14,Operating Income,-36.03,-46.98,-23.93,-6.73,33.53,-43.54,93.4,61.1,176.25,203.63,Upgrade
15,Earnings From Equity Investments,56.58,54.21,45.95,61.81,40.86,61.36,49.26,19.08,38.82,33.9,Upgrade
16,Currency Exchange Gain (Loss),4.94,0.56,6.75,7.85,-2.14,-0.14,-0.16,-0.11,-0.01,0.12,Upgrade
17,EBT Excluding Unusual Items,24.72,5.28,24.7,48.49,63.37,7.76,138.91,44.31,201.57,233.29,Upgrade
18,Pretax Income,18.53,16.23,40.99,43.69,65.86,25.23,138.91,101.84,201.57,233.27,Upgrade
19,Income Tax Expense,10.53,10.09,23.32,19.95,37.57,13.93,37.87,38.19,57.23,71.06,Upgrade
20,Earnings From Continuing Ops.,8,6.14,17.67,23.74,28.29,11.3,101.04,63.65,144.34,162.21,Upgrade
21,Minority Interest in Earnings,13.78,14.57,-6.52,-29.56,-10.2,-26.6,-9.02,-36.68,-20.21,-33.23,Upgrade
22,Net Income,21.77,20.71,11.15,-5.81,18.09,-15.3,92.02,26.97,124.12,128.97,Upgrade
23,Net Income to Common,21.77,20.71,11.15,-5.81,18.09,-15.3,92.02,26.97,124.12,128.97,Upgrade
24,Net Income Growth,95.23%,-,-38.36%,-,-80.34%,-,-25.86%,-79.09%,10.00%,-10.61%,Upgrade
25,Shares Outstanding (Basic),4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,Upgrade
26,Shares Outstanding (Diluted),4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,Upgrade
27,EPS (Basic),0.00,0.00,0.00,-0.00,0.00,-0.00,0.02,0.01,0.03,0.03,Upgrade
28,EPS (Diluted),0.00,0.00,0.00,-0.00,0.00,-0.00,0.02,0.01,0.03,0.03,Upgrade
29,EPS Growth,95.26%,-,-38.37%,-,-80.34%,-,-25.86%,-79.09%,10.00%,-10.61%,Upgrade
30,Free Cash Flow,-210.96,7.28,459.31,98.23,111.74,479.31,862.21,876.69,1886,717.02,Upgrade
31,Free Cash Flow Per Share,-0.05,0.00,0.10,0.02,0.02,0.10,0.19,0.19,0.41,0.16,Upgrade
32,Operating Margin,-19.53%,-23.30%,-11.10%,-2.63%,17.67%,-13.07%,23.49%,15.54%,32.43%,34.34%,Upgrade
33,Profit Margin,11.80%,10.27%,5.17%,-2.27%,9.53%,-4.59%,23.14%,6.86%,22.84%,21.75%,Upgrade
34,Free Cash Flow Margin,-114.32%,3.61%,213.11%,38.33%,58.89%,143.87%,216.85%,222.97%,347.07%,120.91%,Upgrade
